,One_BR,Two_BR,Three_BR,Four_BR
128428,-80.3355571571884,-103.7964784559308,-143.61795687973873,-199.94314778862687
128429,-55.57593979102425,-99.74656162119624,-133.63472176734382,-173.0003081886948
128430,-47.27504522720742,-91.8138679020249,-121.81702139956785,-155.96892497040068
128431,-41.53923799737809,-83.38494645201689,-110.52350185206318,-141.5588947710205
128432,-36.44931402043647,-75.36776292957197,-100.00500858222605,-128.38293369967076
128433,-31.747609451372664,-67.89431043122461,-90.23552325292786,-116.17400504948837
128434,-27.383753965272646,-60.950628064467246,-81.16361807001061,-104.83971272549468
128435,-23.331530055259943,-54.502232066833415,-72.73946629200258,-94.31496384629807
128436,-19.568602542884175,-48.51418626515019,-64.91678815203217,-84.54167428203206
128437,-16.074326883492603,-42.95366572299022,-57.652628955048485,-75.46617076641701
128438,-12.829525467714843,-37.790148761219875,-50.90710870359589,-67.03863135094086
128439,-9.816386652350195,-32.995289471433104,-44.64319631044699,-59.21279169880876
128440,-7.0183698563633365,-28.54276566857871,-38.826504935161864,-51.94569051513597
128441,-4.420115383601468,-24.40813458708395,-33.42510298838111,-45.197433880426615
128442,-2.007404480152809,-20.568712571718685,-28.40933985000232,-38.93095165154743
128443,0.23309077783030577,-17.00338964677505,-23.75167193627186,-33.11188652265119
128444,2.3136372939181324,-13.692613161685365,-19.426539449648015,-27.70827497647315
128445,4.245649867828697,-10.61820890852163,-15.4101991891135,-22.690454321531565
128446,6.039600133636155,-7.763341366535924,-11.680606435353276,-18.030805557164747
128447,7.7055859571867655,-5.112239418080176,-8.217260491307162,-13.703879458387407
128448,9.252656100624806,-2.6504082688960913,-5.001175946026686,-9.685865840262352
128449,10.68928451680371,-0.36433521190410767,-2.0146978288337816,-5.9547104460490985
128450,12.0233541552831,1.7585295156875278,0.7585680637171869,-2.489932764162985
128451,13.262187358945553,3.729839167564102,3.3338451341244566,0.7274863453660574
128452,14.412583966820668,5.560414810572728,5.725269791525303,3.715208251652527
128453,15.480858348095998,7.260304859495809,7.945969100501521,6.489633332717053
128454,16.472874030194244,8.83884026781426,10.00813285271816,9.065990983574176
128455,17.394031609226005,10.304671868201787,11.923079438731268,11.458447859584496
128456,18.24947046579626,11.665878758767239,13.701329134504594,13.680093086463812
128457,19.043587967354647,12.92982977734386,15.352627595054187,15.743288382317123
128458,19.781237584966046,14.103660853836516,16.88609312045259,17.659098025984772
128459,20.466141663370802,15.193656929544403,18.31008670307486,19.438226471494275
128460,21.10227319742912,16.20589755523481,19.632452571026565,21.09030431395626
128461,21.693021465368727,17.145881665461747,20.860422934281907,22.624454414015403
128462,22.241609495083086,18.01876750065955,22.000738231920895,24.0490942531556
128463,22.75104485026366,18.8293465772257,23.059657348932397,25.372041625444076
128464,23.22412266799953,19.582067785774395,24.042992021611905,26.60055713318734
128465,23.663394556803993,20.281048322895987,24.956137935370307,27.741407814680407
128466,24.071354366929302,20.930157323363808,25.804115537430295,28.800811543090397
128467,24.449898554892716,21.532840358555458,26.591562291685936,29.784774034548896
128468,24.79623671154442,22.090927674648523,27.322733918587616,30.70142192926554
128469,25.121917625062387,22.611293954070913,28.00268483455481,31.550817212735073
128470,25.425494989215373,23.09470069913539,28.634144862663486,32.339589824059715
128471,25.70684290971177,23.543339433405887,29.22050593213575,33.07255979103283
128472,25.968709254242274,23.96024613916702,29.76515353595532,33.7529776701604
128473,26.211734742908572,24.34732407444774,30.270931008907464,34.385018520721594
128474,26.43765474902504,24.70689032233757,30.74067041595719,34.97187525225313
128475,26.64745655044355,25.040790774886887,31.176896217681918,35.51689979845151
