fit_time(m),aic,MAE,RMSE
0,16483.623897632806,3735.7582228994356,4797.963578729027
0,14870.967697738497,1130.4934815552658,1395.8367987354895
0,16020.159231962916,1729.900938675161,2205.3059770507157
0,14769.263659015276,1100.7836646636342,1465.2334418175947
0,15420.600962770977,1342.206278484086,1691.8625095794164
0,16715.145855488874,1975.1670005357805,2496.85217742699
0,15108.068238570117,1100.9714848973072,1410.0144573022171
0,16571.61444040245,2814.468269118537,3638.178562959518
0,15331.71524082483,1570.5314069492983,1940.2053190777438
0,15067.862196507776,1350.8035150091368,1708.3256962743662
0,15935.913205867222,1655.248048356522,2086.6426647344906
0,15330.96884830062,1491.810912920941,1841.3870520599094
0,17478.45256293116,4126.507832776057,5448.971614581796
0,16672.896874245736,2434.0188143606283,3170.949978039129
0,16111.901859383895,2458.522888822122,3276.366434743234
0,15631.771314324213,2349.824566715841,2872.4530327552407
0,16733.349795031292,3002.6282856338885,3678.6859133451253
0,16491.111814758264,3048.5444368110493,3812.258474355279
0,15589.136299140695,1497.7843980805533,1873.4982583260048
0,16281.778372289544,3232.158567675331,4092.3939142654644
0,15831.382573675015,1875.469518366479,2307.983200306985
0,15112.092485417183,1337.203437858167,1649.8632885940444
0,15755.04815441102,2027.625053447163,2615.074826429056
0,15359.123921416438,1518.6739143273962,1880.2047053952892
0,17557.788303706773,5559.719335844489,6999.5979240058
0,15178.350591949154,1253.0272340243193,1587.2206082268517
0,15010.287158745396,1338.2252233679997,1682.937566677286
0,15572.491432672283,1756.631074919158,2230.7042802848255
0,15490.956568862699,1670.711942206428,2055.4699454153088
0,14516.848641809254,1376.699323128176,1750.5508552765136
0,15265.118573623571,1640.1080476065367,2117.7265463257454
0,15117.635961088128,1454.1873012196138,1891.5839130149943
0,15747.727200375619,2047.9844456298429,2651.1467888526126
0,15133.759477449312,1652.9166457984045,2139.0572767128924
0,14821.388709914376,708.3780618262194,904.4619843280633
0,14299.745739327042,530.414855635839,671.0993648671051
0,14513.355589056471,539.5210829042608,678.9857915709447
0,15156.579896802654,772.7686423418595,948.0279773101194
0,14814.713396693387,1058.2023217851774,1444.560415613782
0,14762.904772585098,958.9036599657363,1276.774542809879
0,15317.0851871421,871.1593074041748,1097.2015714328118
0,14137.780884171745,369.1349887486439,454.6751315744509
0,14361.118456594608,544.0181203665837,675.1405465883574
0,14171.082745417294,551.2028208399502,688.9916230962069
0,14534.355914000233,818.7364921642975,1061.2787699665596
0,15064.741853035794,996.1286853408858,1246.2917877013024
0,15038.194815335375,976.1830760028599,1189.161509945345
0,14678.222196826706,616.1141020103469,771.802313746166
0,14761.270794523998,657.9547407067646,830.0752629530721
0,14954.966675450562,911.4171737532795,1186.8422831223604
0,14777.087733900758,1168.7893573613537,1568.5448145890389
0,14936.69515178135,964.0899769311202,1199.816463184855
0,14534.57110644117,607.3836943281362,751.8203198161771
0,14679.9736490026,643.0849879403942,803.6946381870497
0,14644.734731667064,798.4965739771604,987.5330579546003
0,13980.8954467541,638.2681191805407,787.6331937838412
0,14450.739550074986,820.7567122750087,1037.0120047100486
0,14791.992481916775,784.3620947087387,972.2133922983304
0,14630.037608335046,944.2869929066032,1200.0594896936764
0,14881.434223456303,779.6343028855871,988.1051262431708
0,16620.376075278375,2379.1940315364272,2897.1568421460333
0,16013.31853640256,1910.617217783961,2313.222272994273
0,15993.907897540275,1730.4284941492367,2128.4123534411747
0,15835.845643089895,1290.3245200676647,1564.947742547875
0,16297.755643162176,1814.7546156191136,2225.8130559754673
0,15962.966973251554,2027.5725629348908,2549.1198327083002
0,16425.29645998159,2049.5254431352887,2524.9619968072902
0,15732.784398975045,1763.3753626632868,2187.7979863668875
0,15766.904137820375,1546.057910226669,1885.2165513392938
0,16401.868036056807,2647.3633146837683,3195.7300903728806
0,15797.697538359449,1412.7764347174684,1689.3462057000006
0,16574.28327302183,2426.1093294115153,3126.664037863892
0,17931.581904811945,7142.813108533124,9010.212907101675
0,16367.502033132172,2168.8753225634305,2662.0613998874087
0,16718.208632340735,2673.1203206504033,3319.3295507308494
0,15404.459222835716,1500.2600955391283,1813.9825178091414
0,15504.701490460979,1661.5809793151632,2033.0562583722378
0,15004.608592467575,1154.4100966666076,1398.1651600987623
0,15469.527654793883,1538.6758968563886,1871.5655888038696
0,15494.256291502446,1111.6898429855896,1342.065539756353
0,15968.885585640412,1790.483956442612,2135.535665001905
0,15544.586463300267,1245.040517502253,1519.0991256897503
0,15484.817993226969,1318.867328112494,1598.930912013991
0,15475.687455574847,1364.7855185049507,1649.3794369435363
0,15243.8202169682,1068.769305021143,1312.2167561891915
0,15946.96260570273,1742.556389073649,2103.9363701802667
0,15381.402146289725,1199.4560791346576,1456.226519129958
0,15505.412641585612,1385.0915335932104,1699.8594841975537
0,15948.589920770966,1954.8415417904193,2487.501582385635
0,15440.797829211166,1191.711384554018,1537.250612058881
0,15441.97076824369,1130.0494764038876,1442.6431318110472
0,15414.368856452653,1228.076616401382,1607.0298452883812
0,15064.017741974933,1224.776173819504,1576.5643587729114
0,16454.91254159037,1793.0058397792309,2310.9895814029605
0,16226.113293223216,2001.2590686844092,2494.866418736124
0,15630.945640758095,1608.4332287339182,2143.4458994294578
0,15107.680590398199,1109.1970223048893,1388.8691522528673
0,14889.360893575074,1077.4247446825243,1349.5921039628233
0,14756.39085657764,1074.341463869368,1373.4000446925409
0,17616.657564276713,2911.228032827604,3757.4903279369128
0,17531.603470122835,3070.0149017405856,3855.5010214046583
0,17347.220838868627,2970.426361597621,3697.121249934379
0,16984.088031218627,2520.4906308915356,3125.9854409126647
0,16765.384330373974,2130.3762331548332,2650.9344829155843
0,15236.189138896632,690.0173333928934,867.3316571422736
0,13993.073720500064,645.5514748502047,829.3356480436449
0,14472.543281557846,667.916171546507,857.2980250697927
0,14356.234144363476,659.0370463016374,860.6962767357361
0,13875.62113658023,423.25997738525524,525.6950069181528
0,16141.615006563958,2114.2298457557345,2667.1644331397038
0,15836.934352566124,2575.0293731254787,3146.6586851189477
0,15848.453421050772,1979.6041481582442,2393.5434859579714
0,15594.53410696347,1784.2838038979567,2203.843983869926
0,15935.12965833057,1579.533092512176,1978.3802546665156
0,16527.341605946116,2789.167117509368,3482.0904341570485
0,15237.99159954495,1550.1826576694357,1979.4650548222276
0,16822.812009507743,3820.5957757029983,4735.865216916639
0,15022.163206307903,992.6939258156573,1223.0015825011828
0,17127.56980174772,2121.7988091234124,2696.2021725620352
0,14197.213555418417,758.309373425993,939.8803064687457
0,14641.216134224596,793.8019590949443,978.438791640087
0,14565.600056914816,489.5595721262063,630.0515516178843
0,14236.85780796445,553.4486992018942,700.8344036377705
0,14771.410101440542,764.7489006252462,929.170255687559
0,14119.238853958464,546.1676947871314,685.713158042689
0,18001.535484928834,4292.865049450057,5379.934737087046
0,16748.500498817786,1880.0587122268803,2379.110129530956
0,17564.034026382185,2654.773676202888,3355.8025064586373
0,17306.078389275488,4733.121589977139,5811.4209827679815
0,17364.22453421884,8789.327831840516,11119.646335346988
0,16343.411802932058,4218.026208773138,5187.893818971966
0,16966.45316566767,4616.343485011256,5575.5101600766775
0,18263.134075253212,11294.71994427341,14772.787248857561
0,18596.681880938806,12004.059984223659,15542.749475760473
0,17626.382802207117,9468.938359848942,11514.600320152495
0,17582.237983414692,5385.651772208477,6633.863034320142
0,17721.20379095894,5956.862588789812,7359.867781799853
0,17269.122103013167,7297.059838322764,9468.318841690105
0,18072.518230976915,7742.331606200343,10400.459528771908
0,16690.552198975638,4879.2832302935585,6380.944491504893
0,16296.77342956397,4092.436330680611,4977.401274311988
0,16924.165300651817,6727.778654803684,8112.272688674135
0,17604.180121232203,8877.005274568988,10802.459661898127
0,17234.181760676387,5876.288473918721,7314.134834283561
0,16507.35577950658,5955.023158288644,7208.548807773085
0,15963.094390184993,4807.596832081171,5900.548862363571
0,16960.56789688712,6874.195232765524,8334.299093777783
0,15970.252601974453,3981.286460084939,4822.084439369601
0,16623.03852000842,4275.465561983052,5649.601965835693
0,16729.201351694624,5056.651478448074,6780.39664378612
0,17484.58878183087,7260.760288808314,8583.422756711589
0,17917.177630794446,9107.400512914908,11159.15723989702
0,17285.52083283495,6350.812451662291,7999.565777809699
0,16123.86708507793,3955.8514593264567,5014.807171418668
0,17646.380576121977,8014.049982135684,10166.906305965627
0,17772.226783369326,9610.766377504962,11753.10385160092
0,16487.672986771573,5866.904414059854,7177.070278079827
0,17387.49269447165,7665.215029325025,9391.708385860495
0,17588.68949245992,7847.302850460401,9782.612261911743
0,17531.769201477204,6947.643975660663,8432.119889728936
0,16605.014235890434,5835.024291737817,7149.030877484083
0,18358.49008041381,11481.538347941812,14231.18206347579
0,16555.055093548912,4023.5210302707087,4844.16413075157
0,17307.01276168845,6416.647237307463,7820.343061389753
0,17305.080728710112,6763.019323262325,8267.74238738176
0,16823.212727565173,4738.16339992941,5769.094020678051
0,18490.9311914404,9830.51158207468,12157.248966092096
0,16325.594964427512,4449.067495932634,5417.470842056963
0,18842.731517873282,15771.74132672105,20367.34566076204
0,18417.853867095197,9575.782872279418,12348.834690627296
0,16476.826514727625,4624.444951861259,5605.731125121001
0,16794.167175072107,6598.012926268628,7905.384230103519
0,16554.496885207584,6029.437371509057,7251.577111766133
0,16209.424914292518,5692.788165350918,6816.5804809735455
0,16215.653285487213,2923.9841881215552,3598.627676262146
0,17499.2054833741,3862.262935268486,5043.40086902474
0,15231.538677447865,2364.9110839020605,2906.854118006725
0,15295.871554139334,1878.0465933257324,2318.685575826576
0,15664.50138510744,2169.454816344559,2667.624737138274
0,16359.846077780945,3160.004440449134,3860.6946915602466
0,15608.767054872287,1519.531290059854,1880.2562206544644
0,15708.983200009458,1853.8173458373353,2337.8087011580865
0,15394.742571685874,1977.9758085745666,2444.663956435897
0,15299.610981774324,1765.1941779783722,2159.2667912801576
0,15473.576144946876,2205.9185038907435,2716.1204020620553
0,15641.119013904581,2023.7615848212456,2469.0414763614785
0,17466.573725674567,4688.918845615791,5777.12673456477
0,16185.899078230137,3692.175343564646,4512.79452334545
0,16179.482047964419,2504.508588008355,3016.098607152996
0,16396.813201142053,3416.464884091045,4291.170942590195
0,15713.361443751059,3857.864586097574,4731.847948245861
0,16434.483338414248,3526.777584961294,4320.09386217885
0,16835.225876641685,3089.7295167688526,3956.4334272225983
0,16567.76418611784,4208.4705466094165,5294.805076524925
0,16785.23106222015,3993.5456508379702,5110.182157996553
0,16941.945414248545,4522.40448582883,5752.797097308599
0,17108.61485811522,5087.859429879803,6353.713740974248
0,17424.39513954366,4779.946371714403,5952.439655344688
0,17003.89449913071,4336.972694498278,5402.864272517179
0,17109.996049970032,3740.657819812719,4517.508553851661
0,16643.793173425656,2494.261284136284,3077.6192433573906
0,17628.86150897226,4145.995683417115,5300.353803545534
0,17800.04496253832,5324.2681061643725,6694.03305737751
0,17475.4336817612,3577.7663898293054,4482.25226740063
0,15556.186005004689,1955.2025377260916,2406.811543746139
0,17439.35800828311,4698.996640100389,5710.5567515758685
0,16379.796647729348,2252.933629402255,2779.640540882092
0,16205.74583494078,2048.3609186801386,2557.5654591359
0,17136.98373537528,4293.996963347781,5405.23844430652
0,16351.337072421215,3628.468300966885,4467.756523382131
0,17574.073668505705,4368.216084607801,5333.901937395688
0,18133.063214863767,5861.787363800513,7329.514188902051
0,16956.128074981913,3771.2444682887362,4772.832533730363
0,17198.057481298223,2993.3881283864466,3750.007247692688
0,16022.758310735293,4041.67616961125,5705.963202517227
0,17058.962576703474,3452.453279846466,4424.2851751910985
0,17347.980116900482,6698.6263774415365,8997.615421628087
0,17018.142612136548,2955.071294013112,3686.567492460008
0,15839.379538479541,2504.504047080658,3355.8340683844276
0,17141.2131405492,6325.126903801776,8406.413230727932
0,16097.23920967888,2713.6669263426293,3574.5224791324954
0,15929.505416839122,4535.44653368449,5907.223927281411
0,16643.35752287772,4299.567966806355,5913.32516662305
0,16789.729774832238,3661.5080004440106,4600.264916496052
0,16567.55959170034,3802.423683980187,4643.121686726776
0,16961.413882029403,3691.166875419274,4465.791347767697
0,17016.286292990735,3316.882774320103,4101.413106749423
0,17222.331920353623,8159.074434998851,10335.398895865783
0,17184.303785434757,3569.4585908016766,4524.3939602308
0,16037.954925672153,2053.80316063471,2571.972722889529
0,16084.393307334074,3358.6189862213796,4378.4471163510525
0,16029.411874783544,3250.938755692023,4247.942932278112
0,16372.85522969802,4104.115448635963,5653.60779936658
0,16102.135714076643,3170.8001865945157,4309.596806066244
0,15233.412271929825,2583.8016725698544,3600.9756072233276
0,16106.709256175962,3679.9645127694066,5072.157160225179
0,16653.69504191986,4788.728835801934,6434.003910579639
0,16507.429148992363,4101.788782035104,5356.3743104744135
0,15598.63748207715,2563.80797736755,3484.2640268865734
0,16635.296647384188,4119.119778119015,5473.930624547488
0,15796.890353188543,3459.270530996437,4522.92905379039
0,15819.664675191132,2777.95787671121,3810.6555204191527
0,16412.537973629136,3125.372277058029,4335.663886608772
0,15144.037085543885,1623.5498447411455,2040.2467512920211
0,15579.194207018358,2569.062814303078,3132.3965243366874
0,15626.75704904621,2118.3994230072685,2668.6182614134646
0,15506.348124480086,2016.6289023703177,2523.9679571748648
0,15758.867037707125,2575.1123123176276,3131.0011685067066
0,17599.218454202226,2940.4392319007484,3721.9483627901022
0,16329.918977742003,1933.659941201926,2349.5300830150927
0,16655.24615983306,2934.317185832252,3531.787499542169
0,17339.176371209156,3830.670765481903,4690.955340169529
0,17041.450179392967,4367.345462674433,5512.792962561925
0,16294.71068188926,2435.8016854051457,2949.369476196083
0,16841.74520592107,3887.3685818754757,4805.376399771112
0,17343.116273426414,4628.458646239099,5781.492851126072
0,16373.104666830368,4182.130084730371,5043.987170760414
0,16275.319701695615,3832.5933116732235,4649.0465773645265
0,17705.755721060188,3573.449130298604,4346.071410045533
0,15573.641369505107,1456.0273398873856,1838.28554265471
0,14578.618782322908,766.1017734411885,943.159664555678
0,16004.878129195311,2316.567348799061,2878.434785354792
0,16099.339690694422,2097.3900110881905,2639.227631432619
0,15862.057434928987,1303.4618805126177,1617.700802877943
0,15003.251971947202,891.8975665629928,1059.051511482934
0,14581.990652779097,1011.8942463584406,1216.7868872806985
0,14867.808500438798,1192.5814240074014,1567.4467319744022
0,15883.120995214755,2065.5971123512636,2665.273461765735
0,16162.990023155415,2057.318252382804,2545.451204778132
0,16377.461659445089,1927.0983706881932,2490.208778639382
0,16792.83647360668,1840.44096772153,2336.1121832589324
0,16036.19907711085,1521.9491170970036,1918.8595815347903
0,14611.04406039221,1073.1097267221821,1383.8765100640353
0,15666.102995971902,1296.5649998691274,1575.7357702491406
0,15068.78805299016,1257.8953266500387,1592.5491009833536
0,16159.69682186594,1362.5445373775747,1711.2740361292126
0,16013.9811327069,1159.060283907036,1401.6303447367668
0,16220.749934323485,1395.0039603531704,1749.5671706524886
0,15704.458298647656,1102.2458729465004,1329.296894751943
0,14986.569735336829,1385.096364351807,1786.536098296973
0,14819.690324215058,1613.403081422416,2031.1046390787353
0,14564.011753552402,755.3351669937642,940.5596471294252
0,14239.677202964118,841.3388751486713,1062.7860903064081
0,14544.070519561676,776.9051068564859,967.2271565466308
0,15687.572808012852,1193.2725613370385,1471.080887233707
0,15784.480459651588,1654.9221387079738,2075.3334039863985
