,One_BR,Two_BR,Three_BR,Four_BR
128428,-146.30628928695796,-129.2079110503475,-163.81789301773244,-232.26701146790137
128429,-75.14650677361848,-114.0037638433678,-149.63965368026075,-199.72245984827015
128430,-59.4461581837406,-106.25502434451151,-139.45720181285975,-178.28307444048934
128431,-52.79992037509366,-98.18659171728169,-128.5028935339669,-162.86590664881234
128432,-47.6621127590662,-90.28495044575648,-117.83990133026215,-149.28446838289602
128433,-42.95796689147458,-82.77484341394344,-107.72875920124208,-136.62570394457046
128434,-38.53742905344179,-75.68273896852935,-98.18517885245319,-124.7076133046094
128435,-34.37008258332649,-68.99282789319726,-89.18364528771322,-113.47011622412941
128436,-30.43997777649336,-62.68336293476981,-80.69413348344465,-102.87224814472256
128437,-26.733474617426875,-56.73284521368451,-72.68760576111465,-92.8773566554203
128438,-23.23784072309126,-51.120869044183515,-65.13659133060311,-83.45110696602656
128439,-19.941077918386682,-45.82817412503206,-58.01517344648521,-74.56114233152847
128440,-16.831871013828646,-40.83659430354531,-51.298909153792096,-66.17694926610972
128441,-13.89954855613593,-36.12899686997964,-44.964746188597985,-58.269750584502646
128442,-11.133954212315697,-31.689204084742336,-38.99088031292758,-50.81235958317733
128443,-8.525752497489398,-27.50199404345584,-33.35690097949166,-43.77922522873862
128444,-6.065938898139193,-23.55299783715741,-28.043443656381605,-37.146217811265494
128445,-3.7460621930269733,-19.82866309792507,-23.032271053951856,-30.890567597074412
128446,-1.5578830085158228,-16.316147999418938,-18.305993335730253,-24.990662360204556
128447,0.5056392510960448,-13.003447183934695,-13.848669185253573,-19.426386737425325
128448,2.4517450384692,-9.879199032652492,-9.644918381018385,-14.17867260489294
128449,4.287139954505968,-6.932685320976352,-5.680312133675754,-9.229497949528072
128450,6.018126738726945,-4.153794434077401,-1.9412443287092693,-4.561873929864274
128451,7.650646417419258,-1.5329892293237202,1.5851174851204013,-0.15978054237315117
128452,9.190301584526875,0.9387249576892848,4.910875744221002,3.991890330476935
128453,10.64237601260574,3.269831042559032,8.047444304800782,7.907387134766656
128454,12.011852835269003,5.468329287108167,11.0055876047149,11.600147607117115
128455,13.303523695893446,7.541784584273495,13.79552120335505,15.082891782452021
128456,14.52166462375723,9.497296041403787,16.42672633804603,18.367527142491525
128457,15.671060778190348,11.341690895661301,18.90864163324534,21.46559737421975
128458,16.754726210669,13.08119677741116,21.249224743167883,24.387469420114044
128459,17.77697365488085,14.721826101342682,23.456862529979276,27.143253214101478
128460,18.74089473957717,16.26914948234314,25.53885290134958,29.742293956505694
128461,19.649962982835728,17.7284663781191,27.50242103447636,32.19348688444212
128462,20.5073251757204,19.10477948286808,29.354305660319092,34.50525551002264
128463,21.31592693113187,20.402810405334172,31.100860622260342,36.685535532633494
128464,22.078543066584896,21.62701301229375,32.74807877573276,38.74180880380757
128465,22.79788214541105,22.78160775209779,34.30167571483836,40.68117794896645
128466,23.476255590903545,23.870539605186522,35.76688876865895,42.5102525998641
128467,24.116687771207754,24.897680974102876,37.14921771602429,44.23562689504977
128468,24.73160988861851,25.86887604715966,38.4605741893189,45.86867653191416
128469,25.30508176519615,26.785558206744433,39.69474189492546,47.40985242273001
128470,25.84421955928007,27.65037902042859,40.858483913630465,48.86286399452712
128471,26.354013307548108,28.46642655560735,41.95716330905646,50.233872820889516
128472,26.83388020180253,29.236175433805414,42.99300113328418,51.527020104737176
128473,27.286883072678716,29.96233059386867,43.9703594634188,52.74688775353726
