Date,Zipcode,OneBR,TwoBR,ThreeBR,FourBR
2021-08-31,92009,400979,501468,795468,1070666
2021-08-31,92014,708455,1169557,1763172,2076632
2021-08-31,92024,604189,766433,1018516,1247018
2021-08-31,92025,289681,392813,533423,721938
2021-08-31,92028,371430,446364,567975,689109
2021-08-31,92037,443111,799027,1721398,2199557
2021-08-31,92040,212523,369033,519051,580898
2021-08-31,92054,542828,727986,695189,775170
2021-08-31,92057,252844,343812,503215,605334
2021-08-31,92065,374690,389843,515631,608823
2021-08-31,92070,346530,397937,524575,635167
2021-08-31,92071,273725,342898,518641,569468
2021-08-31,92075,741029,1093542,1477036,1791229
2021-08-31,92078,352736,466347,580174,789122
2021-08-31,92081,296069,472233,558907,655584
2021-08-31,92082,362842,476242,575471,728129
2021-08-31,92084,415765,435958,561878,659540
2021-08-31,92091,821719,855754,1212151,2383948
2021-08-31,92101,433322,698639,967098,1343052
2021-08-31,92103,393688,615298,960752,1391990
2021-08-31,92104,328171,576350,830786,970735
2021-08-31,92106,597575,822471,1108443,1507132
2021-08-31,92107,630430,782970,1076576,1542863
2021-08-31,92108,288549,429482,670809,598234
2021-08-31,92109,460112,789593,1153001,1505824
2021-08-31,92110,324267,481325,837569,990018
2021-08-31,92115,240399,463304,600678,665044
2021-08-31,92116,301958,568157,833651,1066551
2021-08-31,92117,299441,501358,683468,768141
2021-08-31,92118,1398528,1446260,1771182,2215993
2021-08-31,92119,254424,334754,608747,694566
2021-08-31,92120,253062,413165,649396,759050
2021-08-31,92122,371134,534182,816777,973988
2021-08-31,92124,345233,490497,650408,802732
2021-08-31,92126,282153,408606,625396,682142
2021-08-31,92127,319891,448837,743884,1000774
2021-08-31,92128,308779,492117,695274,845645
2021-08-31,92130,433637,625796,891453,1261561
2021-08-31,92131,296083,490885,721162,935407
2021-08-31,92211,211405,299394,412842,538895
2021-08-31,92220,172946,253993,266231,315432
2021-08-31,92234,144922,225074,324314,379994
2021-08-31,92260,237163,297492,409514,652048
2021-08-31,92262,148523,329540,565161,698602
2021-08-31,92264,172994,294492,572987,1061727
2021-08-31,92270,189627,320366,521762,861413
2021-08-31,92277,113279,120264,157055,196673
2021-08-31,92284,162467,177078,232027,302003
2021-08-31,92308,164322,223264,231728,339140
2021-08-31,92314,176003,212692,326601,437809
2021-08-31,92315,223985,278950,404195,586102
2021-08-31,92320,244452,286073,350398,407910
2021-08-31,92325,159807,201473,271198,314723
2021-08-31,92341,162066,191044,274437,325665
2021-08-31,92352,220651,291514,403114,534517
2021-08-31,92373,217685,372958,469063,583106
2021-08-31,92374,262006,287542,366135,426970
2021-08-31,92386,152188,185449,244481,295153
2021-08-31,92391,181376,211717,270733,323264
2021-08-31,92399,264149,293611,364322,457973
2021-08-31,92407,154999,247682,330988,392955
2021-08-31,92503,320754,332787,389578,449531
2021-08-31,92504,325152,341463,376929,447585
2021-08-31,92592,308250,349320,431529,512775
2021-08-31,92596,302829,269288,410229,450100
2021-08-31,92603,476149,706322,1024185,1612338
2021-08-31,92604,553594,616083,789425,973437
2021-08-31,92606,443194,592265,785446,964296
2021-08-31,92610,356262,461113,745578,846933
2021-08-31,92612,422839,678125,858229,1029968
2021-08-31,92614,424884,573389,797940,1089622
2021-08-31,92618,412266,604993,860181,1222359
2021-08-31,92620,364080,623070,871419,1152460
2021-08-31,92626,484430,518876,794959,884248
2021-08-31,92627,826958,687184,860201,1116553
2021-08-31,92646,404855,549891,821746,993592
2021-08-31,92648,491894,761653,1057211,1468790
2021-08-31,92651,1406589,1711710,2434191,3390772
2021-08-31,92655,624910,565943,657097,706611
2021-08-31,92672,555930,792297,1058513,1300155
2021-08-31,92677,364290,531944,810782,1096285
2021-08-31,92683,592265,508261,671179,756037
2021-08-31,92688,311937,450372,671413,807379
2021-08-31,92692,387851,561525,724088,862698
2021-08-31,92805,393360,507903,573974,626432
2021-08-31,92806,550501,399543,628761,680533
2021-08-31,92808,394073,489503,730526,867222
2021-08-31,92833,348221,513676,603801,804007
2021-08-31,92841,441450,562404,636464,665048
2021-08-31,92843,295364,438544,610622,656914
2021-08-31,92867,610988,613866,698526,812818
2021-08-31,92870,357188,434508,669051,757004
2021-08-31,92886,275295,464699,728061,894202
2021-08-31,93001,493747,552303,699368,1047680
2021-08-31,93003,369662,400848,590546,676613
2021-08-31,93010,316851,413224,583225,681835
2021-08-31,93012,352229,440152,570149,777938
2021-08-31,93021,381567,414702,565466,728889
2021-08-31,93022,494650,490067,577248,702743
2021-08-31,93023,495807,541146,688763,938314
2021-08-31,93035,459594,598381,652832,624973
2021-08-31,93036,311746,395022,506286,573131
2021-08-31,93063,361986,389358,551294,638078
2021-08-31,93065,310420,438738,543926,632810
2021-08-31,93101,752581,826306,975541,1302111
2021-08-31,93105,633900,926946,1201200,1465222
2021-08-31,93110,495154,671977,1055989,1411349
2021-08-31,93111,534203,622839,903793,1025131
2021-08-31,93117,451125,577736,827716,919002
2021-08-31,93222,187022,234133,290900,346995
2021-08-31,93277,140630,167886,232310,302366
2021-08-31,93291,135837,152545,243356,340262
2021-08-31,93292,134441,158997,237887,303649
2021-08-31,93309,110299,162394,219624,279157
2021-08-31,93402,487600,526487,621614,836714
2021-08-31,93405,479666,589988,747522,872268
2021-08-31,93420,440197,473163,688601,893282
2021-08-31,93422,364819,407902,547525,683743
2021-08-31,93433,365894,417049,563901,689461
2021-08-31,93442,537880,591561,722935,939266
2021-08-31,93446,402890,369305,497228,625039
2021-08-31,93449,650894,674339,950119,1136199
2021-08-31,93454,218874,289375,373701,418606
2021-08-31,93463,509093,557542,799578,941169
2021-08-31,93536,219176,230236,326294,380439
2021-08-31,93551,259882,277587,359160,408311
2021-08-31,93561,173915,206826,279775,356087
2021-08-31,93612,158096,177148,243036,305469
2021-08-31,93618,140047,161454,224507,269034
2021-08-31,93704,149569,186925,268042,329771
2021-08-31,93923,1002139,1135836,1594621,2126345
2021-08-31,93940,451500,684780,826758,1113024
2021-08-31,93950,744426,836410,971548,1242900
2021-08-31,94005,840706,902156,1064326,1594831
2021-08-31,94010,863942,1504992,2319493,3385336
2021-08-31,94014,693474,938810,975108,1189494
2021-08-31,94019,855762,892981,1259845,1406635
2021-08-31,94022,1149247,2048257,3165640,3803797
2021-08-31,94024,2820428,2587105,2807407,3101691
2021-08-31,94025,1075125,1665873,2191099,3555485
2021-08-31,94037,956414,985435,1174278,1307775
2021-08-31,94038,969389,987216,1173222,1352516
2021-08-31,94040,690185,1087329,2150381,2620192
2021-08-31,94041,1442870,1654608,1841066,2383151
2021-08-31,94043,621208,1112192,1518671,1783645
2021-08-31,94044,823242,864170,1075442,1261772
2021-08-31,94061,955838,1215402,1607208,2018647
2021-08-31,94062,1328257,1494470,1921742,2665407
2021-08-31,94063,1016994,1098406,1256827,1463173
2021-08-31,94065,773458,1183926,1580979,2068758
2021-08-31,94066,531180,865279,1211346,1386304
2021-08-31,94070,793507,1412206,1846372,2299255
2021-08-31,94080,640685,886511,1063066,1272188
2021-08-31,94085,660399,986358,1238971,1395865
2021-08-31,94086,659364,1137352,1511622,1778634
2021-08-31,94107,970212,1402859,1728673,2547035
2021-08-31,94109,871926,1441486,2133541,4302485
2021-08-31,94110,1089814,1448943,1742308,2075518
2021-08-31,94112,983534,1077171,1215558,1310776
2021-08-31,94114,1071660,1652710,2238369,3108475
2021-08-31,94115,978081,1407336,2025955,4126321
2021-08-31,94116,1233096,1342963,1495977,1796619
2021-08-31,94117,933807,1488357,1880566,3004895
2021-08-31,94118,943161,1442443,2173087,2935620
2021-08-31,94121,962480,1380884,1691458,2201723
2021-08-31,94122,1203621,1393883,1547873,1691507
2021-08-31,94123,1086911,1771734,3127324,4975590
2021-08-31,94124,636646,913517,1029367,1154990
2021-08-31,94127,1445803,1477776,1761056,2201458
2021-08-31,94131,740551,1488024,1819901,2321629
2021-08-31,94132,715077,1076959,1429832,1704233
2021-08-31,94133,924584,1437517,2646543,4469719
2021-08-31,94134,751950,928828,1096380,1255436
2021-08-31,94301,1979203,2544033,3330821,4414919
2021-08-31,94306,1292793,2094013,2564748,2998527
2021-08-31,94401,640292,1048202,1205009,1452817
2021-08-31,94402,780660,1367840,1903052,2237750
2021-08-31,94403,682061,1277981,1573913,1889059
2021-08-31,94404,793426,1122574,1483065,1871789
2021-08-31,94501,475182,867202,1121917,1269223
2021-08-31,94515,910618,769145,957017,1770378
2021-08-31,94536,429693,634885,995690,1202216
2021-08-31,94541,485801,561487,662532,789036
2021-08-31,94546,467899,618003,805183,928967
2021-08-31,94552,760098,700928,920390,1070050
2021-08-31,94558,481314,561930,670826,810009
2021-08-31,94559,584626,615979,665500,869501
2021-08-31,94577,417793,604651,684924,808672
2021-08-31,94578,369773,579308,666736,768757
2021-08-31,94579,648399,586615,671137,781629
2021-08-31,94580,560310,578027,652823,712829
2021-08-31,94586,692521,752307,1251654,1637915
2021-08-31,94602,654647,865625,1114462,1277775
2021-08-31,94608,546081,808095,899978,1011948
2021-08-31,94609,635765,1036976,1153892,1246887
2021-08-31,94610,516582,835874,1537940,1863418
2021-08-31,94611,536961,1049196,1314701,1692358
2021-08-31,94612,626345,871224,852090,846505
2021-08-31,94702,822072,982157,1101732,1253717
2021-08-31,94703,727028,1071111,1281847,1395402
2021-08-31,94705,740611,1205806,1631497,1994111
2021-08-31,94707,906759,1243102,1472993,1817524
2021-08-31,94708,934936,1203569,1403709,1679296
2021-08-31,94710,851827,920768,1088783,1212840
2021-08-31,94901,676161,812975,1096290,1477975
2021-08-31,94903,402087,612258,953366,1180063
2021-08-31,94904,618380,824986,1639520,2173106
2021-08-31,94925,994750,1046427,1383781,1707566
2021-08-31,94930,752060,817582,993513,1198725
2021-08-31,94931,329869,399780,599822,674877
2021-08-31,94941,765546,1159313,1506050,2018290
2021-08-31,94945,364892,639853,794999,980552
2021-08-31,94947,508645,512513,760752,984716
2021-08-31,94951,800599,837492,998867,1202312
2021-08-31,94952,629615,710764,840430,1040022
2021-08-31,94960,829005,894537,1178126,1485539
2021-08-31,94965,699531,1124560,1602959,2363238
2021-08-31,95003,619595,769793,988146,1260665
2021-08-31,95005,538063,649699,787263,929148
2021-08-31,95008,565454,869593,1282166,1467569
2021-08-31,95010,634298,686312,1034457,1183495
2021-08-31,95014,864001,1222376,1865059,2356272
2021-08-31,95018,495124,631226,786313,940909
2021-08-31,95020,460819,584164,693514,804668
2021-08-31,95032,667334,1130233,1538949,2128175
2021-08-31,95037,453885,652671,785772,1009866
2021-08-31,95051,518579,788559,1301405,1555315
2021-08-31,95054,704467,871148,1215974,1330560
2021-08-31,95060,648371,818360,1066517,1358191
2021-08-31,95062,788280,849231,966920,1196831
2021-08-31,95065,787229,799781,922469,1154805
2021-08-31,95066,520033,640420,936737,1200720
2021-08-31,95070,922667,1398637,2153404,2676248
2021-08-31,95073,767523,820896,932343,1212766
2021-08-31,95076,525439,503120,623715,692473
2021-08-31,95110,610912,771307,874033,919950
2021-08-31,95112,678334,769097,872916,995513
2021-08-31,95117,631596,817686,1234881,1455874
2021-08-31,95118,498580,607506,1067107,1176929
2021-08-31,95123,481155,535560,919174,952967
2021-08-31,95124,578593,802853,1213319,1326096
2021-08-31,95125,736343,1025280,1294541,1527265
2021-08-31,95126,715131,898127,1143313,1498532
2021-08-31,95127,393789,648326,723951,919025
2021-08-31,95128,707691,920984,1123368,1347022
2021-08-31,95131,531922,753966,1023884,1119851
2021-08-31,95136,553065,670289,893315,992883
2021-08-31,95148,627781,669108,890493,1056608
2021-08-31,95401,277585,451155,533480,580167
2021-08-31,95404,470245,522256,653320,866363
2021-08-31,95405,350189,482996,609164,751663
2021-08-31,95407,505901,454866,521556,583041
2021-08-31,95409,374583,585363,698394,832945
2021-08-31,95421,464279,513977,651924,820039
2021-08-31,95425,472560,530957,550307,636626
2021-08-31,95436,389677,490980,689973,902087
2021-08-31,95439,602602,677081,806668,993289
2021-08-31,95442,815907,727307,1062094,1644672
2021-08-31,95446,384123,427938,530773,630287
2021-08-31,95448,655422,683335,884807,1202268
2021-08-31,95452,609322,688461,1098102,1781949
2021-08-31,95472,734373,761258,886730,1046921
2021-08-31,95476,557447,623844,880543,1354494
2021-08-31,95497,571201,808094,1036009,1242845
2021-08-31,95603,332640,378895,471969,609424
2021-08-31,95610,297984,293943,366592,405198
2021-08-31,95616,415777,490684,650380,820278
2021-08-31,95618,437195,410088,600178,822401
2021-08-31,95619,285460,284570,351460,429816
2021-08-31,95628,184806,308041,414243,563120
2021-08-31,95630,234715,380876,509698,626426
2021-08-31,95648,373124,527252,437757,499555
2021-08-31,95650,477691,409981,554848,806870
2021-08-31,95658,449431,528018,664155,792579
2021-08-31,95663,462691,499379,648997,761874
2021-08-31,95664,411570,427649,521507,704027
2021-08-31,95672,476709,442922,520691,692587
2021-08-31,95678,255753,312691,399090,499212
2021-08-31,95682,327247,335575,478945,593759
2021-08-31,95695,300550,323305,377521,454709
2021-08-31,95703,307554,374878,481066,593309
2021-08-31,95709,268153,301543,410838,544298
2021-08-31,95722,309221,391471,518145,668332
2021-08-31,95726,228252,274158,339711,421938
2021-08-31,95818,437364,516913,659999,850631
2021-08-31,95819,493963,544695,600813,820625
2021-08-31,95821,158514,298919,374478,436203
2021-08-31,95822,283875,311786,309912,370836
2021-08-31,95825,159965,283525,370321,405430
2021-08-31,96150,333280,352149,459373,648373
2021-08-31,96161,356357,463594,633374,1045532
2021-09-30,90004,650745,948082,1244999,2060304
2021-09-30,90007,549699,636944,719948,809733
2021-09-30,90012,506026,636476,748959,831850
2021-09-30,90016,511591,723886,846540,927808
2021-09-30,90018,578755,724959,778609,839331
2021-09-30,90019,795921,1025275,1131620,1309539
2021-09-30,90020,390771,598121,830295,2868024
2021-09-30,90022,421570,451225,495347,537182
2021-09-30,90023,423937,442870,468155,502569
2021-09-30,90024,645794,988342,2341792,3151214
2021-09-30,90025,610712,911264,1248091,2074643
2021-09-30,90026,768622,901478,1031153,1205221
2021-09-30,90027,606364,999463,1460194,2246146
2021-09-30,90028,739923,836016,1251638,1509835
2021-09-30,90029,759797,953367,1070630,1177663
2021-09-30,90031,547579,621704,705211,739207
2021-09-30,90032,505870,592936,656764,719469
2021-09-30,90033,473400,488920,529282,577134
2021-09-30,90034,565174,1107240,1398232,1833337
2021-09-30,90038,793395,830935,1202474,1619402
2021-09-30,90039,762775,927730,1084369,1220840
2021-09-30,90040,387822,427438,480382,538542
2021-09-30,90041,688438,789266,925129,1093889
2021-09-30,90042,623806,717751,846017,977546
2021-09-30,90043,469653,620904,729979,868831
2021-09-30,90044,418770,442840,477828,524049
2021-09-30,90045,433519,950640,1201648,1426814
2021-09-30,90046,600778,1024641,1741030,2578187
2021-09-30,90048,594762,1212107,1977534,2349095
2021-09-30,90049,647048,1111619,2454587,3240000
2021-09-30,90056,632340,739001,1204991,1404822
2021-09-30,90057,376560,600096,874308,972276
2021-09-30,90061,383960,399475,440468,483938
2021-09-30,90062,542479,577829,617764,641993
2021-09-30,90063,407263,452408,530283,565940
2021-09-30,90064,753740,1233980,1610698,2143149
2021-09-30,90065,674602,745928,886138,1003932
2021-09-30,90066,571904,1301318,1508009,1805055
2021-09-30,90068,682113,994542,1530132,2127794
2021-09-30,90069,641716,939367,2475752,3968174
2021-09-30,90077,992193,1221345,1851280,2562837
2021-09-30,90201,394820,420312,477040,527799
2021-09-30,90211,841711,1085516,2245102,2476850
2021-09-30,90212,847319,1384043,2562579,3305200
2021-09-30,90230,466274,679201,1225646,1471974
2021-09-30,90232,1068342,1384196,1516472,1693428
2021-09-30,90240,457492,494411,606625,712465
2021-09-30,90242,372265,479806,550984,610720
2021-09-30,90245,825325,948768,1303904,1620586
2021-09-30,90247,366550,471791,560159,622796
2021-09-30,90250,552385,613038,657908,744533
2021-09-30,90254,977632,1240276,1613695,2382701
2021-09-30,90255,362163,413092,470347,502892
2021-09-30,90260,370131,545953,662504,702396
2021-09-30,90265,1160632,1461760,2859560,3743034
2021-09-30,90266,2193912,2015508,2194051,2612863
2021-09-30,90270,376499,403759,465520,529945
2021-09-30,90272,805013,1785784,2763208,3418250
2021-09-30,90275,444010,778595,1192563,1426301
2021-09-30,90277,686975,954641,1300540,1609868
2021-09-30,90278,457238,794252,984772,1194647
2021-09-30,90291,1695490,1807509,2095240,2618289
2021-09-30,90292,883348,1100659,1601662,2980898
2021-09-30,90304,490480,519838,568157,642609
2021-09-30,90305,520453,556737,633539,727428
2021-09-30,90401,798582,1366727,2214091,3182899
2021-09-30,90402,1008952,2359767,3517823,4300102
2021-09-30,90403,729916,1252023,1882674,3050225
2021-09-30,90404,627159,1066389,1234753,1686793
2021-09-30,90405,684675,1465190,2046583,2351265
2021-09-30,90501,402827,615827,709249,844749
2021-09-30,90502,301480,390236,570514,635024
2021-09-30,90503,466354,635386,882295,1043214
2021-09-30,90505,458860,584053,927752,1124327
2021-09-30,90601,335754,464564,583249,684354
2021-09-30,90605,462461,476447,520588,585552
2021-09-30,90606,442661,460293,502750,539560
2021-09-30,90620,568460,541400,599962,634558
2021-09-30,90621,482823,505575,593425,736995
2021-09-30,90630,401468,482766,649943,772172
2021-09-30,90638,315594,431640,586008,628589
2021-09-30,90660,411726,452405,498593,549463
2021-09-30,90701,362657,438455,582730,693735
2021-09-30,90706,431436,472691,538452,613036
2021-09-30,90710,379447,429737,592365,683094
2021-09-30,90715,353535,417948,548760,638980
2021-09-30,90717,507380,578995,684103,837959
2021-09-30,90723,291131,384430,483595,541515
2021-09-30,90731,486206,540917,659163,719990
2021-09-30,90732,339236,521286,787524,867690
2021-09-30,90744,365132,421665,482920,535381
2021-09-30,90755,339217,450505,642292,912826
2021-09-30,90802,337221,486798,792009,761885
2021-09-30,90803,445548,820919,1153826,1355744
2021-09-30,90804,333986,467882,634307,817266
2021-09-30,90805,357682,446108,497826,541706
2021-09-30,90806,369223,522301,566618,624824
2021-09-30,90808,451236,599902,688278,767492
2021-09-30,90814,359280,604797,980317,1146605
2021-09-30,91001,632590,724828,863501,1197432
2021-09-30,91006,745799,657309,860685,1229523
2021-09-30,91007,557941,643536,935488,1313914
2021-09-30,91010,462491,466042,540380,660430
2021-09-30,91011,718785,997833,1297761,1842515
2021-09-30,91016,590460,647896,732713,857608
2021-09-30,91020,606104,704061,760086,1034606
2021-09-30,91024,595393,742070,1036370,1367349
2021-09-30,91030,579659,764119,1120600,1533443
2021-09-30,91040,492661,553540,640247,797633
2021-09-30,91042,474054,544895,695876,832258
2021-09-30,91101,479143,626222,761530,1081265
2021-09-30,91103,608144,666765,794442,1183959
2021-09-30,91104,606324,734671,878915,1061255
2021-09-30,91105,612669,862733,1239294,1982914
2021-09-30,91106,438759,618336,925032,1978286
2021-09-30,91107,468616,722965,934061,1306446
2021-09-30,91201,638990,755838,935411,1137069
2021-09-30,91202,409546,636003,963027,1353098
2021-09-30,91204,477112,580600,727169,863423
2021-09-30,91205,409521,689363,774094,977973
2021-09-30,91206,411921,568333,1000030,1358712
2021-09-30,91207,401560,783464,1074195,1406789
2021-09-30,91214,503418,708178,877501,1113760
2021-09-30,91302,432416,534828,980239,1358246
2021-09-30,91304,235949,333953,609296,749724
2021-09-30,91311,385098,425064,601268,748345
2021-09-30,91316,294347,514277,757359,1110802
2021-09-30,91321,243312,338621,531759,660093
2021-09-30,91324,568166,466992,598043,706631
2021-09-30,91325,558081,468646,626645,821404
2021-09-30,91331,351622,428097,499895,520358
2021-09-30,91335,302166,481602,560771,606754
2021-09-30,91342,424049,413822,533396,581277
2021-09-30,91344,554279,503916,630633,712521
2021-09-30,91345,451023,480648,554935,578173
2021-09-30,91355,321939,411486,577037,656437
2021-09-30,91356,293169,427474,738605,1281526
2021-09-30,91362,330060,438473,702094,924667
2021-09-30,91364,654134,698056,844363,1065435
2021-09-30,91367,340941,466750,759139,927505
2021-09-30,91401,489608,674633,806995,967701
2021-09-30,91403,412574,622641,1236922,1702430
2021-09-30,91405,389069,437274,620216,676746
2021-09-30,91411,393217,512329,796667,917693
2021-09-30,91423,436760,658771,1193278,1577683
2021-09-30,91501,575664,602309,908306,1264244
2021-09-30,91502,480959,597386,800497,930877
2021-09-30,91504,504105,578991,868564,1035101
2021-09-30,91505,588635,738231,844496,982111
2021-09-30,91506,651689,766811,878071,1026561
2021-09-30,91602,433136,646480,1098773,1688495
2021-09-30,91604,538185,802384,1309597,2006892
2021-09-30,91605,315087,523568,589733,639009
2021-09-30,91606,351410,621027,678196,766975
2021-09-30,91607,379058,645889,939558,1202064
2021-09-30,91702,328048,401229,477425,541094
2021-09-30,91706,372563,407499,474153,541397
2021-09-30,91709,393537,412383,583774,755610
2021-09-30,91722,331909,427082,502925,533172
2021-09-30,91724,310546,381280,574941,654865
2021-09-30,91731,418405,458849,514052,604716
2021-09-30,91732,405962,459339,485758,581771
2021-09-30,91733,422785,465148,490808,561532
2021-09-30,91741,445556,512238,673585,825611
2021-09-30,91746,467904,466477,487390,506354
2021-09-30,91748,568367,314347,584635,732462
2021-09-30,91750,290350,411053,612011,723353
2021-09-30,91754,344295,565258,683124,829490
2021-09-30,91755,414595,525497,636888,731633
2021-09-30,91762,225936,336415,446536,495961
2021-09-30,91763,334296,380162,446323,461445
2021-09-30,91765,265024,377477,620112,769816
2021-09-30,91770,497645,552888,606957,724189
2021-09-30,91773,454367,445160,578526,716432
2021-09-30,91775,693275,774852,849005,1036757
2021-09-30,91776,535971,624689,693844,809949
2021-09-30,91780,650339,691644,733240,850187
2021-09-30,91786,373653,385991,481876,549686
2021-09-30,91790,406792,483048,546602,601163
2021-09-30,91791,315468,457300,597355,724737
2021-09-30,91801,452620,609249,691587,827215
2021-09-30,91803,522190,633909,698300,783786
2021-09-30,91906,273063,288964,335253,342231
2021-09-30,91913,274811,371483,518748,618003
2021-09-30,91935,372194,427944,597375,774524
2021-09-30,91941,282038,465787,622835,727091
2021-09-30,91942,263980,406360,559991,625391
2021-09-30,91945,328490,417650,484171,520766
2021-09-30,91977,311974,357559,473591,534972
2021-09-30,92008,525673,696759,868684,942575
2021-09-30,92009,400983,501472,795472,1070670
2021-09-30,92014,708460,1169562,1763178,2076638
2021-09-30,92024,604194,766437,1018520,1247023
2021-09-30,92025,289684,392817,533427,721942
2021-09-30,92028,371434,446368,567979,689113
2021-09-30,92037,443114,799031,1721402,2199562
2021-09-30,92040,212526,369037,519055,580902
2021-09-30,92054,542833,727991,695194,775175
2021-09-30,92057,252846,343814,503217,605336
2021-09-30,92065,374694,389847,515636,608827
2021-09-30,92070,346532,397940,524578,635170
2021-09-30,92071,273730,342902,518646,569473
2021-09-30,92075,741033,1093547,1477041,1791234
2021-09-30,92078,352740,466351,580178,789127
2021-09-30,92081,296072,472237,558911,655588
2021-09-30,92082,362846,476245,575474,728133
2021-09-30,92084,415769,435962,561882,659544
2021-09-30,92091,821722,855757,1212154,2383951
2021-09-30,92101,433325,698642,967101,1343056
2021-09-30,92103,393691,615301,960755,1391994
2021-09-30,92104,328175,576354,830791,970740
2021-09-30,92106,597580,822475,1108448,1507136
2021-09-30,92107,630435,782975,1076581,1542868
2021-09-30,92108,288552,429484,670812,598236
2021-09-30,92109,460116,789598,1153006,1505829
2021-09-30,92110,324271,481329,837573,990023
2021-09-30,92115,240403,463308,600682,665048
2021-09-30,92116,301962,568161,833655,1066556
2021-09-30,92117,299446,501364,683475,768148
2021-09-30,92118,1398534,1446266,1771188,2216000
2021-09-30,92119,254427,334757,608751,694569
2021-09-30,92120,253066,413169,649401,759054
2021-09-30,92122,371138,534186,816781,973992
2021-09-30,92124,345236,490500,650411,802735
2021-09-30,92126,282157,408610,625400,682146
2021-09-30,92127,319896,448842,743890,1000780
2021-09-30,92128,308781,492119,695276,845647
2021-09-30,92130,433639,625799,891456,1261563
2021-09-30,92131,296085,490887,721164,935409
2021-09-30,92211,211409,299398,412846,538900
2021-09-30,92220,172949,253997,266235,315436
2021-09-30,92234,144927,225079,324319,379999
2021-09-30,92260,237168,297496,409519,652053
2021-09-30,92262,148527,329545,565166,698608
2021-09-30,92264,172998,294497,572993,1061734
2021-09-30,92270,189630,320370,521767,861418
2021-09-30,92277,113283,120268,157059,196677
2021-09-30,92284,162471,177082,232032,302007
2021-09-30,92308,164326,223269,231733,339145
2021-09-30,92314,176006,212696,326605,437814
2021-09-30,92315,223988,278954,404199,586106
2021-09-30,92320,244455,286076,350402,407913
2021-09-30,92325,159810,201476,271202,314727
2021-09-30,92341,162070,191048,274441,325669
2021-09-30,92352,220655,291518,403119,534522
2021-09-30,92373,217688,372961,469067,583110
2021-09-30,92374,262010,287546,366139,426974
2021-09-30,92386,152191,185452,244485,295156
2021-09-30,92391,181380,211721,270736,323268
2021-09-30,92399,264152,293614,364326,457977
2021-09-30,92407,155003,247686,330992,392959
2021-09-30,92503,320757,332790,389581,449535
2021-09-30,92504,325155,341467,376932,447589
2021-09-30,92592,308254,349324,431533,512779
2021-09-30,92596,302832,269291,410233,450104
2021-09-30,92603,476150,706324,1024187,1612340
2021-09-30,92604,553598,616086,789429,973440
2021-09-30,92606,443196,592267,785449,964298
2021-09-30,92610,356264,461115,745580,846935
2021-09-30,92612,422841,678127,858231,1029970
2021-09-30,92614,424887,573392,797944,1089626
2021-09-30,92618,412267,604994,860183,1222361
2021-09-30,92620,364082,623072,871421,1152462
2021-09-30,92626,484434,518879,794963,884252
2021-09-30,92627,826964,687190,860207,1116559
2021-09-30,92646,404859,549895,821750,993596
2021-09-30,92648,491897,761656,1057214,1468793
2021-09-30,92651,1406593,1711714,2434196,3390778
2021-09-30,92655,624915,565947,657101,706616
2021-09-30,92672,555935,792302,1058518,1300160
2021-09-30,92677,364292,531946,810785,1096288
2021-09-30,92683,592270,508265,671184,756042
2021-09-30,92688,311939,450374,671414,807381
2021-09-30,92692,387854,561529,724092,862702
2021-09-30,92805,393363,507907,573978,626436
2021-09-30,92806,550505,399547,628765,680537
2021-09-30,92808,394076,489506,730529,867226
2021-09-30,92833,348225,513680,603805,804011
2021-09-30,92841,441454,562408,636468,665052
2021-09-30,92843,295368,438548,610626,656918
2021-09-30,92867,610991,613870,698529,812821
2021-09-30,92870,357191,434511,669054,757007
2021-09-30,92886,275298,464702,728064,894205
2021-09-30,93001,493751,552307,699372,1047684
2021-09-30,93003,369665,400851,590549,676617
2021-09-30,93010,316853,413226,583227,681838
2021-09-30,93012,352231,440155,570152,777941
2021-09-30,93021,381570,414705,565469,728892
2021-09-30,93022,494655,490072,577253,702749
2021-09-30,93023,495810,541150,688767,938318
2021-09-30,93035,459596,598383,652835,624976
2021-09-30,93036,311750,395026,506291,573135
2021-09-30,93063,361988,389360,551297,638080
2021-09-30,93065,310422,438740,543928,632813
2021-09-30,93101,752584,826310,975544,1302115
2021-09-30,93105,633902,926949,1201202,1465225
2021-09-30,93110,495157,671981,1055994,1411354
2021-09-30,93111,534206,622841,903795,1025134
2021-09-30,93117,451129,577740,827720,919007
2021-09-30,93222,187027,234138,290905,347001
2021-09-30,93277,140633,167889,232314,302370
2021-09-30,93291,135840,152548,243360,340265
2021-09-30,93292,134443,158999,237889,303651
2021-09-30,93309,110304,162399,219629,279162
2021-09-30,93402,487605,526492,621619,836718
2021-09-30,93405,479667,589989,747523,872269
2021-09-30,93420,440199,473166,688604,893285
2021-09-30,93422,364824,407907,547530,683748
2021-09-30,93433,365897,417052,563904,689464
2021-09-30,93442,537885,591567,722941,939272
2021-09-30,93446,402894,369309,497231,625043
2021-09-30,93449,650898,674344,950124,1136204
2021-09-30,93454,218879,289380,373706,418611
2021-09-30,93463,509098,557547,799583,941174
2021-09-30,93536,219179,230239,326297,380442
2021-09-30,93551,259886,277592,359165,408316
2021-09-30,93561,173919,206831,279780,356092
2021-09-30,93612,158100,177152,243041,305474
2021-09-30,93618,140050,161457,224510,269037
2021-09-30,93704,149573,186929,268046,329775
