Date,Zipcode,OneBR,TwoBR,ThreeBR,FourBR
2021-05-31,90046,671530,1140568,1912621,2774449
2021-05-31,90048,641774,1339285,2103062,2507696
2021-05-31,90049,720054,1177326,2675281,3441720
2021-05-31,90056,734765,831375,1295157,1531550
2021-05-31,90057,412997,639989,929023,1026717
2021-05-31,90061,403865,426518,475499,513059
2021-05-31,90062,550146,584634,639170,668324
2021-05-31,90063,462202,494526,559783,591877
2021-05-31,90064,858663,1346502,1807437,2425133
2021-05-31,90065,716383,769158,909936,1024277
2021-05-31,90066,610831,1377864,1597632,1909029
2021-05-31,90068,783764,1139631,1702158,2372304
2021-05-31,90069,802101,1142745,2820925,4324087
2021-05-31,90077,1045990,1289904,1973368,2747501
2021-05-31,90201,436197,455016,507436,554904
2021-05-31,90211,1088231,1340585,2680589,2905148
2021-05-31,90212,957758,1477184,2860458,3584318
2021-05-31,90230,490232,713207,1272686,1525092
2021-05-31,90232,1206518,1447033,1605957,1757396
2021-05-31,90240,507450,519617,642569,750869
2021-05-31,90242,398236,504695,584562,648361
2021-05-31,90245,983135,1061742,1428156,1723878
2021-05-31,90247,389349,497805,586255,643760
2021-05-31,90250,564411,638134,688897,772032
2021-05-31,90254,1143020,1392843,1762251,2546648
2021-05-31,90255,399525,444274,501647,526224
2021-05-31,90260,388976,566769,690244,720357
2021-05-31,90265,1220082,1524335,2976381,3801126
2021-05-31,90266,2245109,2174940,2358214,2773398
2021-05-31,90270,411808,436115,492799,558077
2021-05-31,90272,797606,1870395,2891988,3594994
2021-05-31,90275,469086,806886,1233251,1442207
2021-05-31,90277,716949,973712,1340704,1653722
2021-05-31,90278,475077,820191,1027609,1248027
2021-05-31,90291,1759407,1906186,2195358,2769703
2021-05-31,90292,921697,1159742,1712850,3112823
2021-05-31,90304,530566,572905,630532,681481
2021-05-31,90305,565873,605094,665499,760181
2021-05-31,90401,1029382,1469058,2390296,3205797
2021-05-31,90402,965572,2546975,3761481,4526055
2021-05-31,90403,728185,1342008,2009955,3192938
2021-05-31,90404,650340,1106366,1327285,1712542
2021-05-31,90405,729420,1556896,2178254,2536343
2021-05-31,90501,417783,631266,740169,874501
2021-05-31,90502,313002,405315,591838,666060
2021-05-31,90503,471875,651253,904786,1080126
2021-05-31,90505,481015,597922,951653,1151745
2021-05-31,90601,343517,482771,606480,710777
2021-05-31,90605,486230,499955,545242,614396
2021-05-31,90606,478715,483033,530522,568795
2021-05-31,90620,586488,557313,623587,655621
2021-05-31,90621,503764,525442,607709,753491
2021-05-31,90630,409610,498565,676186,794731
2021-05-31,90638,333990,439609,603843,645347
2021-05-31,90660,438061,473317,525039,575230
2021-05-31,90701,402728,464254,630623,732729
2021-05-31,90706,488799,508168,576618,653923
2021-05-31,90710,397279,444732,624411,725024
2021-05-31,90715,383871,444439,596133,676590
2021-05-31,90717,559860,627916,746275,897691
2021-05-31,90723,308893,414743,511083,573754
2021-05-31,90731,495055,567010,683088,744980
2021-05-31,90732,354830,541560,803972,892824
2021-05-31,90744,402505,460211,511553,561699
2021-05-31,90755,352895,465660,658456,939977
2021-05-31,90802,350991,501461,796356,784099
2021-05-31,90803,471097,848708,1172870,1383841
2021-05-31,90804,355803,490102,665011,834139
2021-05-31,90805,434149,516136,566118,621623
2021-05-31,90806,402205,556774,611905,667126
2021-05-31,90808,480035,617482,711912,785654
2021-05-31,90814,379596,627888,1003289,1186472
2021-05-31,91001,651606,760926,911707,1242848
2021-05-31,91006,786333,678782,898168,1275146
2021-05-31,91007,586398,669551,955758,1368241
2021-05-31,91010,498120,503428,572601,689087
2021-05-31,91011,828596,1128269,1477297,2032166
2021-05-31,91016,646821,677496,763668,884860
2021-05-31,91020,659391,741478,808193,1116478
2021-05-31,91024,642854,768442,1068940,1391600
2021-05-31,91030,601395,821609,1219240,1666963
2021-05-31,91040,532305,591408,684061,837128
2021-05-31,91042,498741,581726,737677,881950
2021-05-31,91101,488767,645632,803473,1116714
2021-05-31,91103,607150,705528,834541,1231501
2021-05-31,91104,640146,763691,927264,1117881
2021-05-31,91105,634610,924574,1348671,2130858
2021-05-31,91106,480933,671597,981321,2159331
2021-05-31,91107,494344,754548,979276,1403343
2021-05-31,91201,667552,784675,977160,1175420
2021-05-31,91202,430905,662172,1004099,1391004
2021-05-31,91204,488111,599290,748614,891391
2021-05-31,91205,420206,715055,799116,1008741
2021-05-31,91206,424933,592778,1048798,1413207
2021-05-31,91207,424497,822710,1129840,1460528
2021-05-31,91214,518277,744523,927174,1177075
2021-05-31,91302,454169,556373,999015,1384396
2021-05-31,91304,257915,357386,655465,786068
2021-05-31,91311,408005,451361,642938,790877
2021-05-31,91316,314987,533402,798254,1156384
2021-05-31,91321,261184,354893,559079,688643
2021-05-31,91324,604339,504811,640248,747172
2021-05-31,91325,604020,497734,660538,865756
2021-05-31,91331,432633,516998,576336,598544
2021-05-31,91335,314228,527749,599226,641425
2021-05-31,91342,455241,441934,571135,615899
2021-05-31,91344,568546,522859,659823,746934
2021-05-31,91345,497055,509402,584494,613470
2021-05-31,91355,343001,426265,596749,674966
2021-05-31,91356,316943,463312,791165,1323279
2021-05-31,91362,340059,453780,705487,941546
2021-05-31,91364,683744,723148,881923,1091798
2021-05-31,91367,349008,480940,788386,961854
2021-05-31,91401,516343,723186,855426,1069107
2021-05-31,91403,431413,644070,1277656,1721642
2021-05-31,91405,406078,457401,667692,725562
2021-05-31,91411,410399,538518,850034,966729
2021-05-31,91423,457327,686048,1231064,1618821
2021-05-31,91501,603633,628963,956209,1332979
2021-05-31,91502,494084,618692,831175,947751
2021-05-31,91504,535880,603505,898904,1085630
2021-05-31,91505,603955,774287,874141,1025523
2021-05-31,91506,678641,803187,913281,1091101
2021-05-31,91602,453933,677398,1144210,1837528
2021-05-31,91604,577295,849916,1403719,2152854
2021-05-31,91605,389269,580456,662820,726918
2021-05-31,91606,373904,670763,720898,799240
2021-05-31,91607,409793,695001,994042,1302849
2021-05-31,91702,356378,431466,511139,574443
2021-05-31,91706,403098,437175,507082,570628
2021-05-31,91709,401579,427740,597324,774093
2021-05-31,91722,350471,446670,533564,563795
2021-05-31,91724,325559,396728,600194,677659
2021-05-31,91731,460597,478372,532370,626419
2021-05-31,91732,427823,480518,515864,607296
2021-05-31,91733,461673,481682,515721,585288
2021-05-31,91741,470647,525161,699537,845984
2021-05-31,91746,508305,488384,518379,537201
2021-05-31,91748,581542,318446,602896,746512
2021-05-31,91750,293192,419424,633006,741570
2021-05-31,91754,359008,586738,711621,845549
2021-05-31,91755,458833,550904,663007,758941
2021-05-31,91762,226383,348575,464601,512946
2021-05-31,91763,346050,394247,457768,474052
2021-05-31,91765,275565,388982,636430,788408
2021-05-31,91770,532277,570537,633522,745240
2021-05-31,91773,475903,460475,601347,732586
2021-05-31,91775,731271,799485,901988,1070253
2021-05-31,91776,593135,661623,727036,828541
2021-05-31,91780,701865,710373,760247,872093
2021-05-31,91786,367953,394805,494592,564327
2021-05-31,91790,409003,501779,568495,618410
2021-05-31,91791,335873,477697,617718,744516
2021-05-31,91801,506329,637927,725060,844199
2021-05-31,91803,580907,681273,747017,816792
2021-05-31,91906,288848,319294,359527,368872
2021-05-31,91913,341084,429211,583526,685873
2021-05-31,91935,426237,493719,675880,847839
2021-05-31,91941,320180,510503,676459,783978
2021-05-31,91942,312992,457232,622137,694847
2021-05-31,91945,359296,464659,534458,579428
2021-05-31,91977,357450,407755,536509,604366
2021-05-31,92008,558961,743202,933983,1015509
2021-05-31,92009,433944,545511,853044,1147872
2021-05-31,92014,768846,1228973,1900771,2219705
2021-05-31,92024,618277,795965,1077111,1310164
2021-05-31,92025,321570,454438,595274,789187
2021-05-31,92028,377023,456343,586567,702615
2021-05-31,92037,497059,857199,1827363,2295804
2021-05-31,92040,222716,383580,552400,616255
2021-05-31,92054,578764,768313,758096,849469
2021-05-31,92057,282601,383463,545277,650933
2021-05-31,92065,394265,411438,552440,645628
2021-05-31,92070,376233,431275,546959,650744
2021-05-31,92071,296386,381511,569304,621759
2021-05-31,92075,757863,1152218,1564449,1915667
2021-05-31,92078,372132,508280,624154,841982
2021-05-31,92081,324083,516112,601584,695706
2021-05-31,92082,370551,493727,598808,751341
2021-05-31,92084,444645,463394,594960,693530
2021-05-31,92091,871085,912343,1299934,2478859
2021-05-31,92101,465332,729411,1014033,1434129
2021-05-31,92103,462253,683505,1048485,1494402
2021-05-31,92104,387114,647159,918634,1062838
2021-05-31,92106,661014,870454,1188262,1564942
2021-05-31,92107,698658,855995,1153527,1631719
2021-05-31,92108,321089,463798,704311,627367
2021-05-31,92109,536914,878423,1242263,1640876
2021-05-31,92110,399359,565815,938989,1095045
2021-05-31,92115,290223,520461,667644,730917
2021-05-31,92116,382102,663684,937411,1205533
2021-05-31,92117,345375,558591,748870,839264
2021-05-31,92118,1628656,1725079,2075292,2475904
2021-05-31,92119,294190,371577,662645,755620
2021-05-31,92120,301811,471393,718909,832968
2021-05-31,92122,426349,588173,889767,1050321
2021-05-31,92124,389586,542334,717421,869524
2021-05-31,92126,327615,453897,691904,743353
2021-05-31,92127,374355,500652,803433,1072491
2021-05-31,92128,347567,533554,746574,904645
2021-05-31,92130,462813,662106,942985,1326520
2021-05-31,92131,309710,517162,757691,977198
2021-05-31,92211,246291,332753,450806,578535
2021-05-31,92220,182848,263475,279961,332044
2021-05-31,92234,189070,265980,368210,424077
2021-05-31,92260,267325,319614,433178,679653
2021-05-31,92262,182670,365660,600369,735234
2021-05-31,92264,232852,353130,637055,1151989
2021-05-31,92270,206968,342578,550847,895024
2021-05-31,92277,127603,134907,173194,215854
2021-05-31,92284,161535,186609,245779,324012
2021-05-31,92308,170691,227681,241042,347886
2021-05-31,92314,182957,217345,328455,448584
2021-05-31,92315,229160,285383,407688,596788
2021-05-31,92320,279314,318206,379169,434727
2021-05-31,92325,165587,207474,276512,317979
2021-05-31,92341,168091,198126,282398,329511
2021-05-31,92352,223497,297771,408652,544537
2021-05-31,92373,228538,389209,485223,606044
2021-05-31,92374,272451,299736,381347,448451
2021-05-31,92386,156556,193631,253993,293975
2021-05-31,92391,187008,219969,278700,324873
2021-05-31,92399,278294,305575,380045,474984
2021-05-31,92407,159268,259635,345580,404624
2021-05-31,92503,360025,364005,426489,486484
2021-05-31,92504,354527,372376,414143,483449
2021-05-31,92592,337730,382713,465795,547492
2021-05-31,92596,309837,288415,431523,471068
2021-05-31,92603,483246,716568,1052660,1601774
2021-05-31,92604,563912,619344,809539,984050
2021-05-31,92606,454526,609747,808099,975979
2021-05-31,92610,365850,473386,757734,858491
2021-05-31,92612,437222,680901,871848,1034582
2021-05-31,92614,439925,580996,813755,1076222
2021-05-31,92618,426365,613149,865179,1215445
2021-05-31,92620,376826,639782,881321,1152884
2021-05-31,92626,494138,533456,813858,907003
2021-05-31,92627,858292,696291,881820,1139227
2021-05-31,92646,410279,562445,847304,1029570
2021-05-31,92648,523965,816512,1093261,1498606
2021-05-31,92651,1529559,1751339,2460474,3386587
2021-05-31,92655,719013,610022,698354,756484
2021-05-31,92672,624440,806613,1084528,1330370
2021-05-31,92677,376921,546945,827393,1110648
2021-05-31,92683,629208,530465,708627,794229
2021-05-31,92688,316867,463333,686250,824362
2021-05-31,92692,392140,569568,741145,879181
2021-05-31,92805,408917,524096,590224,651399
2021-05-31,92806,566658,411227,655205,703204
2021-05-31,92808,405761,499451,745776,881288
2021-05-31,92833,355365,524111,621010,824942
2021-05-31,92841,448550,570679,662402,695165
2021-05-31,92843,316856,454947,634603,676757
2021-05-31,92867,629315,624241,713302,827794
2021-05-31,92870,367999,447422,688832,778509
2021-05-31,92886,279827,479738,745716,915205
2021-05-31,93001,503247,566357,710622,1085156
2021-05-31,93003,383267,424949,612268,704660
2021-05-31,93010,335646,432599,602972,707355
2021-05-31,93012,365228,454900,579793,802993
2021-05-31,93021,409033,428961,571660,757536
2021-05-31,93022,474165,480609,589465,716146
2021-05-31,93023,463876,518931,688859,952860
2021-05-31,93035,463266,618946,655434,648904
2021-05-31,93036,329375,440964,548591,624285
2021-05-31,93063,380582,410069,556568,661133
2021-05-31,93065,351258,477957,578868,680661
2021-05-31,93101,878913,949223,1112102,1410926
2021-05-31,93105,775501,1090457,1387971,1631179
2021-05-31,93110,604682,799823,1207347,1614366
2021-05-31,93111,643689,736774,1038851,1164281
2021-05-31,93117,490179,684115,936537,1028231
2021-05-31,93222,194711,239670,293106,349862
2021-05-31,93277,167509,194467,258459,328408
2021-05-31,93291,170115,181814,272097,372575
2021-05-31,93292,163583,190319,265109,329537
2021-05-31,93309,135652,181759,238687,298547
2021-05-31,93402,512313,556299,647739,866245
2021-05-31,93405,533135,610635,770696,901960
2021-05-31,93420,449726,496041,709191,910977
2021-05-31,93422,384306,419706,563754,704715
2021-05-31,93433,400230,438184,581817,687581
2021-05-31,93442,544394,610472,743091,972185
2021-05-31,93446,446763,386778,513915,641204
2021-05-31,93449,682082,730019,961842,1157008
2021-05-31,93454,285109,356662,443120,486746
2021-05-31,93463,552957,604015,865459,1011865
2021-05-31,93536,249363,248165,345863,400503
2021-05-31,93551,290846,294940,374992,426705
2021-05-31,93561,207760,243561,305152,384809
2021-05-31,93612,169696,189134,262289,327190
2021-05-31,93618,156729,171443,237093,278819
2021-05-31,93704,159481,202578,286574,347827
2021-05-31,93923,1210421,1354212,1848342,2392544
2021-05-31,93940,528145,773600,914256,1213755
2021-05-31,93950,753259,857931,999326,1261829
2021-05-31,94005,811960,961102,1173775,1687591
2021-05-31,94010,926196,1643131,2388896,3477518
2021-05-31,94014,749393,958847,1066558,1259848
2021-05-31,94019,914127,960889,1259056,1497964
2021-05-31,94022,1190897,2198891,3329758,3930918
2021-05-31,94024,3067362,2750788,2910595,3234975
2021-05-31,94025,1118334,1761233,2350485,3694231
2021-05-31,94037,938566,998241,1201970,1382699
2021-05-31,94038,972617,1030611,1238198,1388907
2021-05-31,94040,735921,1157728,2239587,2731642
2021-05-31,94041,1544040,1794220,1980101,2516371
2021-05-31,94043,713930,1179387,1595029,1846596
2021-05-31,94044,876485,908989,1116964,1309519
2021-05-31,94061,1029043,1335688,1695022,2136027
2021-05-31,94062,1424054,1544742,1984978,2744608
2021-05-31,94063,971706,1161750,1305620,1504375
2021-05-31,94065,830166,1226927,1649181,2140935
2021-05-31,94066,586687,933697,1262035,1436517
2021-05-31,94070,884658,1488688,1936383,2398537
2021-05-31,94080,681191,933803,1131537,1299722
2021-05-31,94085,743468,1052715,1311119,1493520
2021-05-31,94086,691823,1182340,1585858,1868504
2021-05-31,94107,994709,1406832,1783370,2658676
2021-05-31,94109,973868,1530961,2196311,4330722
2021-05-31,94110,1124563,1500166,1815199,2186554
2021-05-31,94112,1027411,1118524,1245196,1331271
2021-05-31,94114,1156193,1742911,2441926,3491074
2021-05-31,94115,1078933,1511431,2142052,4287326
2021-05-31,94116,1328540,1417941,1542740,1842642
2021-05-31,94117,970598,1530070,1958422,3187467
2021-05-31,94118,1108425,1555877,2315405,3099326
2021-05-31,94121,1027349,1485741,1752964,2225213
2021-05-31,94122,1250761,1432736,1551317,1748738
2021-05-31,94123,1262466,1936385,3290355,5156206
2021-05-31,94124,686980,968011,1066662,1224292
2021-05-31,94127,1534821,1550359,1838913,2397493
2021-05-31,94131,771877,1578087,1930764,2473730
2021-05-31,94132,772381,1199536,1496923,1805183
2021-05-31,94133,1008767,1508868,2690381,4605219
2021-05-31,94134,792927,980704,1123170,1270053
2021-05-31,94301,2036975,2650368,3509645,4613967
2021-05-31,94306,1314123,2158486,2697804,3132386
2021-05-31,94401,696267,1098660,1250129,1499604
2021-05-31,94402,860239,1442641,2011576,2345138
2021-05-31,94403,775576,1358274,1660207,1971699
2021-05-31,94404,815546,1185108,1557847,1970336
2021-05-31,94501,517127,892558,1171650,1323906
2021-05-31,94515,965378,786752,946609,1767589
2021-05-31,94536,460051,647842,1018662,1226271
2021-05-31,94541,490063,596614,688459,819310
2021-05-31,94546,474031,645389,841997,963498
2021-05-31,94552,724251,719883,952753,1109772
2021-05-31,94558,524093,602134,708791,838532
2021-05-31,94559,680092,692369,724305,933094
2021-05-31,94577,441215,630526,714671,845468
2021-05-31,94578,392654,611271,694167,798702
2021-05-31,94579,658760,612389,710405,822036
2021-05-31,94580,560471,603354,687631,746887
2021-05-31,94586,741667,811726,1262653,1645797
2021-05-31,94602,677495,864932,1155621,1350930
2021-05-31,94608,566006,848340,935795,1058706
2021-05-31,94609,675621,1098743,1273078,1394245
2021-05-31,94610,572504,903957,1599077,1964322
2021-05-31,94611,567132,1074788,1345512,1730770
2021-05-31,94612,631361,882941,887194,885102
2021-05-31,94702,861480,1019312,1148668,1353854
2021-05-31,94703,761076,1083986,1345574,1503143
2021-05-31,94705,817778,1274970,1730963,2083827
2021-05-31,94707,953712,1312947,1577532,1896520
2021-05-31,94708,956736,1238819,1487925,1761236
2021-05-31,94710,891032,973745,1142905,1270732
2021-05-31,94901,747012,870110,1150998,1518841
2021-05-31,94903,439093,642846,1034724,1240858
2021-05-31,94904,773804,986759,1841832,2419168
2021-05-31,94925,1082318,1103482,1422832,1734363
2021-05-31,94930,820946,871028,1043997,1225161
2021-05-31,94931,350313,415411,616970,690881
2021-05-31,94941,807806,1267450,1583243,2101880
2021-05-31,94945,383248,650827,805807,982063
2021-05-31,94947,511190,517599,776153,992239
2021-05-31,94951,960644,929693,1048530,1265259
2021-05-31,94952,658872,747682,871243,1074842
2021-05-31,94960,964372,1032869,1332798,1679582
2021-05-31,94965,734329,1212687,1697978,2447413
2021-05-31,95003,603812,777815,994879,1269079
2021-05-31,95005,549302,679701,797546,918540
2021-05-31,95008,615913,932910,1354285,1541255
2021-05-31,95010,640563,698866,1018876,1196433
2021-05-31,95014,920184,1275308,1978118,2479024
2021-05-31,95018,563133,693462,838916,961879
2021-05-31,95020,485799,617207,733957,845614
2021-05-31,95032,843345,1266918,1685262,2245815
2021-05-31,95037,477395,661200,824861,1050897
2021-05-31,95051,529619,799892,1389318,1615058
2021-05-31,95054,767071,921019,1256806,1351656
2021-05-31,95060,664071,838011,1081274,1384177
2021-05-31,95062,801373,859040,980001,1186488
2021-05-31,95065,796386,814326,929268,1156233
2021-05-31,95066,537701,657146,943900,1226361
2021-05-31,95070,961550,1402913,2219152,2783597
2021-05-31,95073,786840,832087,938727,1221752
2021-05-31,95076,531409,525215,643551,712145
2021-05-31,95110,625785,814297,912896,964272
2021-05-31,95112,687990,800765,909380,1051837
2021-05-31,95117,658693,868434,1300634,1497696
2021-05-31,95118,526297,620744,1108862,1230290
2021-05-31,95123,505773,565222,959910,1006789
2021-05-31,95124,595269,829667,1246640,1398248
2021-05-31,95125,795025,1077427,1373145,1600744
2021-05-31,95126,764554,946718,1193094,1562529
2021-05-31,95127,417660,685492,782174,960970
2021-05-31,95128,714659,951237,1210205,1413908
2021-05-31,95131,510281,783703,1063950,1180921
2021-05-31,95136,597847,707773,925249,1052454
2021-05-31,95148,700520,729459,943072,1128843
2021-05-31,95401,288761,472264,550081,593864
2021-05-31,95404,503316,550935,683204,888718
2021-05-31,95405,347771,507943,632780,775222
2021-05-31,95407,533057,470431,543294,603058
2021-05-31,95409,385602,590395,715939,853109
2021-05-31,95421,469659,513403,621608,794698
2021-05-31,95425,489673,539090,560899,664402
2021-05-31,95436,421124,522172,719953,926230
2021-05-31,95439,676644,758809,882136,1069283
2021-05-31,95442,941421,806302,1120571,1690104
2021-05-31,95446,388460,435409,534431,624658
2021-05-31,95448,687639,700587,901014,1233311
2021-05-31,95452,698908,761958,1128849,1822602
2021-05-31,95472,784717,807055,922823,1107014
2021-05-31,95476,629432,679462,928171,1442340
2021-05-31,95497,601328,820579,1076622,1308902
2021-05-31,95603,313359,373889,477787,616780
2021-05-31,95610,334003,319208,390157,431340
2021-05-31,95616,447392,515258,671668,843595
2021-05-31,95618,447467,428338,615694,851573
2021-05-31,95619,285215,294578,350071,425208
2021-05-31,95628,190463,325332,435370,585995
2021-05-31,95630,244745,405715,526087,646512
2021-05-31,95648,382656,533352,448984,510462
2021-05-31,95650,506233,440500,590101,851824
2021-05-31,95658,446523,548379,693830,861455
2021-05-31,95663,482327,527076,681406,823746
2021-05-31,95664,404035,429657,533507,731149
2021-05-31,95672,463715,446098,513656,698202
2021-05-31,95678,266678,325609,407929,510419
2021-05-31,95682,325925,332169,484231,599376
2021-05-31,95695,318160,338422,390374,469528
2021-05-31,95703,345036,388526,482449,596659
2021-05-31,95709,263834,301879,405977,537735
2021-05-31,95722,334081,410367,519840,677146
2021-05-31,95726,215072,275160,335062,410307
2021-05-31,95818,487509,547410,725952,922575
2021-05-31,95819,531267,574990,652805,900092
2021-05-31,95821,163883,316092,395841,459008
2021-05-31,95822,305671,328916,331283,393289
2021-05-31,95825,171235,297900,383002,421789
2021-05-31,96150,327778,355261,465431,654165
2021-05-31,96161,372255,477832,654684,1045371
2021-06-30,90004,692699,991265,1366078,2224527
2021-06-30,90007,593466,696832,796828,913499
2021-06-30,90012,520001,665231,770300,855151
2021-06-30,90016,537069,763435,917431,984652
2021-06-30,90018,591346,754888,811002,885027
2021-06-30,90019,900775,1072082,1255711,1401285
2021-06-30,90020,415986,635852,874559,3097260
2021-06-30,90022,452868,485712,540879,584389
2021-06-30,90023,444674,467561,516318,557673
2021-06-30,90024,682922,1031760,2466069,3404446
2021-06-30,90025,650733,959567,1312007,2222584
2021-06-30,90026,859872,994731,1173995,1357956
2021-06-30,90027,900717,1329144,1858200,2738313
2021-06-30,90028,789719,883671,1318090,1561264
2021-06-30,90029,848378,997587,1103215,1257006
2021-06-30,90031,598801,665214,754857,782493
2021-06-30,90032,559738,624663,699245,763495
2021-06-30,90033,507413,520840,562287,612465
2021-06-30,90034,653536,1201328,1535595,2064834
2021-06-30,90038,855350,915823,1285703,1667267
2021-06-30,90039,796632,987402,1168417,1309715
2021-06-30,90040,416759,460597,514112,578099
2021-06-30,90041,729505,831412,969270,1145023
2021-06-30,90042,634228,748342,874414,1006021
2021-06-30,90043,515628,672263,790754,934251
2021-06-30,90044,488279,499671,542836,577756
2021-06-30,90045,442939,986782,1262055,1446655
2021-06-30,90046,675348,1144386,1916439,2778267
2021-06-30,90048,644524,1342035,2105812,2510446
2021-06-30,90049,723750,1181022,2678977,3445416
2021-06-30,90056,738157,834767,1298549,1534942
2021-06-30,90057,414776,641768,930802,1028496
2021-06-30,90061,404288,426941,475922,513482
2021-06-30,90062,550382,584870,639406,668560
2021-06-30,90063,462876,495200,560457,592551
2021-06-30,90064,863811,1351650,1812585,2430281
2021-06-30,90065,716783,769558,910336,1024677
2021-06-30,90066,612095,1379128,1598896,1910293
2021-06-30,90068,790018,1145885,1708412,2378558
2021-06-30,90069,812975,1153619,2831799,4334961
2021-06-30,90077,1048961,1292875,1976339,2750472
2021-06-30,90201,436918,455737,508157,555625
2021-06-30,90211,1102349,1354703,2694707,2919266
2021-06-30,90212,961358,1480784,2864058,3587918
2021-06-30,90230,491010,713985,1273464,1525870
2021-06-30,90232,1208520,1449035,1607959,1759398
2021-06-30,90240,508223,520390,643342,751642
2021-06-30,90242,398957,505416,585283,649082
2021-06-30,90245,987952,1066559,1432973,1728695
2021-06-30,90247,389684,498140,586590,644095
2021-06-30,90250,564624,638347,689110,772245
2021-06-30,90254,1147506,1397329,1766737,2551134
2021-06-30,90255,399937,444686,502059,526636
2021-06-30,90260,389425,567218,690693,720806
2021-06-30,90265,1223875,1528128,2980174,3804919
2021-06-30,90266,2247242,2177073,2360347,2775531
2021-06-30,90270,412373,436680,493364,558642
2021-06-30,90272,801090,1873879,2895472,3598478
2021-06-30,90275,470410,808210,1234575,1443531
2021-06-30,90277,718372,975135,1342127,1655145
2021-06-30,90278,475747,820861,1028279,1248697
2021-06-30,90291,1763896,1910675,2199847,2774192
2021-06-30,90292,924154,1162199,1715307,3115280
2021-06-30,90304,531516,573855,631482,682431
2021-06-30,90305,566953,606174,666579,761261
2021-06-30,90401,1038386,1478062,2399300,3214801
2021-06-30,90402,968547,2549950,3764456,4529030
2021-06-30,90403,728716,1342539,2010486,3193469
2021-06-30,90404,651253,1107279,1328198,1713455
2021-06-30,90405,731669,1559145,2180503,2538592
2021-06-30,90501,418138,631621,740524,874856
2021-06-30,90502,313105,405418,591941,666163
2021-06-30,90503,472122,651500,905033,1080373
2021-06-30,90505,481478,598385,952116,1152208
2021-06-30,90601,343856,483110,606819,711116
2021-06-30,90605,486677,500402,545689,614843
2021-06-30,90606,479145,483463,530952,569225
2021-06-30,90620,586686,557511,623785,655819
2021-06-30,90621,503993,525671,607938,753720
2021-06-30,90630,410028,498983,676604,795149
2021-06-30,90638,334258,439877,604111,645615
2021-06-30,90660,438287,473543,525265,575456
2021-06-30,90701,403985,465511,631880,733986
2021-06-30,90706,490023,509392,577842,655147
2021-06-30,90710,397607,445060,624739,725352
2021-06-30,90715,385118,445686,597380,677837
2021-06-30,90717,561465,629521,747880,899296
2021-06-30,90723,309642,415492,511832,574503
2021-06-30,90731,495314,567269,683347,745239
2021-06-30,90732,355231,541961,804373,893225
2021-06-30,90744,403331,461037,512379,562525
2021-06-30,90755,353190,465955,658751,940272
2021-06-30,90802,351247,501717,796612,784355
2021-06-30,90803,472778,850389,1174551,1385522
2021-06-30,90804,356248,490547,665456,834584
2021-06-30,90805,437773,519760,569742,625247
2021-06-30,90806,403572,558141,613272,668493
2021-06-30,90808,480212,617659,712089,785831
2021-06-30,90814,380003,628295,1003696,1186879
2021-06-30,91001,652555,761875,912656,1243797
2021-06-30,91006,787186,679635,899021,1275999
2021-06-30,91007,587874,671027,957234,1369717
2021-06-30,91010,498753,504061,573234,689720
2021-06-30,91011,833631,1133304,1482332,2037201
2021-06-30,91016,647368,678043,764215,885407
2021-06-30,91020,661527,743614,810329,1118614
2021-06-30,91024,644167,769755,1070253,1392913
2021-06-30,91030,602666,822880,1220511,1668234
2021-06-30,91040,532760,591863,684516,837583
2021-06-30,91042,499462,582447,738398,882671
2021-06-30,91101,489411,646276,804117,1117358
2021-06-30,91103,608218,706596,835609,1232569
2021-06-30,91104,640900,764445,928018,1118635
2021-06-30,91105,635921,925885,1349982,2132169
2021-06-30,91106,483377,674041,983765,2161775
2021-06-30,91107,495926,756130,980858,1404925
2021-06-30,91201,667899,785022,977507,1175767
2021-06-30,91202,431424,662691,1004618,1391523
2021-06-30,91204,488679,599858,749182,891959
2021-06-30,91205,420798,715647,799708,1009333
2021-06-30,91206,425281,593126,1049146,1413555
2021-06-30,91207,425292,823505,1130635,1461323
2021-06-30,91214,519405,745651,928302,1178203
2021-06-30,91302,454958,557162,999804,1385185
2021-06-30,91304,258814,358285,656364,786967
2021-06-30,91311,409061,452417,643994,791933
2021-06-30,91316,315485,533900,798752,1156882
2021-06-30,91321,261511,355220,559406,688970
2021-06-30,91324,605141,505613,641050,747974
2021-06-30,91325,604592,498306,661110,866328
2021-06-30,91331,435982,520347,579685,601893
2021-06-30,91335,315018,528539,600016,642215
2021-06-30,91342,455706,442399,571600,616364
2021-06-30,91344,568909,523222,660186,747297
2021-06-30,91345,497732,510079,585171,614147
2021-06-30,91355,343175,426439,596923,675140
2021-06-30,91356,318592,464961,792814,1324928
2021-06-30,91362,340376,454097,705804,941863
2021-06-30,91364,684215,723619,882394,1092269
2021-06-30,91367,349265,481197,788643,962111
2021-06-30,91401,517307,724150,856390,1070071
2021-06-30,91403,431809,644466,1278052,1722038
2021-06-30,91405,406211,457534,667825,725695
2021-06-30,91411,410750,538869,850385,967080
2021-06-30,91423,457844,686565,1231581,1619338
2021-06-30,91501,604426,629756,957002,1333772
2021-06-30,91502,494783,619391,831874,948450
2021-06-30,91504,536326,603951,899350,1086076
2021-06-30,91505,604498,774830,874684,1026066
2021-06-30,91506,679356,803902,913996,1091816
2021-06-30,91602,454527,677992,1144804,1838122
