,One_BR,Two_BR,Three_BR,Four_BR
136553,32.94452967231138,36.30936342139194,44.76927539016099,53.16955916074828
136554,32.94488185784631,36.309798387696404,44.769828347529135,53.17023367514359
136555,32.94519644342741,36.310179151966864,44.770310096263515,53.17081968506445
136556,32.945487321590846,36.310525955225025,44.77074750589293,53.17135069376757
136557,32.94576338651934,36.3108515478059,44.771157248690834,53.171847389817266
136558,32.94602509519064,36.31121772896543,44.771643409384374,53.17247496782206
136559,32.94630104467428,36.311669063848605,44.77226693649716,53.17331082031661
136560,32.94659823628181,36.312368628780646,44.77329950312942,53.174782248711544
136561,32.94639420255302,36.31973130035522,44.78586193168023,53.194910459226584
136562,32.94993425265621,36.325248560040784,44.79342386478788,53.20454132613626
136563,32.95250979663599,36.32889426438305,44.7982023012335,53.21047081265075
136564,32.95422727008455,36.33131549656733,44.801360441382805,53.21439504606442
136565,32.955406550406565,36.332966766169555,44.80351257836795,53.21707164614556
136566,32.95622424323508,36.3344060881792,44.8055055717729,53.21973141476623
136567,32.95697822161646,36.335527699888644,44.807004402421555,53.22164292043797
136568,32.95757092040444,36.33661886552278,44.80853582354319,53.22371452439487
136569,32.95817541057403,36.3374942798948,44.80970082253093,53.225193201642675
136570,32.958680283063394,36.33821321674637,44.81065133653108,53.2263989934318
136571,32.95911313917772,36.33885887610431,44.81151697438549,53.227517189187324
136572,32.95951982812589,36.33940770148623,44.81223415669792,53.22841604026972
136573,32.95987769492119,36.33994424134819,44.81295610584411,53.22935515751129
136574,32.96019066471605,36.34090908458544,44.814427063993065,53.23151376625141
136575,32.96074476950075,36.34175916991092,44.815583364699116,53.2330078029485
136576,32.961194981625326,36.342952805755495,44.81736699977062,53.23557316945811
136577,32.96158949061234,36.34669462846972,44.82349395412483,53.24507428388849
136578,32.96342073769371,36.34962232419338,44.827519079892674,53.25025886215861
136579,32.964832708532334,36.35174813492269,44.830358959697406,53.25387053423819
136580,32.96588926009556,36.35323187216807,44.832300176451675,53.256289777597146
136581,32.96666302364194,36.35427241028073,44.83364465976437,53.25794692450639
136582,32.96722139640224,36.355246918976015,44.83499486620714,53.25975447328275
136583,32.96777520637282,36.356015251873956,44.83600509441751,53.26102115816412
136584,32.96819382076392,36.35706725281301,44.83756436408569,53.263251722488675
136585,32.96878917351978,36.35791147374076,44.83868651045639,53.26466540598788
136586,32.969268007354,36.35874483606733,44.83984451266252,53.26621824627924
136587,32.96975230453056,36.35950370208975,44.84087654827053,53.267565346215434
136588,32.97021258516195,36.360100971118214,44.84164728447653,53.268513717464884
136589,32.970580805484964,36.360772930241716,44.84259160417663,53.269800000129926
136590,32.970991743488185,36.36145718329588,44.843537768816454,53.27105856462675
136591,32.971412611822245,36.362091540995706,44.84439348686647,53.27216738991477
136592,32.97178687968807,36.362930543398555,44.8456187497563,53.273895126998376
