Date,Zipcode,One_BR,Two_BR,Three_BR,Four_BR
2020-06-30,90004,202.93269308172643,-1245.5434755274557,-959.7493532726565,1462.3749025467932
2020-06-30,90007,1406.3757434819534,2055.4616849279855,1195.5372771284642,-352.82787427882806
2020-06-30,90012,24.332366416884256,137.24165577341503,698.509360393115,-139.11207798915908
2020-06-30,90016,841.2331394278635,951.2859576657706,724.7817543535112,1103.3462413121945
2020-06-30,90018,-34.54484525930315,-19.164588085736668,630.1144703980618,510.218401763879
2020-06-30,90019,-387.3031272230726,-97.15266056202348,-195.65637612027527,-247.60480561812537
2020-06-30,90020,974.7079260282366,294.4081058801025,621.3715658729936,2170.1268179729886
2020-06-30,90022,327.5229218330967,223.72938482173421,-161.19208343980682,47.92399691595031
2020-06-30,90023,-150.55250488380753,80.77576307536523,237.96846522809074,180.0477208457952
2020-06-30,90024,-236.5293423545589,-815.8110986484965,-1629.3719987310028,-1835.7789549965396
2020-06-30,90025,565.5945671311475,466.0338720066457,1345.3084783185466,1940.324463357625
2020-06-30,90026,849.829771571362,546.2043267107566,324.97545581419155,404.85772640835376
2020-06-30,90027,1049.085805859403,1979.3710407757371,548.6377254460252,1033.4007794593722
2020-06-30,90028,106.6014472167973,285.1298404719675,168.6684698778197,198.1913972149909
2020-06-30,90029,-948.5332201918048,-138.23734056874363,-167.80100062868982,-67.83630949214684
2020-06-30,90031,1022.7641525439759,1248.9812689591413,1094.0847480430825,1084.0806935632945
2020-06-30,90032,529.1076511078683,317.09303211276017,72.36047436653358,744.8394646900608
2020-06-30,90033,688.2153167077678,-38.59095579806245,130.39881389399824,98.4202524561317
2020-06-30,90034,476.8881125546953,-1211.569463806394,-830.3242659746317,-1013.2688521671724
2020-06-30,90038,1640.8612789930216,850.6226213495921,1908.4236563890338,1264.1007436935586
2020-06-30,90039,203.2454156317313,970.1441948029732,-89.20724606464799,323.564787347112
2020-06-30,90040,-190.78795379987437,90.67384728369723,40.28552047452933,-25.537572000971004
2020-06-30,90041,408.14165710624746,157.58010662932165,651.1556293746586,-91.58637941493484
2020-06-30,90042,344.9115129232419,-138.90226070076247,-113.58195640383379,482.8923553839874
2020-06-30,90043,400.12826272346047,372.3617833717922,208.81727906322396,414.88037463601717
2020-06-30,90044,271.1088446745449,105.88429155180623,260.5351772897733,423.4844833354198
2020-06-30,90045,191.85393271859832,593.7984868323578,1117.5811962144726,1110.5339911023566
2020-06-30,90046,950.4394076090686,285.7375628790655,285.9946269664988,2070.577323364723
2020-06-30,90048,89.69099122807376,-175.5975341383865,1435.677546768228,1971.9875201208254
2020-06-30,90049,-2189.883265863898,-2219.3937263105013,-1631.0616256180595,-5709.494027982552
2020-06-30,90056,182.95568384015763,-669.0338662382388,1021.9837220063472,1642.6640934153015
2020-06-30,90057,-919.2923943870919,-634.5018488113602,-109.6318665797069,463.6611832140093
2020-06-30,90061,-129.59886337095077,161.30490112778514,367.46121023430976,-49.9173074927166
2020-06-30,90062,40.39460341620153,-278.9583901763263,-214.8658277556858,-178.97438994599685
2020-06-30,90063,195.53509313328416,488.2543386154871,351.506092612545,161.0043887172918
2020-06-30,90064,-780.6073883071233,-679.5004101084625,-498.62365424148754,-774.9305814674976
2020-06-30,90065,2406.0731825900343,489.7380853902444,867.5748475572091,654.0183074460247
2020-06-30,90066,73.2899943217099,427.5874655235322,-2102.2595565883285,-1671.1381341500341
2020-06-30,90068,1503.6066129592953,1111.7662777715443,746.6205227289328,1613.0379491167173
2020-06-30,90069,400.8536123758067,19.72976756727165,153.5230394157537,1612.5774812073264
2020-06-30,90077,763.5270659323387,-489.5450250440235,373.7480505369998,-241.3902843695383
2020-06-30,90201,93.34877351656925,111.03808528850396,250.21375157466028,120.05007844737501
2020-06-30,90211,298.46777654887455,-819.5705529795762,1842.3636277620435,-747.8051690709968
2020-06-30,90212,182.0760786012841,-1354.873142618825,-3175.415837371094,-1134.2800927208455
2020-06-30,90230,527.5300610296302,1129.2331816580854,2581.438321422235,2064.4726184113233
2020-06-30,90232,170.34420159673584,1320.728925046248,957.2905847202549,955.7426521069716
2020-06-30,90240,121.85604780550365,161.5936085520083,141.40426909130946,-243.5504394987291
2020-06-30,90242,59.75116188934796,-0.32401365916781305,15.611886910547765,72.4255760747931
2020-06-30,90245,-107.29269320249647,670.7424631476429,860.3065705206099,709.0234486473655
2020-06-30,90247,-179.34160411323964,-407.8276490686653,53.292882301551515,-29.634660866192842
2020-06-30,90250,67.74139394743496,45.64861867463359,386.40387362858263,118.17583537480361
2020-06-30,90254,-1533.6544202506698,-50.291167217476634,467.7139027295599,1958.7251099404693
2020-06-30,90255,-302.7320011379477,-69.11651079317839,12.829071656504958,91.2192640790664
2020-06-30,90260,-137.29463827923064,193.75019064448887,110.31085509282636,585.6838296506694
2020-06-30,90265,-2452.7025522294375,-1663.684336374919,564.1665692970358,7735.489406737339
2020-06-30,90266,-1010.9614288794658,-244.7629123413636,4904.867015937152,7305.4894693636525
2020-06-30,90270,-338.5613412380523,95.73395471042848,-124.220339714254,232.58585135490335
2020-06-30,90272,-435.3880513800079,-533.1998795159836,960.8100283889361,2954.019294667324
2020-06-30,90275,354.4471970110857,975.6613285075742,934.6910156917736,1212.0803318063224
2020-06-30,90277,259.95006242501285,1107.342479104678,1367.8003141147506,1955.8528462878617
2020-06-30,90278,11.707162931621768,388.04364912028416,667.6022880931271,1201.7356952893936
2020-06-30,90291,3750.3970202817686,4072.4775852885928,5117.791476406819,7865.80910388025
2020-06-30,90292,747.9422099243733,1057.6773768400092,1459.2931795201166,1257.0349486698951
2020-06-30,90304,-160.50032396722358,323.19017834296204,802.5386725766177,1411.1106079683177
2020-06-30,90305,358.96834917853744,67.75159279372896,157.84869281562325,79.36832012562317
2020-06-30,90401,2111.1088999631,4509.001500144616,3026.4729061355683,6358.809413111924
2020-06-30,90402,489.83350427435056,1246.4716908441117,-3052.9186079612477,-1631.466163446831
2020-06-30,90403,1848.8334200953702,117.68502650005695,963.6019920063602,2633.181715758741
2020-06-30,90404,1144.1632128461463,1473.2871087931496,1733.430185147806,1811.5399854838831
2020-06-30,90405,-115.97376812892063,294.5338055862399,1820.284313317617,1614.2179845230846
2020-06-30,90501,624.805491680966,709.2383385542375,671.6130049292374,486.92306949975057
2020-06-30,90502,17.32728779923334,-14.09065136205277,184.0306885521391,410.7974113759595
2020-06-30,90503,-163.88189794236882,650.9293805300034,332.184949756451,949.3351341633455
2020-06-30,90505,193.52269773681175,331.54964865754374,-61.76742437347089,688.6246228034271
2020-06-30,90601,67.02053746386132,145.11013147959594,-127.3414387055158,72.5978980998809
2020-06-30,90605,698.3046882990006,325.5076756802428,447.3492974518458,282.7231721744797
2020-06-30,90606,432.53939638730753,186.55312762348962,181.91586293399556,167.68715729535
2020-06-30,90620,371.3371739414039,212.50713179932396,108.00712029810484,206.75919915614648
2020-06-30,90621,514.5146632449446,736.9979938960447,213.62358400149145,471.07017490427864
2020-06-30,90630,355.4990288748199,204.6666778883097,171.6430255783625,216.11190444883766
2020-06-30,90638,299.04220722136455,-52.97031282774871,-59.5729146177976,310.6923500986336
2020-06-30,90660,618.3576180921809,18.137151024130006,195.66109943759707,43.21719176348024
2020-06-30,90701,478.57276850942577,252.22175042847843,-12.201109665687415,73.40885824612984
2020-06-30,90706,354.20161636999444,172.14691394953567,132.24666283992494,201.1669368081918
2020-06-30,90710,160.22107030732045,249.83744233979215,265.67780315977234,664.2811527340265
2020-06-30,90715,117.18865462767411,-143.88157219122195,325.6802825145209,633.8614495537182
