Year,Species,Breed,Gender,Where_Bitten
2013,Dog,Other(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Other(Dog),Unknown,Head
2013,Dog,Labrador Retriv,Male,Head
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Male,Head
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Shih Tzu,Male,Head
2013,Dog,Pit Bull,Male,Body
2013,Dog,Boxer,Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Pit Bull,Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Other(Dog),Male,Head
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Other(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Head
2013,Dog,Unknown(Dog),Female,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Unknown,Body
2013,Dog,Dachshund,Male,Body
2013,Dog,Labrador Retriv,Female,Head
2013,Cat,Cat(No Breeds),Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Pit Bull,Female,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Head
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Germ Shepherd,Male,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Pit Bull,Male,Body
2013,Dog,Other(Dog),Male,Head
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Shih Tzu,Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Other(Dog),Female,Head
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Other(Dog),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Labrador Retriv,Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Germ Shepherd,Male,Body
2013,Dog,Unknown(Dog),Unknown,Head
2013,Dog,Other(Dog),Unknown,Body
2013,Dog,Germ Shepherd,Male,Body
2013,Dog,Aaust. Terr.,Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Rottweiler,Male,Body
2013,Dog,Boxer,Male,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Unknown,Head
2013,Dog,Rottweiler,Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Other(Dog),Male,Head
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Dachshund,Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Head
2013,Dog,Shih Tzu,Male,Head
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Other(Dog),Male,Head
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Boxer,Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Chichauhua,Male,Body
2013,Dog,Other(Dog),Male,Head
2013,Dog,Other(Dog),Unknown,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Other(Dog),Unknown,Body
2013,Dog,Labrador Retriv,Male,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Boxer,Male,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Pit Bull,Female,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Germ Shepherd,Female,Body
2013,Dog,Pit Bull,Female,Head
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Rottweiler,Unknown,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Shih Tzu,Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Head
2013,Dog,Pit Bull,Female,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Shih Tzu,Unknown,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Pit Bull,Male,Head
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Pit Bull,Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Germ Shepherd,Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Labrador Retriv,Female,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Cat,Cat(No Breeds),Male,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Other(Dog),Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Boxer,Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Labrador Retriv,Male,Head
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Head
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Rottweiler,Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Labrador Retriv,Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Rottweiler,Unknown,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Germ Shepherd,Male,Body
2013,Dog,Rottweiler,Male,Body
2013,Dog,Boxer,Female,Head
2013,Dog,Other(Dog),Male,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Shih Tzu,Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Other(Dog),Unknown,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Other(Dog),Unknown,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Germ Shepherd,Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Beagle,Male,Body
2013,Dog,Dachshund,Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Boxer,Female,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Shih Tzu,Male,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Chichauhua,Male,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Unknown(Dog),Female,Head
2013,Dog,Boxer,Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Labrador Retriv,Female,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Other(Dog),Male,Head
2013,Dog,Pit Bull,Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Boxer,Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Male,Head
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Chichauhua,Male,Body
2013,Dog,Chichauhua,Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Chichauhua,Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Labrador Retriv,Male,Head
2013,Dog,Aaust. Terr.,Female,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Germ Shepherd,Male,Body
2013,Dog,Labrador Retriv,Female,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Labrador Retriv,Female,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Other(Dog),Female,Head
2013,Cat,Cat(No Breeds),Female,Head
2013,Dog,Other(Dog),Male,Body
2013,Cat,Cat(No Breeds),Male,Head
2013,Dog,Pit Bull,Female,Body
2013,Dog,Boxer,Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Shih Tzu,Female,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Labrador Retriv,Male,Head
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Unknown(Dog),Unknown,Head
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Labrador Retriv,Unknown,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Shih Tzu,Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Female,Head
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Female,Head
2013,Dog,Aaust. Terr.,Male,Head
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Unknown(Dog),Female,Head
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Germ Shepherd,Unknown,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Labrador Retriv,Female,Head
2013,Dog,Beagle,Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Aaust. Terr.,Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Germ Shepherd,Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Other(Dog),Male,Head
2013,Dog,Beagle,Female,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Boxer,Male,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Pit Bull,Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Germ Shepherd,Female,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Labrador Retriv,Male,Body
2013,Cat,Cat(No Breeds),Female,Head
2013,Dog,Other(Dog),Male,Head
2013,Dog,Pit Bull,Male,Head
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Boxer,Female,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Beagle,Male,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Other(Dog),Female,Body
2013,Dog,Shih Tzu,Female,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Pit Bull,Female,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Unknown,Head
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Pit Bull,Unknown,Body
2013,Dog,Pit Bull,Male,Body
2013,Dog,Chichauhua,Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Pit Bull,Female,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Other(Dog),Unknown,Head
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Germ Shepherd,Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Unknown(Dog),Female,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Pit Bull,Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Male,Body
2013,Dog,Beagle,Female,Body
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2013,Dog,Labrador Retriv,Male,Head
2013,Dog,Other(Dog),Male,Head
2013,Dog,Unknown(Dog),Female,Head
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Other(Dog),Unknown,Head
2013,Dog,Unknown(Dog),Female,Body
2013,Cat,Cat(No Breeds),Male,Body
2013,Cat,Cat(No Breeds),Unknown,Body
2013,Dog,Other(Dog),Female,Head
2013,Dog,Aaust. Terr.,Male,Head
2013,Dog,Unknown(Dog),Male,Head
2013,Cat,Cat(No Breeds),Female,Body
2013,Cat,Cat(No Breeds),Female,Body
2013,Dog,Unknown(Dog),Female,Head
2013,Dog,Other(Dog),Male,Head
2013,Dog,Labrador Retriv,Male,Body
2013,Dog,Unknown(Dog),Unknown,Head
2013,Dog,Other(Dog),Male,Body
2013,Dog,Unknown(Dog),Male,Head
2013,Dog,Unknown(Dog),Female,Body
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Chichauhua,Female,Head
2013,Dog,Pit Bull,Male,Head
2014,Dog,Pit Bull,Male,Head
2014,Dog,Pit Bull,Female,Body
2014,Dog,Germ Shepherd,Male,Body
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Male,Head
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Other(Dog),Female,Body
2014,Dog,Pit Bull,Unknown,Body
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Cat,Cat(No Breeds),Male,Body
2013,Dog,Unknown(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Other(Dog),Male,Body
2014,Dog,Unknown(Dog),Male,Body
2013,Cat,Cat(No Breeds),Male,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Dog,Chichauhua,Male,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Chichauhua,Female,Body
2014,Dog,Other(Dog),Male,Head
2014,Dog,Unknown(Dog),Male,Head
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Dog,Pit Bull,Unknown,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Labrador Retriv,Male,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Other(Dog),Male,Head
2014,Dog,Boxer,Female,Body
2014,Cat,Cat(No Breeds),Female,Body
2014,Dog,Unknown(Dog),Female,Head
2014,Dog,Pit Bull,Female,Body
2013,Dog,Unknown(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Female,Head
2014,Dog,Other(Dog),Female,Head
2014,Dog,Rottweiler,Male,Head
2014,Dog,Dachshund,Male,Head
2014,Dog,Unknown(Dog),Female,Head
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Pit Bull,Unknown,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Germ Shepherd,Unknown,Body
2014,Dog,Germ Shepherd,Unknown,Body
2014,Dog,Other(Dog),Female,Body
2014,Dog,Other(Dog),Male,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Other(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Pit Bull,Male,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Female,Head
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Other(Dog),Male,Body
2014,Dog,Other(Dog),Male,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Female,Head
2014,Dog,Unknown(Dog),Female,Head
2014,Dog,Unknown(Dog),Female,Head
2014,Dog,Other(Dog),Female,Head
2014,Dog,Other(Dog),Female,Head
2014,Dog,Shih Tzu,Female,Body
2014,Cat,Cat(No Breeds),Female,Body
2014,Dog,Unknown(Dog),Female,Head
2014,Dog,Pit Bull,Male,Body
2014,Dog,Unknown(Dog),Female,Head
2014,Dog,Pit Bull,Male,Body
2014,Cat,Cat(No Breeds),Female,Body
2014,Dog,Rottweiler,Male,Head
2014,Dog,Pit Bull,Male,Body
2014,Dog,Germ Shepherd,Female,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Pit Bull,Male,Body
2014,Dog,Other(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Other(Dog),Male,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Pit Bull,Unknown,Head
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Dog,Boxer,Female,Head
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Dog,Unknown(Dog),Unknown,Head
2014,Dog,Pit Bull,Male,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Dachshund,Female,Body
2014,Dog,Beagle,Female,Body
2014,Dog,Other(Dog),Male,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Other(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Dog,Labrador Retriv,Unknown,Body
2014,Dog,Other(Dog),Male,Body
2014,Dog,Other(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Beagle,Male,Body
2014,Dog,Germ Shepherd,Female,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Cat,Cat(No Breeds),Female,Body
2014,Dog,Other(Dog),Female,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Boxer,Male,Head
2014,Dog,Unknown(Dog),Unknown,Body
2014,Dog,Other(Dog),Male,Body
2014,Cat,Cat(No Breeds),Female,Body
2014,Dog,Unknown(Dog),Unknown,Head
2014,Dog,Rottweiler,Unknown,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Unknown,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Germ Shepherd,Unknown,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Cat,Cat(No Breeds),Unknown,Body
2014,Dog,Pit Bull,Male,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Other(Dog),Female,Head
2014,Dog,Pit Bull,Female,Body
2014,Dog,Other(Dog),Female,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Chichauhua,Female,Head
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Germ Shepherd,Male,Body
2014,Dog,Other(Dog),Male,Head
2014,Dog,Dachshund,Unknown,Body
2014,Dog,Pit Bull,Male,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Cat,Cat(No Breeds),Female,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Dog,Labrador Retriv,Unknown,Head
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Other(Dog),Unknown,Head
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Unknown(Dog),Male,Head
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Cat,Cat(No Breeds),Female,Body
2014,Dog,Unknown(Dog),Female,Body
2014,Dog,Pit Bull,Male,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Pit Bull,Unknown,Body
2014,Dog,Unknown(Dog),Unknown,Body
2014,Cat,Cat(No Breeds),Male,Body
2014,Dog,Unknown(Dog),Male,Body
2014,Dog,Pit Bull,Male,Body
2014,Dog,Other(Dog),Male,Body
2014,Cat,Cat(No Breeds),Male,Body
