Year,Species,Breed,Gender,Where_Bitten
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Labrador Retriv,Male,Head
2011,Dog,Other(Dog),Male,Head
2011,Dog,Other(Dog),Female,Body
2011,Dog,Shih Tzu,Male,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Unknown,Head
2011,Dog,Chichauhua,Male,Body
2011,Dog,Other(Dog),Unknown,Body
2011,Dog,Pit Bull,Female,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Germ Shepherd,Unknown,Body
2011,Dog,Pit Bull,Unknown,Head
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Labrador Retriv,Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Female,Head
2011,Dog,Unknown(Dog),Female,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Pit Bull,Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Other(Dog),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Germ Shepherd,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Aaust. Terr.,Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Pit Bull,Unknown,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Labrador Retriv,Unknown,Body
2011,Dog,Chichauhua,Male,Body
2011,Dog,Rottweiler,Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Unknown,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Unknown,Head
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Germ Shepherd,Female,Body
2011,Dog,Dachshund,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Rottweiler,Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Shih Tzu,Female,Head
2011,Dog,Other(Dog),Unknown,Head
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Pit Bull,Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Pit Bull,Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Labrador Retriv,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Labrador Retriv,Male,Body
2011,Dog,Germ Shepherd,Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Shih Tzu,Male,Head
2011,Dog,Other(Dog),Female,Body
2011,Dog,Unknown(Dog),Unknown,Head
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Female,Head
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Boxer,Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Boxer,Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Germ Shepherd,Male,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Chichauhua,Male,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Other(Dog),Female,Head
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Pit Bull,Unknown,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Head
2011,Dog,Pit Bull,Male,Head
2011,Dog,Other(Dog),Male,Body
2011,Dog,Germ Shepherd,Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Labrador Retriv,Male,Body
2011,Dog,Rottweiler,Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Dachshund,Male,Head
2011,Dog,Germ Shepherd,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Boxer,Unknown,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Other(Dog),Male,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Germ Shepherd,Male,Body
2011,Dog,Boxer,Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Chichauhua,Female,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Boxer,Unknown,Body
2011,Dog,Pit Bull,Female,Body
2011,Dog,Labrador Retriv,Male,Head
2011,Dog,Chichauhua,Male,Body
2011,Dog,Dachshund,Male,Head
2011,Dog,Chichauhua,Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Pit Bull,Unknown,Head
2011,Dog,Unknown(Dog),Female,Head
2011,Dog,Pit Bull,Female,Body
2011,Dog,Boxer,Male,Body
2011,Dog,Boxer,Male,Head
2011,Dog,Other(Dog),Female,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Boxer,Female,Head
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Boxer,Female,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Other(Dog),Female,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Germ Shepherd,Male,Body
2011,Dog,Pit Bull,Unknown,Body
2011,Dog,Chichauhua,Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Pit Bull,Unknown,Body
2011,Dog,Labrador Retriv,Male,Body
2011,Dog,Pit Bull,Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Boxer,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Labrador Retriv,Male,Body
2011,Dog,Unknown(Dog),Unknown,Head
2011,Dog,Other(Dog),Male,Body
2011,Dog,Pit Bull,Unknown,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Pit Bull,Female,Body
2011,Dog,Other(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Shih Tzu,Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Other(Dog),Male,Head
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Other(Dog),Unknown,Head
2011,Dog,Other(Dog),Female,Body
2011,Dog,Pit Bull,Female,Body
2011,Dog,Chichauhua,Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Unknown(Dog),Unknown,Head
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Other(Dog),Male,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Other(Dog),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Other(Dog),Male,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Boxer,Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Female,Head
2011,Dog,Pit Bull,Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Dachshund,Male,Head
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Other(Dog),Female,Head
2011,Dog,Other(Dog),Male,Head
2011,Dog,Shih Tzu,Male,Head
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Pit Bull,Male,Head
2011,Dog,Pit Bull,Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Boxer,Male,Body
2011,Dog,Beagle,Female,Head
2011,Dog,Labrador Retriv,Male,Head
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Germ Shepherd,Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Other(Dog),Male,Head
2011,Dog,Chichauhua,Male,Head
2011,Dog,Pit Bull,Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Labrador Retriv,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Shih Tzu,Female,Body
2011,Dog,Labrador Retriv,Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Pit Bull,Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Pit Bull,Female,Head
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Other(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Pit Bull,Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Labrador Retriv,Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Chichauhua,Male,Head
2011,Dog,Unknown(Dog),Female,Head
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Chichauhua,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Germ Shepherd,Unknown,Body
2011,Dog,Pit Bull,Male,Head
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Chichauhua,Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Cat,Cat(No Breeds),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Other(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Germ Shepherd,Female,Head
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Other(Dog),Female,Head
2011,Dog,Pit Bull,Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Other(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Aaust. Terr.,Male,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Other(Dog),Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Beagle,Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Chichauhua,Female,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Other(Dog),Male,Head
2011,Dog,Rottweiler,Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Germ Shepherd,Male,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Pit Bull,Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Female,Head
2011,Dog,Unknown(Dog),Unknown,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Pit Bull,Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Shih Tzu,Male,Head
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Shih Tzu,Male,Head
2011,Dog,Boxer,Male,Head
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Boxer,Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Head
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Germ Shepherd,Unknown,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Pit Bull,Female,Body
2011,Dog,Pit Bull,Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Germ Shepherd,Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Beagle,Male,Body
2011,Dog,Pit Bull,Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Boxer,Male,Head
2011,Dog,Pit Bull,Female,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Boxer,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Labrador Retriv,Male,Body
2011,Dog,Labrador Retriv,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Pit Bull,Unknown,Head
2011,Dog,Rottweiler,Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Other(Dog),Unknown,Head
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Pit Bull,Female,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Head
2011,Dog,Pit Bull,Male,Head
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Beagle,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Beagle,Male,Body
2011,Dog,Beagle,Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Labrador Retriv,Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Germ Shepherd,Male,Body
2011,Dog,Unknown(Dog),Unknown,Head
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Pit Bull,Male,Head
2011,Dog,Unknown(Dog),Unknown,Head
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Dog,Dachshund,Male,Body
2011,Dog,Shih Tzu,Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Dachshund,Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Shih Tzu,Male,Head
2011,Dog,Unknown(Dog),Female,Head
2011,Cat,Cat(No Breeds),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Pit Bull,Female,Head
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Other(Dog),Female,Body
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Labrador Retriv,Male,Body
2011,Dog,Unknown(Dog),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Germ Shepherd,Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Pit Bull,Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Chichauhua,Unknown,Body
2011,Dog,Germ Shepherd,Male,Body
2011,Dog,Pit Bull,Unknown,Head
2011,Dog,Shih Tzu,Male,Head
2011,Dog,Germ Shepherd,Male,Head
2011,Dog,Other(Dog),Unknown,Head
2011,Dog,Other(Dog),Female,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Other(Dog),Male,Body
2011,Dog,Unknown(Dog),Unknown,Head
2011,Cat,Cat(No Breeds),Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Dachshund,Female,Head
2011,Cat,Cat(No Breeds),Male,Body
2011,Dog,Other(Dog),Female,Head
2011,Dog,Pit Bull,Male,Head
2011,Dog,Unknown(Dog),Unknown,Head
2011,Dog,Unknown(Dog),Male,Head
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Unknown(Dog),Male,Body
2011,Dog,Germ Shepherd,Female,Body
2011,Dog,Pit Bull,Female,Body
2011,Cat,Cat(No Breeds),Unknown,Body
2011,Dog,Pit Bull,Unknown,Body
2011,Dog,Unknown(Dog),Unknown,Body
2011,Dog,Pit Bull,Male,Body
2011,Cat,Cat(No Breeds),Female,Body
2011,Dog,Unknown(Dog),Unknown,Body
