Date,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,Daily
2017-01-02,37.92,65.91,118.71000000000002,91.52,164.66000000000005,164.93000000000004,103.91,91.55,77.74000000000001,84.52000000000001,78.85999999999999,41.14,0.0,1121.3700000000001
2017-01-03,14.67,50.35999999999999,23.699999999999996,46.23,58.76,94.18000000000002,58.28999999999999,62.989999999999995,54.120000000000005,81.9,87.71,50.440000000000005,0.0,683.3500000000001
2017-01-04,19.060000000000002,36.95,51.31999999999999,102.62,99.55999999999999,122.46000000000001,65.85,28.3,72.11,60.589999999999996,70.51,70.84999999999998,0.0,800.18
2017-01-05,51.73,43.550000000000004,79.55999999999999,85.50000000000001,83.37,142.96,76.71,39.05,76.94999999999999,91.64,120.09000000000002,104.93,0.0,996.0400000000002
2017-01-06,30.9,71.16000000000001,81.48,80.79,165.50000000000003,137.62,95.41999999999999,76.27000000000001,87.52,96.4,171.70000000000005,48.39999999999999,82.05999999999999,1225.2200000000003
2017-01-07,40.809999999999995,84.45,103.66999999999999,175.13000000000002,132.83,118.68,133.55,70.41000000000001,48.410000000000004,102.87000000000002,95.72,71.3,21.8,1199.6299999999999
2017-01-08,27.0,46.190000000000005,68.18999999999998,66.33999999999999,110.07000000000001,96.76,52.81999999999999,73.83999999999999,140.98000000000002,56.379999999999995,48.849999999999994,9.27,0.0,796.69
2017-01-09,48.44,30.72,81.52,79.47,87.07999999999998,89.92,37.21999999999999,68.14,68.38,19.65,51.15,56.31,0.0,718.0
2017-01-10,10.06,22.119999999999997,24.36,28.43,23.810000000000002,101.52999999999999,20.68,35.72,71.61000000000001,44.74999999999999,50.449999999999996,31.549999999999997,0.0,465.07
2017-01-11,39.59,52.349999999999994,64.15,41.36,128.23000000000002,138.97000000000003,53.97,70.39,75.16,93.25999999999999,153.58,53.65,0.0,964.66
2017-01-12,20.78,49.19,53.66999999999999,59.66,140.21000000000004,80.68999999999998,97.10000000000002,40.55,55.31,47.96,96.66000000000003,46.52,0.0,788.3000000000002
2017-01-13,24.86,70.95,45.58,86.02999999999999,120.78,192.54,83.74999999999999,87.06,53.709999999999994,79.64,70.6,42.56,52.18,1010.2399999999999
2017-01-14,50.83,122.11,136.78,99.71000000000001,104.72,101.67000000000002,120.31000000000002,54.81999999999999,85.54,65.12,142.14999999999998,94.00000000000001,46.940000000000005,1224.7
2017-01-15,42.349999999999994,66.27999999999999,99.25,119.12000000000003,164.31000000000003,158.02,130.23999999999998,149.44,87.93,88.44,104.41999999999999,103.55,0.0,1313.3500000000001
2017-01-16,79.1,85.43000000000002,105.03000000000002,102.83,157.07999999999998,133.86,51.089999999999996,114.45000000000002,99.02,65.19,57.75,30.72,0.0,1081.5500000000002
2017-01-17,64.75,76.66999999999999,50.09,73.98,71.11,116.95000000000002,85.68999999999998,100.88000000000001,42.919999999999995,102.09000000000002,83.37,77.55999999999999,0.0,946.06
2017-01-18,63.8,54.21999999999999,30.549999999999997,42.27,64.63,35.010000000000005,23.67,17.63,34.49999999999999,44.84,76.28,41.10999999999999,0.0,528.51
2017-01-19,46.68,103.09,47.82000000000001,113.84000000000002,105.85000000000001,215.22,58.50999999999999,29.85,46.93999999999999,35.17,66.2,90.47,0.0,959.64
