model,forecast,MSE,MAE,ForeMSE,ForeMAE
AA-3R,8.37027636990399,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.567783569022012,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5680166673117384,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5682986492003437,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.568398313417063,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5684590993974012,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.568486911990476,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.568501582200227,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5685087759856486,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.56851243571829,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5685142630449747,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5685151841269516,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,62.684303994473765,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,93.74767125969882,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,109.6454353329911,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,125.94670236333619,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,141.6005996883296,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,140.13320715406144,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,109.20081818962464,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,96.81607532602004,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,88.30929490574599,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,95.05199629099937,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,97.44582124273425,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,71.72634369157424,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,16.354042949199453,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811588936444991,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.8116140562637355,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.81164444401962,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811655184326057,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811661734922396,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.81166473214428,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811666313078277,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.8116670883159856,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811667482706795,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811667679628513,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.8116677788888325,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,66.92816456366913,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,97.9906201452091,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,113.88848484666812,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,130.190031430987,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,145.84361858590376,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,144.37572135805712,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,113.44353076625458,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.05862171785401,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,92.55153840540265,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,99.29509649028418,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.68876613467432,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,75.96951501118733,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,20.597360517800183,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027154509773638,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027157216808931,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027160491543029,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027161648971301,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027162354895793,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027162677891184,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027162848260403,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027162931803829,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027162974305327,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027162995526581,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.027163006223375,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,64.1437360858124,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,95.20609341983226,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,111.10396896547766,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,127.4055456759084,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,143.0590994053714,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,141.59114778926133,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,110.65897857506994,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,98.27405161777801,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,89.76693566417515,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,96.51058607122425,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,98.90423897893066,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,73.18501225640392,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,17.812873523527372,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.7848682060884045,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.784867914364966,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.7848675614635,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.784867436733336,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.784867360659433,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.784867325851863,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.784867307492036,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.784867298488976,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.7848672939088175,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.784867291621907,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.784867290469165,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,53.331714011023905,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,84.39406075740753,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,100.29193747167582,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,116.59351742864462,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,132.24706755601625,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,130.77911007875926,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,99.84694316832446,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,87.46201428108228,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,78.9548948099083,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,85.6985551660485,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,88.09220627012749,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,62.372982177168296,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.000845142721914,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.737624284067294,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.737624252629743,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.737624214599336,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.7376242011578,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.7376241929597,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.73762418920866,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.737624187230111,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.737624186259907,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.737624185766336,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.737624185519891,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.73762418539566,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,54.37895800213025,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,85.44130360753809,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.33918044774293,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,117.64076075457464,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,133.2943104937672,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,131.82635238488413,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,100.8941857227135,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,88.5092566274904,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,80.00213677724564,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,86.74579820554885,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,89.1394491152601,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,63.42022530567604,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,8.048088454260864,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.334841139835831,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.334841136447963,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.334841132349624,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.334841130901097,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.334841130017637,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.334841129613395,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.334841129400175,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.334841129295626,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.3348411292424345,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.334841129215889,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.334841129202502,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,54.78174115380668,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,85.84408663625734,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.74196349003375,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,118.0435438345684,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,133.69709353192886,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,132.22913535497867,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.29696871956222,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,88.91203960192604,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,80.40491971083075,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,87.14858125467552,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,89.54223214344074,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,63.82300836439458,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,8.450871532703758,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413033903709007,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413033903343901,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.4130339029022565,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413033902746136,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.4130339026509375,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413033902607381,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413033902584388,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413033902573133,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413033902567392,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.4130339025645355,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.4130339025631,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,54.70354839073582,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,85.76589385993603,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.66377071517496,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,117.96535106377267,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,133.6189007566251,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,132.1509425723397,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.21877593980635,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,88.83384681975485,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,80.32672692425731,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,87.0703884805534,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,89.46403936706139,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,63.74481559130615,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,8.3726787617409,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.568589178079648,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.568589178118984,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.56858917816659,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5685891781834016,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.568589178193662,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5685891781983656,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5685891782008383,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5685891782020462,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.5685891782026573,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.56858917820297,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,3.568589178203112,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,62.685171472610904,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,93.74751694038318,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,109.64539379577971,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,125.9469741448153,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,141.6005238371819,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,140.132565652106,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,109.20039901988338,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,96.81546989957158,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,88.30835000359963,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,95.05201156123755,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,97.44566244750229,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,71.7264386721017,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,16.35430184276551,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811675752841282,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811675752845517,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811675752850661,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.81167575285248,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.8116757528535885,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.8116757528541,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811675752854356,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811675752854484,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811675752854555,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.811675752854583,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.8116757528545975,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,66.92825804738189,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
