model,forecast,MSE,MAE,ForeMSE,ForeMAE
AA-3R,-11.758168936412076,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-10.029830022821713,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-7.939035558775274,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-7.200061329934059,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-6.749355148230094,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-6.543134785659447,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-6.434360459645347,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-6.381021130348088,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-6.353885529980758,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-6.340336560295256,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-6.333507069069256,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,46.89967186316815,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,85.53828365041406,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,100.59992113540869,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,114.57835433216198,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,132.80947686452083,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,135.535619136428,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,102.95493785824388,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,91.95103627312113,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,85.9610084775821,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,85.58533177581128,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,89.26961649125883,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,61.66873531513443,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,5.081241341850173,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.381337014555058,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-5.195082484346202,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.96976807192469,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.890132516109375,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.8415621717090715,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.819338836387246,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.807616772583188,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.801868660380293,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.79894439274419,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.797484288188812,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.796748308150384,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,53.68580948920163,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,85.5646106968729,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.37237028281666,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,117.42359686303783,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,133.35491848834502,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,132.3389372067983,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.22911852434024,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,88.99301572696538,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,80.75715006181252,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,86.73359669586586,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,89.26633263449847,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,63.34433219835964,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,7.841222502677368,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.404210791259899,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.384139086561817,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.3598580967503295,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.351276177384406,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.346041998066497,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.34364710209546,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.342383874817912,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.341764429961572,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.341449296491334,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.341291948439547,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.341212635608983,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,54.707044059202815,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,85.85737481497458,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.7455401899821,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,118.02014118499461,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,133.70362494766488,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,132.28437401771956,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.33306272640547,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,88.96417186297106,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,80.486283657651,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,87.1472663599508,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,89.55590573584331,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,63.81482974969478,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,8.428578639813509,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.420509518701181,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.418346493033923,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.415729854089747,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.414805024228897,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.4142409633092115,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413982877534536,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413846745947026,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413779991521139,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413746031187671,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413729074587323,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,-4.413720527446415,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,54.69549866425126,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,85.76732585946317,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.66415615796166,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,117.96282907909466,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,133.61960461412465,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,132.1568953624555,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,101.22266560759545,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,88.83946484873789,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,80.335495103543,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,87.07024678102752,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,89.46551290066381,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
AA-3R,63.74393422354069,865.0584992042288,18.58929290566087,427.2756634005626,13.892705981908941
