model,MSE,MAE,AIC,pred
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,94.08930295366343
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,81.50216109539167
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,73.94825515785004
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,78.88866824882626
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,82.68123431545246
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,55.68566045560533
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-1.081103849519991
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-14.365294161516033
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-14.472259702177041
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-14.217757397534001
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-14.119156773578595
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-13.663608129900979
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-13.392563287588871
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-12.792051411442799
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-12.420011112488737
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-11.764461628662104
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-11.396227934977901
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-10.798506330745852
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,46.55206758016982
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,77.147670033439
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,93.45121605618317
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,109.62875613945738
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,126.75243084446157
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,126.50620626853777
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,96.25137110449907
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,83.2843819414469
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,75.25435597808536
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,79.62027276842895
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,82.74331116752256
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,54.992117993015256
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-2.6019786642581266
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-16.76585596485097
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-17.78127243599073
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-18.437167899678116
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-19.22208861191217
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-19.59373394802566
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-20.064948362291034
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-20.09548918198675
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-20.220796605267537
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-19.911474643795884
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-19.727128282346484
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-19.14678183831461
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,38.34950991481895
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,69.24271581915264
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,85.97692475639172
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,102.6922815341199
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,120.42883588184077
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,120.83349552464904
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,91.22701593614045
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,78.86355113126007
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,71.34999095592485
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,76.10506466774717
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,79.45355078650948
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,51.73330318255216
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-6.047976498819594
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-20.632339740118084
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-22.307319034901752
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-23.857666458604342
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-25.7576369139569
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-27.440826365500527
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-29.38688330700029
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-31.01439912369574
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-32.81116036464101
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-34.195411682485485
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-35.671700712829875
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-36.6634451399118
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,19.403258163459554
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,49.05953436165089
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,64.79381240927898
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,80.78297174305317
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,98.09470518528451
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,98.39335344247564
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,69.0061920783408
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,57.182725276805115
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,50.51422214365812
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,56.393465536875055
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,61.11002399651983
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,34.958709124962525
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-21.101915084427162
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-33.8671672620074
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-33.6798677912181
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-33.37991740994238
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-33.494462266158735
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-33.50574586268567
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-33.93604932519406
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-34.23909821506544
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-34.92917765577829
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-35.44164697227558
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-36.28844952368161
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-36.89076348469655
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,19.33669990385033
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,48.94473439549796
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,64.44853085372574
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,80.05736919120505
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,96.87533345920411
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,96.6053846846844
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,66.61385488981608
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,54.187998589245296
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,46.953915092191096
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,52.33488122382687
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,56.64546359483052
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,30.199117732513855
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-26.03382989250497
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-38.84400018312357
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-38.57642351848796
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-38.07964082228625
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-37.89510520584605
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-37.524032010908684
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-37.511156214012885
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-37.334840008955325
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-37.53484064119863
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-37.57149823700752
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-37.98000467602918
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-38.20195827103487
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,18.331239377668794
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,48.158089731399
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,63.78629931253772
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,79.42261189218073
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,96.17339725533725
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,95.74834798978927
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,65.52437716246715
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,52.802393358397296
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,45.22431498817059
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,50.230417712233816
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,54.15244101001974
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,27.32021769469594
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-29.28122452056914
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.43022576243135
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.46252619956249
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.22073510945313
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.243882478130445
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.034197532240114
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.14058225714501
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.04824365755064
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.30582632537653
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.38384524754116
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.828126488066516
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-43.09051086082235
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,13.388571732566845
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,43.14055326174264
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,58.66865147129687
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,74.17816354790165
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,90.77732736975008
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,90.18108392877915
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,59.77482763027146
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,46.87082682804578
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,39.12469412013928
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,43.99202866606964
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,47.82069423384837
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,20.956541695758744
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-35.600425188841086
