model,MSE,MAE,AIC,pred
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-4.163646290871203
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-30.34704775610158
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-86.43953906161282
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-99.23643882127855
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-99.08056740216514
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-98.81182552590121
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-98.95735932431927
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-98.99941228420923
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-99.46026551532398
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-99.79364456324362
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-100.51383453575599
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-101.05619474222809
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-101.93266852632141
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-102.56443404738874
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-46.36620253102453
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-16.787180208566532
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-1.3121762015293044
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,14.268089417653258
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,31.05770071502988
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,30.759618732229583
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,0.7401755059723172
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-11.71337443465346
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-18.97493176610392
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-13.621219648993701
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-9.337671458546893
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-35.81083165346612
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-92.07037374926378
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-104.90691863508061
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-104.66549667641678
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-104.19464878343368
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-104.03582805404089
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-103.69024981667947
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-103.70264903469857
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-103.55138788882195
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-103.7762236115503
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-103.83749631630147
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-104.27039786998884
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-104.51652657276573
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-48.00728401243305
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-18.204168715280225
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-2.599474146649058
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,13.013543476721154
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,29.741253951889988
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,29.293349878576606
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-0.9532556644693386
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-13.69765408050975
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-21.297926947359556
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-16.313798593091235
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-12.413529526905009
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-39.26728692437895
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-95.89004306120675
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-109.06013805301879
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-109.11331205757276
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-108.89217434156436
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-108.93575488033494
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-108.74628288996198
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-108.87266034535115
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-108.80009424086751
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-109.07722915820119
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-109.17458007415672
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-109.63797304275506
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-109.91924886798108
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-53.45883744168671
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-23.725306784570463
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-8.215439142497544
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,7.276062680635491
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,23.85743657233806
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,23.243623533750693
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-7.179982020758686
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-20.101111728393718
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-27.864152982257508
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-23.013506614085728
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-19.201308847234415
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-46.0817088009006
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-102.65470270732315
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-115.68560934269831
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-115.49994065900205
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-114.93358732293035
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-114.52292321722571
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-113.77194006926587
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-113.23585726208542
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-112.41065914209577
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-111.85990221223507
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-111.07260529364646
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-110.61595517091759
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-109.9651182241148
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-52.5848098249252
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-21.967776088281838
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-5.633794712488452
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,10.601646548202325
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,27.829138171434153
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,27.749888855475433
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-2.2599373509316365
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-14.892436056382508
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-22.49137040383694
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-17.5956572622145
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-13.847462661260465
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-40.88707948014368
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-97.69755821488818
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-111.02513440447348
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-111.17515724824702
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-110.96338364997101
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-110.90718311353064
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-110.49370591658544
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-110.26440385845856
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-109.70530608235921
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-109.37435117788884
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-108.75955836172977
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-108.43175258781295
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-107.87413013453732
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-50.56332658502399
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-20.007165683027665
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-3.7427323810267126
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,12.396023832267844
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,29.481243538118406
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,29.196892853760772
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-1.095739508274761
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-14.100196939329948
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-22.167362221320275
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-17.838255781019228
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-14.751698744340644
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.539044274762404
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-100.16896426275072
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-114.36833585032774
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-115.41891754635648
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-116.10964915465128
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-116.92907691318756
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-117.33490017945047
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-117.83996339003092
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-117.9040238546998
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-118.06252175427088
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-117.78606108323751
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-117.6342468093747
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-117.08610323325107
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-59.621685111689175
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-28.76002358610029
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-12.057029758463614
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,4.627441194952752
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,22.333439019629367
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,22.707871456468837
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-6.9285060053017276
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-19.321539335266863
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-26.864338672215467
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-22.138174743410104
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-18.81826901411378
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-46.56676759920012
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-104.37596883875224
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-118.98792420083909
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-120.69016616474198
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-122.26744679179627
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-124.19402097079771
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-125.9034846525279
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-127.87548631715875
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-129.52861733651133
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-131.35066424638737
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-132.7598716863564
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-134.26078727910863
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-135.27682869614455
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-79.23409279770465
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-49.60145440702166
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-33.890484557253586
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-17.924303799632867
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-0.6352192999616761
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-0.358890340020281
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-29.768041344553467
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-41.61316811825694
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-48.30300154413783
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.44475875318682
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-37.748871194477175
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-63.92052725494412
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-120.0011629306979
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-132.78609684174515
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-132.61814936134067
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-132.33722121736145
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-132.47045854794268
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-132.50010484623604
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-132.9484412284117
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-133.26919324652525
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-133.9766460148959
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-134.5061588494795
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-135.36967510058304
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-135.98837293426277
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-79.77696358287292
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-50.18465328456719
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-34.696251167734715
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-19.10247731173962
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-2.2992476575209366
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-2.583601170493921
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-32.58920582104156
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-45.02880708723279
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-52.276305652739694
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-46.90842468544926
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-42.61059756791522
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-69.06936876622586
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-125.31441180333766
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-138.13634757589176
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-137.88020645694402
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-137.3945293642715
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-137.22076940345363
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-136.86014191066027
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-136.85738185702485
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-136.69085143111357
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-136.90030787332523
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-136.94609130503338
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-137.36339360116327
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-137.59381306993845
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-81.0687513072861
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-51.24970684767777
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-35.62897316469605
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-19.999806483376858
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-3.255837015014322
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-3.6873721682995324
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-33.91749887295191
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-46.645308540756105
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-54.22888275810885
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-49.227945861720514
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-45.31075836948648
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-72.14748746573599
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-128.75310543497193
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.90595240169029
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.94176853256963
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.70316310328613
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.72916609821604
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.5220067425303
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.63058702028368
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.54011393504808
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.7992320777762
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.87845643459275
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-142.32361306889476
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-142.5865427941014
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-86.10767551155487
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-56.35557925149982
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-40.82703626940611
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-25.316749378830536
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-8.716480701980913
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-9.311289247490379
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-39.7157806108234
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-52.61768643906993
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-60.361394135277806
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-55.49130454118358
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-51.65955389020144
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-78.52029131164215
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-135.07351304791672
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-148.08453788544935
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-147.87887778649946
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-147.2924234281057
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-146.86154870340766
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-146.09024535023866
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-145.53373276214427
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-144.68799529610467
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-144.11658946568224
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-143.3085341027017
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-142.83101600248844
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-142.15920155590427
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-84.7578061454879
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-54.11957589707953
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-37.76428851994842
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-21.507431779368233
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-4.258415208773499
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-4.316030121029826
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-34.304112478587854
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-46.91475790128965
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-54.49172954339991
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-49.57394428519916
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-45.80356816785053
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-72.82089408199653
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-129.608972535193
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-142.91403907800682
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-143.04144292142814
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-142.80694098092135
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-142.72790277212758
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-142.29147858452092
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-142.03912022929438
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.45685686158455
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-141.1026270829757
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-140.46445012219013
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-140.1131509452547
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-139.53192584272207
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-82.19741040992284
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-51.617428402876556
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-35.32906478638483
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-19.166269061537434
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-2.0569006595073347
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-2.3169934755501913
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-32.585258809685456
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-45.565240065858575
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-53.607820038646594
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-49.254019167540775
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-46.142658591229235
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-73.90509148601984
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-131.50998975526687
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-145.68423055393583
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-146.70957240388844
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-147.37495512199678
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-148.16892495934798
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-148.54918128659702
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-149.02856855356004
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-149.06684408329042
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-149.19944806993968
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-148.89698452139592
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-148.71905841888486
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-148.14469407648318
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-90.65394626457726
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-59.7658461381975
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-43.03630481300024
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-26.32517747898629
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-8.59241440446391
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-8.191107862375588
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-37.80050237739749
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-50.16644393307075
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-57.68204268219898
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-52.928569366115426
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-49.58124546421004
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-77.302217105539
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-135.0837826444257
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-149.66799356323463
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-151.3423823555981
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-152.89170109726075
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-154.7902046914818
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-156.47148910356435
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-158.41520282825672
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-160.03993725201366
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-161.83347892532555
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-163.21407250250763
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-164.68626562105135
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-165.67347596731582
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-109.60180041645555
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-79.94011380667251
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-64.19998718615187
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-48.20454112120842
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-30.886082792782872
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-30.580271497849765
TBATS-hourly,47523.05137685061,168.8850729509333,234122.96990369717,-59.95983167640662
