model,pred,MSE,MAE
AA_hourly_DS,-8.664219258932555,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.135045071603457,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.27629356903632,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.539027060150033,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.280306431450718,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.238949059552425,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.216766423779085,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.201749987833779,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.185975797572262,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.178784057328741,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.175169089658574,790.1772496962827,17.52443203222373
AA_hourly_DS,49.24406404469043,790.1772496962827,17.52443203222373
AA_hourly_DS,81.79498151253503,790.1772496962827,17.52443203222373
AA_hourly_DS,103.49165748251568,790.1772496962827,17.52443203222373
AA_hourly_DS,117.03346640425724,790.1772496962827,17.52443203222373
AA_hourly_DS,140.68451548500053,790.1772496962827,17.52443203222373
AA_hourly_DS,128.90940450684298,790.1772496962827,17.52443203222373
AA_hourly_DS,98.8552843677514,790.1772496962827,17.52443203222373
AA_hourly_DS,89.6284176836146,790.1772496962827,17.52443203222373
AA_hourly_DS,77.60612136327866,790.1772496962827,17.52443203222373
AA_hourly_DS,81.34607222224548,790.1772496962827,17.52443203222373
AA_hourly_DS,89.0862527567681,790.1772496962827,17.52443203222373
AA_hourly_DS,62.84612271604354,790.1772496962827,17.52443203222373
AA_hourly_DS,3.491586683121092,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.161819711584904,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.110264100704327,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.125926574512754,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.155495904777652,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.131598808562224,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.127572373981707,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.126607519800906,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.126069425388579,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.12436804823043,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.124344106106612,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.12547956948088,790.1772496962827,17.52443203222373
AA_hourly_DS,51.47896569027115,790.1772496962827,17.52443203222373
AA_hourly_DS,82.9878752828624,790.1772496962827,17.52443203222373
AA_hourly_DS,99.64356104378402,790.1772496962827,17.52443203222373
AA_hourly_DS,115.86401836402352,790.1772496962827,17.52443203222373
AA_hourly_DS,132.427772517427,790.1772496962827,17.52443203222373
AA_hourly_DS,129.94235121282665,790.1772496962827,17.52443203222373
AA_hourly_DS,98.79226176494393,790.1772496962827,17.52443203222373
AA_hourly_DS,86.56577436222521,790.1772496962827,17.52443203222373
AA_hourly_DS,77.6557936952713,790.1772496962827,17.52443203222373
AA_hourly_DS,84.15362697511043,790.1772496962827,17.52443203222373
AA_hourly_DS,87.09231437501285,790.1772496962827,17.52443203222373
AA_hourly_DS,61.04964599474043,790.1772496962827,17.52443203222373
AA_hourly_DS,4.707522260466,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.111176500679015,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.107755031783519,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.110767083472588,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.1168442930881,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.116611056786617,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.116347425202491,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.117521317986409,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.118442606854273,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.118159582166932,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.118858098383924,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.120472364182397,790.1772496962827,17.52443203222373
AA_hourly_DS,51.704166607049935,790.1772496962827,17.52443203222373
AA_hourly_DS,83.10807780061475,790.1772496962827,17.52443203222373
AA_hourly_DS,99.25580609574229,790.1772496962827,17.52443203222373
AA_hourly_DS,115.74617849287672,790.1772496962827,17.52443203222373
AA_hourly_DS,131.59577847057085,790.1772496962827,17.52443203222373
AA_hourly_DS,130.0464365240673,790.1772496962827,17.52443203222373
AA_hourly_DS,98.78591127653137,790.1772496962827,17.52443203222373
AA_hourly_DS,86.25716586584724,790.1772496962827,17.52443203222373
AA_hourly_DS,77.66079895210413,790.1772496962827,17.52443203222373
AA_hourly_DS,84.43653137681612,790.1772496962827,17.52443203222373
AA_hourly_DS,86.89139436285954,790.1772496962827,17.52443203222373
AA_hourly_DS,60.86862328669551,790.1772496962827,17.52443203222373
AA_hourly_DS,4.8300465052507775,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.106073416448716,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.107502204148837,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.109239530997563,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.11294954756471,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.115100809795088,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.115216338615411,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.116605743126165,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.117674087356122,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.117533983540703,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.118305298571428,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.119967811094234,790.1772496962827,17.52443203222373
AA_hourly_DS,51.726859069230386,790.1772496962827,17.52443203222373
AA_hourly_DS,83.12019005631596,790.1772496962827,17.52443203222373
AA_hourly_DS,99.21673381034495,790.1772496962827,17.52443203222373
AA_hourly_DS,115.73430431022682,790.1772496962827,17.52443203222373
AA_hourly_DS,131.51194225129692,790.1772496962827,17.52443203222373
AA_hourly_DS,130.0569247228828,790.1772496962827,17.52443203222373
AA_hourly_DS,98.78527136697808,790.1772496962827,17.52443203222373
AA_hourly_DS,86.22606880491279,790.1772496962827,17.52443203222373
AA_hourly_DS,77.66130330884927,790.1772496962827,17.52443203222373
AA_hourly_DS,84.46503835417346,790.1772496962827,17.52443203222373
AA_hourly_DS,86.8711485759346,790.1772496962827,17.52443203222373
AA_hourly_DS,60.85038245972969,790.1772496962827,17.52443203222373
AA_hourly_DS,4.842392710720695,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4695586154272178,790.1772496962827,17.52443203222373
AA_hourly_DS,0.46764108964413964,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4660322109635615,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4625607255688706,790.1772496962827,17.52443203222373
AA_hourly_DS,0.46016918837193543,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4600154532989009,790.1772496962827,17.52443203222373
AA_hourly_DS,0.458604332661146,790.1772496962827,17.52443203222373
AA_hourly_DS,0.45752117033767803,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4576468726731804,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4568682220403204,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4552008479166716,790.1772496962827,17.52443203222373
AA_hourly_DS,60.304263501945364,790.1772496962827,17.52443203222373
AA_hourly_DS,91.69652837021228,790.1772496962827,17.52443203222373
AA_hourly_DS,107.78791449309327,790.1772496962827,17.52443203222373
AA_hourly_DS,124.30822562088517,790.1772496962827,17.52443203222373
AA_hourly_DS,140.0786122780012,790.1772496962827,17.52443203222373
AA_hourly_DS,138.63309938802502,790.1772496962827,17.52443203222373
AA_hourly_DS,107.3603247037444,790.1772496962827,17.52443203222373
AA_hourly_DS,94.79805311440504,790.1772496962827,17.52443203222373
AA_hourly_DS,86.23647194807559,790.1772496962827,17.52443203222373
AA_hourly_DS,93.04302868888038,790.1772496962827,17.52443203222373
AA_hourly_DS,95.44422631847567,790.1772496962827,17.52443203222373
AA_hourly_DS,69.42366223287833,790.1772496962827,17.52443203222373
AA_hourly_DS,13.418754598660826,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4696104304470765,790.1772496962827,17.52443203222373
AA_hourly_DS,0.46764365677184827,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4660477212232905,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4626002715194133,790.1772496962827,17.52443203222373
AA_hourly_DS,0.46018452291753675,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4600269379758757,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4586136291037306,790.1772496962827,17.52443203222373
AA_hourly_DS,0.45752897362903155,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4576532247935461,790.1772496962827,17.52443203222373
AA_hourly_DS,0.45687383498574974,790.1772496962827,17.52443203222373
AA_hourly_DS,0.45520597098089866,790.1772496962827,17.52443203222373
AA_hourly_DS,60.304493913658256,790.1772496962827,17.52443203222373
AA_hourly_DS,91.69665135402782,790.1772496962827,17.52443203222373
AA_hourly_DS,107.7875177661038,790.1772496962827,17.52443203222373
AA_hourly_DS,124.30810505438421,790.1772496962827,17.52443203222373
AA_hourly_DS,140.07776103291678,790.1772496962827,17.52443203222373
AA_hourly_DS,138.63320588170714,790.1772496962827,17.52443203222373
AA_hourly_DS,107.36031820631564,790.1772496962827,17.52443203222373
AA_hourly_DS,94.79773736519199,790.1772496962827,17.52443203222373
AA_hourly_DS,86.23647706914622,790.1772496962827,17.52443203222373
AA_hourly_DS,93.04331813924631,790.1772496962827,17.52443203222373
AA_hourly_DS,95.44402074948951,790.1772496962827,17.52443203222373
AA_hourly_DS,69.42347702158868,790.1772496962827,17.52443203222373
AA_hourly_DS,13.418879957924489,790.1772496962827,17.52443203222373
AA_hourly_DS,0.46961565160867735,790.1772496962827,17.52443203222373
AA_hourly_DS,0.46764391544952133,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4660492841209276,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4626042563832513,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4601860681092802,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4600280952340441,790.1772496962827,17.52443203222373
AA_hourly_DS,0.458614565863563,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4575297599308712,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4576538648675452,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4568744005764742,790.1772496962827,17.52443203222373
AA_hourly_DS,0.4552064872085566,790.1772496962827,17.52443203222373
AA_hourly_DS,60.304517131188426,790.1772496962827,17.52443203222373
AA_hourly_DS,91.69666374654213,790.1772496962827,17.52443203222373
AA_hourly_DS,107.78747778974699,790.1772496962827,17.52443203222373
AA_hourly_DS,124.30809290545159,790.1772496962827,17.52443203222373
AA_hourly_DS,140.07767525685887,790.1772496962827,17.52443203222373
AA_hourly_DS,138.63321661258644,790.1772496962827,17.52443203222373
AA_hourly_DS,107.36031755159959,790.1772496962827,17.52443203222373
AA_hourly_DS,94.79770554859383,790.1772496962827,17.52443203222373
AA_hourly_DS,86.23647758517299,790.1772496962827,17.52443203222373
AA_hourly_DS,93.04334730583042,790.1772496962827,17.52443203222373
AA_hourly_DS,95.44400003524683,790.1772496962827,17.52443203222373
AA_hourly_DS,69.42345835869759,790.1772496962827,17.52443203222373
AA_hourly_DS,13.4188925898018,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.105501639792159,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.107473875998025,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.109068375906354,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.112513159593632,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.11493159370216,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.115089605667677,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.116503157256766,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.117587978350414,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.117463888148443,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.118243359944849,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.119911278286857,790.1772496962827,17.52443203222373
AA_hourly_DS,51.729401653199005,790.1772496962827,17.52443203222373
AA_hourly_DS,83.12154717776556,790.1772496962827,17.52443203222373
AA_hourly_DS,99.2123559439998,790.1772496962827,17.52443203222373
AA_hourly_DS,115.73297386374614,790.1772496962827,17.52443203222373
AA_hourly_DS,131.5025487960861,790.1772496962827,17.52443203222373
AA_hourly_DS,130.05809987637457,790.1772496962827,17.52443203222373
AA_hourly_DS,98.78519966811355,790.1772496962827,17.52443203222373
AA_hourly_DS,86.22258452506804,790.1772496962827,17.52443203222373
AA_hourly_DS,77.66135981965732,790.1772496962827,17.52443203222373
AA_hourly_DS,84.46823242729985,790.1772496962827,17.52443203222373
AA_hourly_DS,86.86888013045441,790.1772496962827,17.52443203222373
AA_hourly_DS,60.84833866061045,790.1772496962827,17.52443203222373
AA_hourly_DS,4.843776045144757,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.105501586778217,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.107473873371504,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.10906836003722,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.112513119132657,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.114931578012794,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.115089593917261,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.116503147745213,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.117587970366571,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.11746388164935,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.118243354202036,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.119911273045261,790.1772496962827,17.52443203222373
AA_hourly_DS,51.72940188894208,790.1772496962827,17.52443203222373
AA_hourly_DS,83.12154730359504,790.1772496962827,17.52443203222373
AA_hourly_DS,99.21235553809316,790.1772496962827,17.52443203222373
AA_hourly_DS,115.73297374038991,790.1772496962827,17.52443203222373
AA_hourly_DS,131.50254792514454,790.1772496962827,17.52443203222373
AA_hourly_DS,130.05809998533232,790.1772496962827,17.52443203222373
AA_hourly_DS,98.78519966146578,790.1772496962827,17.52443203222373
AA_hourly_DS,86.22258420201288,790.1772496962827,17.52443203222373
AA_hourly_DS,77.66135982489689,790.1772496962827,17.52443203222373
AA_hourly_DS,84.46823272344764,790.1772496962827,17.52443203222373
AA_hourly_DS,86.86887992012888,790.1772496962827,17.52443203222373
AA_hourly_DS,60.848338471113664,790.1772496962827,17.52443203222373
AA_hourly_DS,4.843776173404635,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.10550158143625,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.10747387310684,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.109068358438158,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.112513115055592,790.1772496962827,17.52443203222373
AA_hourly_DS,-8.11493157643185,790.1772496962827,17.52443203222373
