model,p,d,q,P,D,Q,MSE,MAE,AIC,ForeMSE,ForeMAE
SARIMAX,1,0,4,1,1,0,117742.24174127614,286.54348886977374,8128.5709396626735,93676.08388473268,256.5639654154245
SARIMAX,1,0,4,1,1,1,79637.08132392255,219.10578011278403,7890.661977278236,30728.707929894892,137.60251858730058
SARIMAX,1,1,0,0,0,0,89096.7862592122,245.00683533276558,8190.752036494992,55125.85711294828,193.61521764896287
SARIMAX,1,1,0,0,0,1,88032.3530944401,243.7811167233697,8101.031509023205,54564.50536719707,192.66472708241378
SARIMAX,1,1,0,0,1,0,561626.1695410449,658.707294861416,8494.70564937018,14565792.30829612,3570.6403168365655
SARIMAX,1,1,0,0,1,1,115618.29590252266,282.7343441378191,8040.964813997207,246852.21817298132,457.77507942829027
SARIMAX,1,1,0,1,0,0,90326.70633453349,246.8829491824172,8101.079081087253,56799.60560603764,196.92868790795046
SARIMAX,1,1,0,1,0,1,116854.43006621492,284.1753938458686,8139.215364695659,251733.8118017363,462.45653326711687
SARIMAX,1,1,0,1,1,0,570533.8437234762,642.1416778294937,8252.086311427884,5427500.257059294,2225.6835875259985
SARIMAX,1,1,0,1,1,1,114740.31065360492,281.57565527239797,8042.653314080491,242645.66891256737,453.3941109457999
SARIMAX,1,1,1,0,0,0,95838.12164009004,257.25514814402436,8077.903730141314,65657.51383584764,216.1546438712922
SARIMAX,1,1,1,0,0,1,77113.69561838896,226.14152258289516,8005.944226491486,35953.87263366869,148.74700719303632
SARIMAX,1,1,1,0,1,0,180431.69128102384,352.67704701196106,8364.186710790576,333483.47415051877,526.3724096057157
SARIMAX,1,1,1,0,1,1,99393.76063279732,260.79108244083295,7920.01926428171,114422.19749264818,297.5908540395924
SARIMAX,1,1,1,1,0,0,76274.448058769,222.30173640174954,8019.115079159141,33585.61058390109,143.32841086318984
SARIMAX,1,1,1,1,0,1,98223.88330111164,259.18800944858265,8023.201690634838,127309.59875703428,315.8866428633154
SARIMAX,1,1,1,1,1,0,151123.16273638728,326.4284304208628,8128.553388428822,311088.5682751014,518.8673212993189
SARIMAX,1,1,1,1,1,1,95971.89950113822,255.36605416423993,7927.120265487916,117088.00424822977,300.32837604755684
SARIMAX,1,1,2,0,0,0,78584.5352086774,221.10338686117598,8134.936061223516,32231.064237519033,141.26127230176536
SARIMAX,1,1,2,0,0,1,77437.77238095949,224.20691889346415,7997.862376125326,33654.923597121924,143.4686966822613
SARIMAX,1,1,2,0,1,0,177837.190643045,350.1651306659826,8341.587560533495,325128.1037548605,519.0267491659406
SARIMAX,1,1,2,0,1,1,84488.3332572416,236.99078724441392,7909.831119546654,62657.42142810562,207.38710952930506
SARIMAX,1,1,2,1,0,0,92814.65238622153,254.97000666170584,8059.554982963489,66870.61233558867,216.16114006844816
SARIMAX,1,1,2,1,0,1,85285.52491518749,238.1474944485691,8007.670996905472,67396.71115833773,216.5958409665574
SARIMAX,1,1,2,1,1,0,154203.8814788276,329.98286795051246,8124.99295514703,318998.8704295711,526.1916380081243
SARIMAX,1,1,2,1,1,1,83574.01750748404,235.37144258204674,7911.002761654412,57510.76187968758,197.23944439118222
SARIMAX,1,1,3,0,0,0,77135.578944871,222.7234277105192,8194.396731305418,45226.85513749609,170.1344134788138
SARIMAX,1,1,3,0,0,1,80559.43533967376,219.51341777681213,8071.731850537522,39554.93927376908,155.84980739609227
SARIMAX,1,1,3,0,1,0,183253.91368241195,353.5505403621242,8341.88378926643,329581.3002150736,519.8765461314115
SARIMAX,1,1,3,0,1,1,119278.44463400658,288.89651578156725,7908.287430710102,206079.16058346408,416.7972830157867
SARIMAX,1,1,3,1,0,0,80169.98099327515,218.6587507670535,8110.737786891904,40973.66012910913,158.67877965156924
SARIMAX,1,1,3,1,0,1,82426.2539765108,233.06746912477792,7996.6685468885125,52942.18245316489,188.13129970995047
SARIMAX,1,1,3,1,1,0,190190.6432436477,366.80449056352603,8146.95987621162,659231.7842482951,770.8889319576092
SARIMAX,1,1,3,1,1,1,106788.08245153038,270.795113138527,7971.334986140715,171441.41082569517,374.4993232721494
SARIMAX,1,1,4,0,0,0,77149.56000930682,221.25793936998502,8183.081139281348,43977.34332802962,167.4228629518402
SARIMAX,1,1,4,0,0,1,77714.99132188903,219.66627749821902,8060.76569609013,40708.893798749144,159.8325544246465
SARIMAX,1,1,4,0,1,0,178681.9006001855,350.55327136968157,8320.971393173913,332629.4732224035,525.0751338309484
SARIMAX,1,1,4,0,1,1,134492.38548280395,308.8897072259458,7916.592328227358,301867.8236756974,513.0228791907733
SARIMAX,1,1,4,1,0,0,80294.94150196816,218.86680866343738,8110.185007806909,40772.64890930116,158.19464491178582
SARIMAX,1,1,4,1,0,1,85254.42199051555,238.01706780511944,7984.472829286303,66623.25927575945,214.97511625411732
SARIMAX,1,1,4,1,1,0,168009.59998875254,344.3957219338384,8167.939028209073,426294.00799986516,613.5911687895343
SARIMAX,1,1,4,1,1,1,80671.48927302595,226.3856443018828,7907.927160229917,34959.009047262116,148.107681257162
SARIMAX,2,0,0,0,0,0,66370.29088530087,193.70382989715026,8056.554830059324,22781.31256793633,117.36183427026981
SARIMAX,2,0,0,0,0,1,66181.48785588655,193.0247224564112,7980.887066381027,22549.691197445543,117.00224036089212
SARIMAX,2,0,0,0,1,0,145651.3283761176,314.63184344446614,8355.02881453203,112030.31688715996,273.0204685269693
SARIMAX,2,0,0,0,1,1,75774.51772001703,206.5858499916106,7924.124793708933,25216.23643216049,123.50908815936255
SARIMAX,2,0,0,1,0,0,66176.50908609858,193.01342002805845,7968.492582173848,22549.691187743014,117.00224011032559
SARIMAX,2,0,0,1,0,1,66167.81233716656,192.99469712138114,7970.467711912579,22549.716351009607,117.00222762541507
SARIMAX,2,0,0,1,1,0,115748.78617824058,285.20224520254095,8119.978445437002,92292.75655776776,255.21024936816082
SARIMAX,2,0,0,1,1,1,83047.69284792084,223.54021178427726,7931.894890452662,30742.069541734276,137.7802308907273
SARIMAX,2,0,1,0,0,0,66106.71708716768,192.89618383107575,8057.739721979635,22549.70923404948,117.00219750516062
SARIMAX,2,0,1,0,0,1,66087.43702295891,192.84481227719124,7968.949575143462,22549.775570119193,117.00199681678295
SARIMAX,2,0,1,0,1,0,101877.56428586078,250.29161396352606,8342.26757870452,46895.048095829225,173.4198487221141
SARIMAX,2,0,1,0,1,1,79972.63849803855,219.71649490930744,7923.5493712988555,30737.68743339575,137.5994358982651
SARIMAX,2,0,1,1,0,0,66085.19044182428,192.83863129082178,7968.933645245805,22549.865144358973,117.00182667311171
SARIMAX,2,0,1,1,0,1,66080.50568531119,192.82913054344465,7970.921844763541,22549.83920856726,117.00193805262855
SARIMAX,2,0,1,1,1,0,78042.4946778065,218.24778375353398,8113.808608768032,36216.903886422544,151.83947431639524
SARIMAX,2,0,1,1,1,1,83423.79842382683,223.6877376345913,7942.90553091399,30836.08119306847,138.0541982643568
SARIMAX,2,0,2,0,0,0,66098.7721058416,192.88641226042168,8046.257233096398,22549.85843014499,117.00223350852103
SARIMAX,2,0,2,0,0,1,66083.15806686984,192.8375819767557,7957.259989658304,22549.737082811618,117.00221660391077
SARIMAX,2,0,2,0,1,0,106150.32643891938,260.555064880846,8330.816429876002,51600.70643737847,179.73041579401809
SARIMAX,2,0,2,0,1,1,82139.7295016309,222.7474606652755,7917.281340252596,30740.929149224023,137.07387103786192
SARIMAX,2,0,2,1,0,0,66325.20970422191,192.76983595792512,7968.722794542003,22787.016932860963,117.45754320569232
SARIMAX,2,0,2,1,0,1,66072.01646064858,192.81338840996878,7959.153115962455,22549.7573057601,117.00219994652335
SARIMAX,2,0,2,1,1,0,117926.60452537119,287.85358424493836,8119.670022094464,94937.18337537823,259.43735110840544
SARIMAX,2,0,2,1,1,1,82764.72623975358,223.36433101140696,7935.318970940534,30775.226330157013,137.66807124133436
SARIMAX,2,0,3,0,0,0,66251.82559635745,193.16497964486496,8035.259354358561,22549.761491906072,117.0022459665701
SARIMAX,2,0,3,0,0,1,66194.19458999886,193.04082575865144,7944.7857059674825,22549.914480019106,117.00191536305117
SARIMAX,2,0,3,0,1,0,124511.4674354895,292.786963994384,8240.938016161968,94697.94798292211,251.17154539592778
SARIMAX,2,0,3,0,1,1,80292.34800639679,221.29573715619782,7945.90095698457,30939.970467581876,137.5531532980983
SARIMAX,2,0,3,1,0,0,66217.17421171197,193.07305761501257,7971.098709030612,22549.83196081922,117.00224019501876
SARIMAX,2,0,3,1,0,1,66178.18511562042,192.99881153969582,7946.6318713279325,22549.874063002244,117.00193410602964
SARIMAX,2,0,3,1,1,0,114725.8314735724,283.29647104811625,8074.648781207163,89648.23393795786,249.33114812706222
SARIMAX,2,0,3,1,1,1,80936.7594104481,222.17940025679533,7952.179326133832,30926.86886193776,137.54945254799065
SARIMAX,2,0,4,0,0,0,66275.9572781515,193.17295321080763,8021.285995803215,22557.614009181936,117.0079500097566
SARIMAX,2,0,4,0,0,1,66216.23210199282,193.06208040866193,7933.888901235253,22549.75651630172,117.00210260331849
SARIMAX,2,0,4,0,1,0,122108.7946274224,289.45810706699393,8232.08013645653,90831.7411487329,245.18632692229951
SARIMAX,2,0,4,0,1,1,83263.3689084368,224.1725193796004,7902.320190175182,30943.5667121762,137.08635034030925
SARIMAX,2,0,4,1,0,0,66216.95948720134,193.06217871064663,7972.769094705816,22549.708754490184,117.0022352344017
SARIMAX,2,0,4,1,0,1,66197.500904174,193.0206955835501,7935.850068839049,22549.80741219268,117.00199345487242
SARIMAX,2,0,4,1,1,0,114532.55282567003,283.15613393156565,8096.490337869958,89703.33004246758,249.9566092313962
SARIMAX,2,0,4,1,1,1,82131.885315626,222.97606102326105,7920.146262065646,30760.118942722114,137.46254166918882
SARIMAX,2,1,0,0,0,0,93525.39529296935,252.16087133824934,8136.065154469945,61455.71386614193,206.69788979880437
SARIMAX,2,1,0,0,0,1,91597.62088394446,249.41204085335693,8057.387541122058,59408.73092091675,202.4901918087489
SARIMAX,2,1,0,0,1,0,949824.7609150871,873.6867882665393,8441.102675822025,22785275.37288834,4483.66114529127
SARIMAX,2,1,0,0,1,1,122565.20381523561,292.34124284852663,7999.193534775577,266889.2912527837,478.71312899359935
SARIMAX,2,1,0,1,0,0,90865.19270159981,248.64540264715947,8046.580266702884,59081.47701945338,201.69945651942297
SARIMAX,2,1,0,1,0,1,126050.2791348541,296.6567034688643,8084.087264075464,286648.8690901743,496.97643955988184
SARIMAX,2,1,0,1,1,0,791918.4409252432,758.2179157762055,8191.406365678105,8637643.242176374,2804.2637491011847
SARIMAX,2,1,0,1,1,1,121866.87875656635,291.346248723846,7988.193174639129,265005.88613674685,476.75645637992324
SARIMAX,2,1,1,0,0,0,77436.5889024035,227.04464255360742,8110.420907407227,36500.15681484246,150.06793187703965
SARIMAX,2,1,1,0,0,1,77483.28840607333,224.1925093959759,8008.179917294949,33562.28617744633,143.21821580444563
SARIMAX,2,1,1,0,1,0,178652.67388521123,351.06704823496483,8356.230603903652,326477.75024383015,520.282041110501
SARIMAX,2,1,1,0,1,1,89912.91370388489,246.09916395634409,7924.979774511501,90721.58678953128,258.307001653652
SARIMAX,2,1,1,1,0,0,76214.88847316547,223.50949561120902,8005.547389410112,34667.72192308266,145.70406289763707
SARIMAX,2,1,1,1,0,1,89856.69610251038,246.2983359673029,8022.569514470826,91328.77365192169,259.6512711308993
SARIMAX,2,1,1,1,1,0,153214.57867790788,328.8533907987553,8114.4628036679,320503.9314093831,527.4394854257085
SARIMAX,2,1,1,1,1,1,87772.89545902962,242.31466944716604,7926.184215781278,79447.9539149598,238.96244156043682
SARIMAX,2,1,2,0,0,0,81406.2740466302,231.5426024929616,8063.599397941802,41748.697813309955,165.177312927373
SARIMAX,2,1,2,0,0,1,75862.53917380628,221.38913174552002,8005.041737759055,33918.17565528106,145.02198766000262
SARIMAX,2,1,2,0,1,0,178326.71139829417,350.69320520886527,8350.188425922443,329828.56771194626,523.218890785683
SARIMAX,2,1,2,0,1,1,97515.62505766074,257.6638153788684,7915.372816192506,124678.26091157316,311.6556178765378
SARIMAX,2,1,2,1,0,0,75007.50910379204,219.06037621933115,8037.9175204311905,33984.12448468812,144.93099690980256
SARIMAX,2,1,2,1,0,1,98243.7807781954,259.16371453005144,8012.869343126509,127924.79518391915,316.7389257627411
SARIMAX,2,1,2,1,1,0,155642.34041339863,331.52877636736173,8113.819023847796,326251.97796931677,532.636204180705
SARIMAX,2,1,2,1,1,1,81926.59513165485,231.96663141064835,7912.156356351966,48893.32855250812,179.97003250440142
SARIMAX,2,1,3,0,0,0,90370.57911818926,249.02704729523998,8168.893017381257,63257.940363763875,212.13862536011663
SARIMAX,2,1,3,0,0,1,76554.40117121847,220.3214211584607,8073.642731262518,41329.369706349826,161.58730068448338
SARIMAX,2,1,3,0,1,0,189135.1071687809,361.7834537101919,8280.455945929958,349592.5652547362,539.5411463523681
SARIMAX,2,1,3,0,1,1,123567.44346938921,294.7218060295008,7999.940973194449,253932.2909733592,466.920408650447
SARIMAX,2,1,3,1,0,0,80086.26996524032,218.6190750473803,8098.185748528883,40967.07931293062,158.70446298114334
SARIMAX,2,1,3,1,0,1,80449.83101397607,227.20161847862207,7999.179554382537,38328.730591395426,156.56266883680595
SARIMAX,2,1,3,1,1,0,735897.9397424659,730.4568474391667,8201.00593797434,7833358.982942247,2671.214404088259
SARIMAX,2,1,3,1,1,1,133142.33563734364,306.3076152288355,8006.487410394267,312346.1241935709,521.7621369069174
SARIMAX,2,1,4,0,0,0,76469.99821656074,219.69491116787583,8157.888257016772,40093.82192632559,159.02317357340536
SARIMAX,2,1,4,0,0,1,77529.71457572392,225.55606531388935,8023.896912416516,43179.00662974405,169.5896778014207
SARIMAX,2,1,4,0,1,0,147347.51809618736,320.40377472388184,8242.516517720665,286679.2659811197,497.8454779658561
