model,p,d,q,P,D,Q,MSE,MAE,AIC,ForeMSE,ForeMAE
SARIMA,1,0,2,0,0,1,81655.1244,233.2431521,8023.303576,65246.11349,210.566171
SARIMA,1,0,2,0,0,2,78753.97568,227.2612027,8023.303576,55176.25785,190.9585496
SARIMA,1,0,2,0,1,0,142088.4264,310.4309196,8023.303576,108353.9148,266.7140583
SARIMA,1,0,2,0,1,1,80658.46648,220.6781127,8023.303576,30836.9248,137.9290595
SARIMA,1,0,2,0,1,2,81191.25129,221.632669,8023.303576,30824.64213,137.8692079
SARIMA,1,0,2,1,0,0,80846.70352,231.7810292,8023.303576,63552.46374,207.4452663
SARIMA,1,0,2,1,0,1,80015.52066,222.7029604,8023.303576,32167.91776,140.7715572
SARIMA,1,0,2,1,0,2,81318.03087,226.8444953,8023.303576,35007.44288,148.0796005
SARIMA,1,0,2,1,1,0,117649.0248,287.5359791,8023.303576,94706.48096,259.0915109
SARIMA,1,0,2,1,1,1,81027.14483,221.2008562,8023.303576,30842.46088,137.9548079
SARIMA,1,0,2,1,1,2,79919.00658,219.5551417,8023.303576,30824.50979,137.9005289
SARIMA,1,0,2,2,0,0,75139.25699,218.5406648,8023.303576,47758.12238,175.7979716
SARIMA,1,0,2,2,0,1,80087.48765,222.3409155,8023.303576,31676.54601,139.3694865
SARIMA,1,0,2,2,0,2,79702.16927,222.088077,8023.303576,32008.80816,140.3161819
SARIMA,1,0,2,2,1,0,99550.17148,263.8163072,8023.303576,70436.20925,219.5665576
SARIMA,1,0,2,2,1,1,80980.56837,221.2348932,8023.303576,30827.3591,137.8690601
SARIMA,1,0,2,2,1,2,80538.15269,220.2571451,8023.303576,30835.22419,137.9507422
SARIMA,1,0,3,0,0,0,81537.70555,231.5293139,8023.303576,66336.70014,212.5917268
SARIMA,1,0,3,0,0,1,80146.68403,228.2425034,8023.303576,56303.67655,193.5197007
SARIMA,1,0,3,0,0,2,78684.04176,217.4489531,8023.303576,42588.64677,163.7136816
SARIMA,1,0,3,0,1,0,99418.74256,248.454801,8023.303576,46854.58032,173.4940639
SARIMA,1,0,3,0,1,1,80649.69621,220.6600387,8023.303576,30837.30432,137.9328595
SARIMA,1,0,3,0,1,2,83057.82836,223.6617703,8023.303576,30880.60675,137.2696143
SARIMA,1,0,3,1,0,0,79133.4506,219.5423919,8023.303576,43077.09975,165.3062151
SARIMA,1,0,3,1,0,1,81798.60171,226.2341015,8023.303576,33642.45507,144.6535952
SARIMA,1,0,3,1,0,2,81034.60728,223.1467474,8023.303576,31186.38841,138.1851515
SARIMA,1,0,3,1,1,0,75624.44331,215.1130125,8023.303576,36431.13463,152.4091387
SARIMA,1,0,3,1,1,1,81255.08751,221.5025278,8023.303576,30846.48067,137.9787931
SARIMA,1,0,3,1,1,2,81710.73829,222.4922613,8023.303576,30819.70227,137.7256453
SARIMA,1,0,3,2,0,0,75165.61646,212.128381,8023.303576,42397.50453,162.9677712
SARIMA,1,0,3,2,0,1,79905.54855,222.2816411,8023.303576,31819.87663,139.7965718
SARIMA,1,0,3,2,0,2,79607.11069,221.2341587,8023.303576,31381.40825,138.6573697
SARIMA,1,0,3,2,1,0,74782.03988,213.9990976,8023.303576,33824.19857,146.2681282
SARIMA,1,0,3,2,1,1,81332.63324,221.692819,8023.303576,30832.06614,137.8891871
SARIMA,1,0,3,2,1,2,80633.02942,220.5585366,8023.303576,30824.29821,137.8465574
SARIMA,1,0,4,0,0,0,80242.24821,227.8407897,8023.303576,57462.90961,195.828475
SARIMA,1,0,4,0,0,1,80642.16933,221.0815801,8023.303576,42747.95496,164.268953
SARIMA,1,0,4,0,0,2,78718.4239,217.7874506,8023.303576,42545.71933,163.5565502
SARIMA,1,0,4,0,1,0,115824.7182,277.9098273,8023.303576,78561.47276,222.1026628
SARIMA,1,0,4,0,1,1,79316.58586,218.7252322,8023.303576,30820.62375,137.8566378
SARIMA,1,0,4,0,1,2,80710.796,221.0481567,8023.303576,30812.33994,137.7525483
SARIMA,1,0,4,1,0,0,79138.78057,219.9464717,8023.303576,43297.62532,165.9295858
SARIMA,1,0,4,1,0,1,79429.73813,222.0168089,8023.303576,32433.897,141.5405286
SARIMA,1,0,4,1,0,2,80648.17423,223.0529806,8023.303576,31505.11048,138.9415301
SARIMA,1,0,4,1,1,0,120365.0164,290.4324695,8023.303576,96394.75353,260.6746226
SARIMA,1,0,4,1,1,1,79590.32243,219.1225986,8023.303576,30824.30305,137.8723353
SARIMA,1,0,4,1,1,2,79032.41664,218.5092614,8023.303576,30806.0711,137.7583137
SARIMA,1,0,4,2,0,0,74776.44823,211.9839058,8023.303576,42425.6569,163.0596947
SARIMA,1,0,4,2,0,1,79823.78422,221.8570478,8023.303576,31575.4871,139.119242
SARIMA,1,0,4,2,0,2,79995.1404,222.7286895,8023.303576,32118.15304,140.6482366
SARIMA,1,0,4,2,1,0,98750.35902,261.9607311,8023.303576,68531.57377,215.5137448
SARIMA,1,0,4,2,1,1,80483.1636,220.6178026,8023.303576,30821.82435,137.8402411
SARIMA,1,0,4,2,1,2,82129.13528,223.0192874,8023.303576,30843.977,137.5407258
SARIMA,1,0,5,0,0,0,80818.33763,220.4828948,8023.303576,43074.97695,165.3318731
SARIMA,1,0,5,0,0,1,80684.82015,220.9752669,8023.303576,42658.48318,163.981052
SARIMA,1,0,5,0,0,2,78512.50345,217.9750834,8023.303576,42999.69489,165.0371574
SARIMA,1,0,5,0,1,0,115332.4746,279.9290243,8023.303576,80286.07128,228.0913656
SARIMA,1,0,5,0,1,1,79430.69602,219.1124172,8023.303576,30822.45684,137.8187336
SARIMA,1,0,5,0,1,2,80203.30751,220.374225,8023.303576,30812.18459,137.7347196
SARIMA,1,0,5,1,0,0,79190.70701,219.7907755,8023.303576,43162.94509,165.5583628
SARIMA,1,0,5,1,0,1,79308.86149,221.0288265,8023.303576,31623.66813,139.2366575
SARIMA,1,0,5,1,0,2,80544.72293,222.5321459,8023.303576,31283.13007,138.4049129
SARIMA,1,0,5,1,1,0,119990.1028,289.7122942,8023.303576,95910.2356,259.8855708
SARIMA,1,0,5,1,1,1,79627.16893,219.4046921,8023.303576,30825.29599,137.8280306
SARIMA,1,0,5,1,1,2,80049.97391,220.1557794,8023.303576,30811.67234,137.7356674
SARIMA,1,0,5,2,0,0,74548.18962,211.4813546,8023.303576,42388.82119,162.903001
SARIMA,1,0,5,2,0,1,76417.90539,216.8553678,8023.303576,32040.34738,140.3972707
SARIMA,1,0,5,2,0,2,80168.17323,222.0341561,8023.303576,31313.41238,138.4870087
SARIMA,1,0,5,2,1,0,78667.8321,218.3531976,8023.303576,33899.88027,146.7548378
SARIMA,1,0,5,2,1,1,79976.34717,219.9447865,8023.303576,30817.24795,137.811644
SARIMA,1,0,5,2,1,2,82621.8956,223.0477699,8023.303576,30861.14697,137.9723243
SARIMA,1,0,6,0,0,0,82924.23101,235.5598722,8023.303576,72091.71516,222.8238363
SARIMA,1,0,6,0,0,1,80782.61292,221.6936598,8023.303576,42811.06276,164.4790673
SARIMA,1,0,6,0,0,2,78714.31062,217.9515466,8023.303576,42612.08291,163.7847706
SARIMA,1,0,6,0,1,0,97206.98638,256.1832375,8023.303576,66962.16349,216.8836167
SARIMA,1,0,6,0,1,1,79631.76195,219.4278599,8023.303576,30821.7105,137.8136985
SARIMA,1,0,6,0,1,2,80450.81909,220.7670422,8023.303576,30810.84513,137.7312242
SARIMA,1,0,6,1,0,0,79208.87147,220.2825256,8023.303576,43372.97236,166.138968
SARIMA,1,0,6,1,0,1,79408.97657,221.1173593,8023.303576,31550.47865,139.0470044
SARIMA,1,0,6,1,0,2,80568.65921,222.625153,8023.303576,31325.5818,138.4876972
SARIMA,1,0,6,1,1,0,85696.46003,239.3494571,8023.303576,50102.51564,183.6053392
SARIMA,1,0,6,1,1,1,79804.12046,219.6934295,8023.303576,30823.98071,137.8200371
SARIMA,1,0,6,1,1,2,79956.01054,220.0206205,8023.303576,30811.08308,137.7619312
SARIMA,1,0,6,2,0,0,74276.26923,211.1077044,8023.303576,42406.27526,162.9785719
SARIMA,1,0,6,2,0,1,78464.617,219.3529192,8023.303576,31345.56157,138.5603425
SARIMA,1,0,6,2,0,2,81151.0791,223.7156152,8023.303576,31462.10509,138.802292
SARIMA,1,0,6,2,1,0,89126.56121,243.4724336,8023.303576,53543.54149,190.7606752
SARIMA,1,0,6,2,1,1,79970.8308,219.9424848,8023.303576,30816.88736,137.8094244
SARIMA,1,0,6,2,1,2,80090.29806,220.4339912,8023.303576,30823.21409,137.6458084
SARIMA,1,1,0,0,0,0,77927.28867,221.2549896,8023.303576,45065.35598,169.7157861
SARIMA,1,1,0,0,0,1,79288.26728,220.2399313,8023.303576,42672.56765,163.5503689
SARIMA,1,1,0,0,0,2,76441.70302,218.7592172,8023.303576,44152.53084,167.6650997
SARIMA,1,1,0,0,1,0,524612.8166,629.8611444,8023.303576,14493549.97,3564.395662
SARIMA,1,1,0,0,1,1,115429.5031,282.4815384,8023.303576,246614.4998,457.5287316
SARIMA,1,1,0,0,1,2,108264.6437,273.0465073,8023.303576,187857.089,394.0131666
SARIMA,1,1,0,1,0,0,78195.6779,218.544759,8023.303576,42530.60811,163.0881248
SARIMA,1,1,0,1,0,1,116764.2682,283.9881321,8023.303576,254225.8053,464.7796939
SARIMA,1,1,0,1,0,2,110076.076,275.1518413,8023.303576,197773.5728,405.0449606
SARIMA,1,1,0,1,1,0,569758.6624,641.6866922,8023.303576,5424305.925,2224.992225
SARIMA,1,1,0,1,1,1,114553.2609,281.3237507,8023.303576,242404.2396,453.1410596
SARIMA,1,1,0,1,1,2,110175.6653,275.6919128,8023.303576,200399.0415,408.5119705
SARIMA,1,1,0,2,0,0,77510.43624,227.584966,8023.303576,54345.01635,188.4992384
SARIMA,1,1,0,2,0,1,110227.2511,275.370043,8023.303576,197371.0449,404.631798
SARIMA,1,1,0,2,0,2,111808.6004,277.5657208,8023.303576,209065.0662,417.7220069
SARIMA,1,1,0,2,1,0,951269.9038,827.2062552,8023.303576,11825578.37,3275.605111
SARIMA,1,1,0,2,1,1,107543.538,272.0407769,8023.303576,185001.9347,390.5375186
SARIMA,1,1,0,2,1,2,108402.2863,273.2924539,8023.303576,191639.981,398.3117764
SARIMA,1,1,1,0,0,0,77959.59068,220.9953643,8023.303576,44976.96717,169.529713
SARIMA,1,1,1,0,0,1,82465.36412,221.1627419,8023.303576,42226.6096,161.1325719
SARIMA,1,1,1,0,0,2,79857.39113,217.534914,8023.303576,42178.40684,161.2130637
SARIMA,1,1,1,0,1,0,179349.6686,351.5090434,8023.303576,327007.7002,520.5986442
SARIMA,1,1,1,0,1,1,98857.89938,259.6636285,8023.303576,131440.6458,321.3602231
SARIMA,1,1,1,0,1,2,91976.05739,249.3993967,8023.303576,96331.34938,268.0744045
SARIMA,1,1,1,1,0,0,80791.59994,219.3228305,8023.303576,42206.02115,161.1504517
SARIMA,1,1,1,1,0,1,97959.16629,258.7964479,8023.303576,127118.9124,315.5715675
SARIMA,1,1,1,1,0,2,91573.19885,249.1044449,8023.303576,94920.03396,266.1088574
SARIMA,1,1,1,1,1,0,150506.3122,325.7249414,8023.303576,310301.9888,518.1032429
SARIMA,1,1,1,1,1,1,95953.73286,255.3270055,8023.303576,117815.3748,301.4025169
SARIMA,1,1,1,1,1,2,101716.2286,263.8745291,8023.303576,145070.5777,340.357261
SARIMA,1,1,1,2,0,0,75459.43538,211.4172494,8023.303576,42158.8149,161.3985004
SARIMA,1,1,1,2,0,1,92729.81087,250.9549261,8023.303576,100734.1096,275.587213
SARIMA,1,1,1,2,0,2,112736.6592,279.3471773,8023.303576,195430.4397,403.6239077
SARIMA,1,1,1,2,1,0,118949.1114,290.3622769,8023.303576,198646.4627,405.252946
SARIMA,1,1,1,2,1,1,93190.02596,251.2925825,8023.303576,102601.2636,278.0560736
SARIMA,1,1,1,2,1,2,95623.08591,254.6548205,8023.303576,115911.9222,298.5322331
SARIMA,1,1,2,0,0,0,77860.6325,222.2412257,8023.303576,46167.08299,172.0428093
SARIMA,1,1,2,0,0,1,82141.29946,220.9062192,8023.303576,42191.03236,161.1791542
SARIMA,1,1,2,0,0,2,79813.16786,217.5216282,8023.303576,42172.70301,161.2319248
SARIMA,1,1,2,0,1,0,178247.5092,350.6120399,8023.303576,330459.076,523.766145
SARIMA,1,1,2,0,1,1,84445.60745,236.8999482,8023.303576,63010.48582,208.0362052
SARIMA,1,1,2,0,1,2,131275.3019,305.2981641,8023.303576,258197.7645,472.4208908
SARIMA,1,1,2,1,0,0,80791.23645,219.3227011,8023.303576,42206.00937,161.1504657
SARIMA,1,1,2,1,0,1,127175.943,299.8871904,8023.303576,245575.7731,459.7285941
SARIMA,1,1,2,1,0,2,83272.82627,234.5953279,8023.303576,55461.11934,193.1775184
SARIMA,1,1,2,1,1,0,153650.8281,329.3665407,8023.303576,318250.1738,525.480269
SARIMA,1,1,2,1,1,1,83514.40968,235.2469303,8023.303576,57742.37658,197.6615708
SARIMA,1,1,2,1,1,2,84488.42141,236.9500174,8023.303576,64003.55449,209.867624
SARIMA,1,1,2,2,0,0,75252.64576,211.1789305,8023.303576,42159.24411,161.4103017
SARIMA,1,1,2,2,0,1,84825.52377,237.290666,8023.303576,67107.40743,216.4260654
SARIMA,1,1,2,2,0,2,87351.24864,241.5092914,8023.303576,81073.41736,241.8615427
SARIMA,1,1,2,2,1,0,124000.2265,296.7612649,8023.303576,220994.6251,430.5445446
SARIMA,1,1,2,2,1,1,82461.02101,232.9373258,8023.303576,51500.97575,185.1841058
SARIMA,1,1,2,2,1,2,148152.3313,325.2836669,8023.303576,398778.9142,595.1314092
SARIMA,1,1,3,0,0,0,77869.65059,222.8048885,8023.303576,46677.57303,173.1232023
SARIMA,1,1,3,0,0,1,82021.05904,220.8345118,8023.303576,42182.13829,161.2021487
SARIMA,1,1,3,0,0,2,79796.83173,217.4954986,8023.303576,42173.34893,161.2296219
SARIMA,1,1,3,0,1,0,182050.1058,353.3291445,8023.303576,332861.5072,524.7472652
SARIMA,1,1,3,0,1,1,83149.41864,234.4774043,8023.303576,56224.00148,194.622823
SARIMA,1,1,3,0,1,2,79448.42427,224.5948936,8023.303576,35032.90508,148.2182209
SARIMA,1,1,3,1,0,0,80750.86722,219.2916382,8023.303576,42202.48097,161.1558371
SARIMA,1,1,3,1,0,1,84913.25032,237.298683,8023.303576,67841.49539,217.6599481
SARIMA,1,1,3,1,0,2,82840.44908,233.6516071,8023.303576,56173.95354,194.6270237
SARIMA,1,1,3,1,1,0,158966.1779,335.3183847,8023.303576,343291.1748,547.6543991
SARIMA,1,1,3,1,1,1,125836.2903,297.8886966,8023.303576,231260.4431,444.6115292
SARIMA,1,1,3,1,1,2,81433.3367,228.7343676,8023.303576,47449.76755,176.5727532
SARIMA,1,1,3,2,0,0,75179.2086,211.1149571,8023.303576,42159.96923,161.425827
SARIMA,1,1,3,2,0,1,83333.24882,234.5992728,8023.303576,59560.3952,201.5444443
SARIMA,1,1,3,2,0,2,82571.23509,233.0210729,8023.303576,55755.71516,193.6902578
SARIMA,1,1,3,2,1,0,125843.4033,298.9266268,8023.303576,215211.55,424.5762944
SARIMA,1,1,3,2,1,1,84520.42999,236.26753,8023.303576,55610.80575,193.2031415
SARIMA,1,1,3,2,1,2,84561.7386,235.5441694,8023.303576,64785.68779,211.1346296
SARIMA,1,1,4,0,0,0,77853.93472,222.3584324,8023.303576,46306.01222,172.3416466
SARIMA,1,1,4,0,0,1,82291.6971,221.1177328,8023.303576,42203.20011,161.1546545
SARIMA,1,1,4,0,0,2,79866.00253,217.713668,8023.303576,42172.30699,161.2333622
SARIMA,1,1,4,0,1,0,177724.3774,349.5145533,8023.303576,326855.716,519.9286388
SARIMA,1,1,4,0,1,1,81381.56204,230.0846308,8023.303576,44991.39159,171.6216031
SARIMA,1,1,4,0,1,2,105831.6546,269.972241,8023.303576,156337.8756,356.0234997
SARIMA,1,1,4,1,0,0,80870.8206,219.5256009,8023.303576,42211.76237,161.1438043
SARIMA,1,1,4,1,0,1,86619.1475,240.2515078,8023.303576,76983.20033,234.8244296
SARIMA,1,1,4,1,0,2,83362.19099,234.4292014,8023.303576,57335.63147,196.9094195
SARIMA,1,1,4,1,1,0,154033.2549,329.8012726,8023.303576,321808.6216,528.3994729
SARIMA,1,1,4,1,1,1,91046.77872,247.8843858,8023.303576,95849.46081,267.0117486
SARIMA,1,1,4,1,1,2,80102.67798,226.1175128,8023.303576,39835.06546,159.9975281
SARIMA,1,1,4,2,0,0,75213.22024,211.2400714,8023.303576,42159.70297,161.4206973
SARIMA,1,1,4,2,0,1,85929.71872,239.0657804,8023.303576,73150.0855,227.9736981
SARIMA,1,1,4,2,0,2,85487.15961,238.114894,8023.303576,70380.98884,222.4377101
SARIMA,1,1,4,2,1,0,145120.1875,320.8444927,8023.303576,368024.8087,567.5508679
SARIMA,1,1,4,2,1,1,86892.22913,240.1443258,8023.303576,75323.81315,231.3274608
SARIMA,1,1,4,2,1,2,86916.53562,239.502052,8023.303576,80624.87166,240.7175724
SARIMA,1,1,5,0,0,0,78006.04106,224.1154284,8023.303576,47651.43285,175.1269515
SARIMA,1,1,5,0,0,1,82384.47628,221.4601199,8023.303576,42204.11651,161.1531612
SARIMA,1,1,5,0,0,2,79795.33172,217.6294307,8023.303576,42172.11469,161.2340674
SARIMA,1,1,5,0,1,0,189768.1233,361.6918306,8023.303576,364385.3453,552.7488037
SARIMA,1,1,5,0,1,1,81075.36473,229.828136,8023.303576,45933.86536,173.6893213
SARIMA,1,1,5,0,1,2,93749.99649,251.3611776,8023.303576,111156.3989,290.796378
SARIMA,1,1,5,1,0,0,80335.12802,219.0296434,8023.303576,42197.03783,161.1653653
SARIMA,1,1,5,1,0,1,91843.28677,249.394328,8023.303576,100169.656,274.2082667
SARIMA,1,1,5,1,0,2,83215.10858,233.9897501,8023.303576,55893.73455,193.9769912
SARIMA,1,1,5,1,1,0,157208.7671,332.6996439,8023.303576,328577.0427,533.6395889
SARIMA,1,1,5,1,1,1,79363.40491,225.3996513,8023.303576,37888.51521,155.5033317
SARIMA,1,1,5,1,1,2,84156.75523,233.1476483,8023.303576,58527.58283,198.2923225
SARIMA,1,1,5,2,0,0,74877.26904,210.9113492,8023.303576,42159.69657,161.4198355
SARIMA,1,1,5,2,0,1,89436.88626,245.2041997,8023.303576,90989.71153,259.0964733
SARIMA,1,1,5,2,0,2,90855.74968,247.1220191,8023.303576,98355.96347,270.6035802
SARIMA,1,1,5,2,1,0,119177.235,290.570882,8023.303576,202388.4767,409.4182516
SARIMA,1,1,5,2,1,1,85584.23902,237.4138735,8023.303576,70589.8883,222.1299534
SARIMA,1,1,5,2,1,2,87164.85171,239.7711694,8023.303576,81021.41666,241.0088751
SARIMA,1,1,6,0,0,0,78926.95988,227.9329421,8023.303576,50452.59108,180.694073
SARIMA,1,1,6,0,0,1,82393.11376,221.4377895,8023.303576,42205.41026,161.1511819
SARIMA,1,1,6,0,0,2,79785.17779,218.0318401,8023.303576,42163.28072,161.2745773
SARIMA,1,1,6,0,1,0,191685.22,363.336786,8023.303576,385462.6023,570.428347
SARIMA,1,1,6,0,1,1,89972.69535,245.8447036,8023.303576,92987.79571,261.9890572
SARIMA,1,1,6,0,1,2,85691.47746,238.5201959,8023.303576,67643.89216,217.3340291
SARIMA,1,1,6,1,0,0,79398.88706,218.6239122,8023.303576,42175.11607,161.5832898
SARIMA,1,1,6,1,0,1,91076.23468,247.554093,8023.303576,98365.84779,270.7330506
SARIMA,1,1,6,1,0,2,84528.82319,236.2523956,8023.303576,62148.32498,206.422515
SARIMA,1,1,6,1,1,0,157562.5417,333.2626809,8023.303576,327685.2168,533.2690619
SARIMA,1,1,6,1,1,1,78329.84975,222.7335746,8023.303576,39254.92997,158.6482954
SARIMA,1,1,6,1,1,2,86556.21571,240.0113585,8023.303576,73345.62837,227.982983
SARIMA,1,1,6,2,0,0,74942.32426,211.1817196,8023.303576,42164.08694,161.4803883
SARIMA,1,1,6,2,0,1,86168.0733,239.3449272,8023.303576,73589.0284,228.5869573
SARIMA,1,1,6,2,0,2,82804.50019,233.5834181,8023.303576,55250.13202,192.8739923
SARIMA,1,1,6,2,1,0,128363.3916,301.7791095,8023.303576,228649.7301,438.9557432
SARIMA,1,1,6,2,1,1,87657.47471,240.4406824,8023.303576,79117.21952,237.1670912
SARIMA,1,1,6,2,1,2,91113.88017,247.1060429,8023.303576,98515.78858,270.5083163
SARIMA,2,0,0,0,0,0,482598.2798,644.763321,8023.303576,1398132.642,1159.914263
SARIMA,2,0,0,0,0,1,648604.2678,757.4207301,8023.303576,1467077.664,1191.552067
SARIMA,2,0,0,0,0,2,730271.4803,803.1007008,8023.303576,1491717.757,1202.690911
SARIMA,2,0,0,0,1,0,142786.7299,311.1667334,8023.303576,109222.1482,268.0498604
SARIMA,2,0,0,0,1,1,83621.35427,224.2206637,8023.303576,30909.66617,138.2701007
SARIMA,2,0,0,0,1,2,83194.1539,223.9924159,8023.303576,30869.25235,138.0607951
SARIMA,2,0,0,1,0,0,794777.3631,842.2126717,8023.303576,1500861.047,1206.833604
SARIMA,2,0,0,1,0,1,81724.17992,225.8067396,8023.303576,32565.6876,141.8407191
SARIMA,2,0,0,1,0,2,81639.38784,225.1921692,8023.303576,32342.9823,141.2623979
SARIMA,2,0,0,1,1,0,115542.8743,284.9124005,8023.303576,92105.62965,254.83804
SARIMA,2,0,0,1,1,1,83225.89234,223.9426867,8023.303576,30885.11997,138.1705267
SARIMA,2,0,0,1,1,2,83060.21589,223.8441818,8023.303576,30863.56223,138.0223158
SARIMA,2,0,0,2,0,0,67553.60839,190.7876753,8023.303576,548384.3676,687.7145718
SARIMA,2,0,0,2,0,1,81603.0181,225.2907148,8023.303576,32648.74975,142.0768253
SARIMA,2,0,0,2,0,2,81380.34842,223.6510424,8023.303576,31302.40184,138.4519891
SARIMA,2,0,0,2,1,0,97282.48439,260.1812936,8023.303576,67108.05281,213.1334585
SARIMA,2,0,0,2,1,1,82629.23815,223.2735536,8023.303576,30848.77337,137.9778692
SARIMA,2,0,0,2,1,2,83045.01927,223.4189925,8023.303576,30891.07619,138.2283619
SARIMA,2,0,1,0,0,0,80622.5303,220.5430508,8023.303576,43231.00005,165.7621198
SARIMA,2,0,1,0,0,1,80307.70473,221.7728782,8023.303576,43398.9818,166.1333243
SARIMA,2,0,1,0,0,2,78578.46102,218.0362132,8023.303576,42874.82951,164.474918
SARIMA,2,0,1,0,1,0,101936.3426,250.4077759,8023.303576,46920.65271,173.4767185
SARIMA,2,0,1,0,1,1,79987.86867,219.7895988,8023.303576,30828.29917,137.8764605
SARIMA,2,0,1,0,1,2,83150.6312,224.1762694,8023.303576,31178.63996,137.5172724
SARIMA,2,0,1,1,0,0,79162.48057,219.4987306,8023.303576,42873.75168,164.635188
SARIMA,2,0,1,1,0,1,74147.71877,210.540186,8023.303576,30857.29123,137.6492979
SARIMA,2,0,1,1,0,2,80219.91117,222.3816854,8023.303576,31542.9851,139.005302
SARIMA,2,0,1,1,1,0,78094.65322,218.3312302,8023.303576,36305.03994,152.0599707
SARIMA,2,0,1,1,1,1,81334.07357,221.6892709,8023.303576,30841.06255,137.9225209
SARIMA,2,0,1,1,1,2,78418.48226,217.6285541,8023.303576,30815.51722,137.714228
SARIMA,2,0,1,2,0,0,77646.91019,217.4518715,8023.303576,36268.54812,151.8388189
SARIMA,2,0,1,2,0,1,72998.59833,212.5831211,8023.303576,42026.94248,161.0429844
SARIMA,2,0,1,2,0,2,78706.84704,220.0800578,8023.303576,31700.97122,139.4372363
SARIMA,2,0,1,2,1,0,96033.92989,258.4491223,8023.303576,65698.17184,210.3369095
SARIMA,2,0,1,2,1,1,82448.9737,222.9273489,8023.303576,30772.27306,137.3157465
SARIMA,2,0,1,2,1,2,81060.86797,220.9725253,8023.303576,30841.33776,137.9854771
SARIMA,2,0,2,0,0,0,82422.32935,233.9416491,8023.303576,71309.16526,221.4158028
SARIMA,2,0,2,0,0,1,80531.23215,221.4332685,8023.303576,43140.19855,165.4957275
SARIMA,2,0,2,0,0,2,78759.03277,218.017864,8023.303576,42707.10805,164.0647693
SARIMA,2,0,2,0,1,0,104986.8774,253.5280077,8023.303576,46998.35666,173.5229157
SARIMA,2,0,2,0,1,1,81949.36863,222.7213006,8023.303576,30835.69828,137.8214624
SARIMA,2,0,2,0,1,2,82936.49442,223.760552,8023.303576,30842.52452,137.8079573
SARIMA,2,0,2,1,0,0,79302.24261,219.452511,8023.303576,42740.96463,164.2292776
SARIMA,2,0,2,1,0,1,80643.46024,223.9861727,8023.303576,32442.25591,141.5708663
SARIMA,2,0,2,1,0,2,79868.72781,221.7919475,8023.303576,31430.46958,138.7764266
SARIMA,2,0,2,1,1,0,117752.8597,287.6186832,8023.303576,94795.42582,259.1532738
SARIMA,2,0,2,1,1,1,81979.93587,222.4843083,8023.303576,30852.75467,137.9984911
SARIMA,2,0,2,1,1,2,80716.98717,222.3055442,8023.303576,31074.8289,137.8009388
SARIMA,2,0,2,2,0,0,74679.01333,211.9709414,8023.303576,42689.93109,163.9057698
SARIMA,2,0,2,2,0,1,79971.62766,221.9836451,8023.303576,31516.59173,138.9553311
SARIMA,2,0,2,2,0,2,79394.967,220.3429111,8023.303576,31077.09038,137.896422
SARIMA,2,0,2,2,1,0,97693.73265,261.4610372,8023.303576,67783.44781,214.4275872
SARIMA,2,0,2,2,1,1,81987.34227,222.6012718,8023.303576,30691.31488,137.3401647
SARIMA,2,0,2,2,1,2,80239.64187,221.0998569,8023.303576,30880.90504,137.6648605
SARIMA,2,0,3,0,0,0,80712.67348,220.1822214,8023.303576,42867.11086,164.6831696
SARIMA,2,0,3,0,0,1,81047.37869,221.1218877,8023.303576,42319.26147,162.7748865
SARIMA,2,0,3,0,0,2,79280.77138,217.7237567,8023.303576,42272.6027,162.4794786
SARIMA,2,0,3,0,1,0,124533.9807,292.8114502,8023.303576,94692.61869,251.1555242
SARIMA,2,0,3,0,1,1,79397.32115,220.1966998,8023.303576,31027.90636,137.7199533
SARIMA,2,0,3,0,1,2,80420.51125,221.6439986,8023.303576,30984.60328,137.654531
SARIMA,2,0,3,1,0,0,80594.4395,218.63266,8023.303576,214866.1169,411.0582906
SARIMA,2,0,3,1,0,1,79559.2156,220.9507989,8023.303576,31159.59035,138.2084228
SARIMA,2,0,3,1,0,2,81015.07816,223.0750635,8023.303576,31104.07434,138.0465994
SARIMA,2,0,3,1,1,0,114656.1148,283.1688287,8023.303576,89551.30636,249.0209379
SARIMA,2,0,3,1,1,1,82128.64349,222.6297713,8023.303576,30886.65363,137.6405213
SARIMA,2,0,3,1,1,2,80104.09057,220.9469019,8023.303576,30931.145,137.6038111
SARIMA,2,0,3,2,0,0,82577.42598,226.0185917,8023.303576,36853.20842,153.9537468
SARIMA,2,0,3,2,0,1,80427.05093,222.3540183,8023.303576,31199.57255,138.2611832
SARIMA,2,0,3,2,0,2,80537.36892,222.352276,8023.303576,31071.13166,138.0144832
SARIMA,2,0,3,2,1,0,83774.84599,235.4619498,8023.303576,42917.24535,164.1328243
SARIMA,2,0,3,2,1,1,81112.3216,222.2223475,8023.303576,30818.43476,137.3232794
SARIMA,2,0,3,2,1,2,80174.97792,221.012807,8023.303576,30935.39502,137.6266358
SARIMA,2,0,4,0,0,0,79709.48599,227.0258078,8023.303576,54740.8375,190.2252578
SARIMA,2,0,4,0,0,1,80711.46208,221.3991517,8023.303576,42745.64663,164.2599259
SARIMA,2,0,4,0,0,2,78372.76617,216.9238372,8023.303576,42320.51421,162.3088168
SARIMA,2,0,4,0,1,0,123579.1224,291.4648248,8023.303576,93142.51232,248.7183484
SARIMA,2,0,4,0,1,1,83037.71784,224.2092502,8023.303576,31148.19554,137.3971749
