Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
11:00:00,51.012499999999996,43.927499999999995,43.067499999999995,46.644999999999996,58.8975,69.21749999999999,45.7725
12:00:00,61.772499999999994,52.83749999999999,53.414999999999985,68.3725,90.8375,117.28750000000002,64.345
13:00:00,99.30250000000001,43.150000000000006,66.61500000000001,70.63499999999999,87.0775,123.00500000000002,98.44
14:00:00,93.5975,57.942499999999995,70.50750000000001,97.67000000000002,98.1075,148.63500000000002,137.31500000000003
15:00:00,128.735,58.032500000000006,111.54,113.58250000000001,143.865,142.82000000000002,141.07750000000001
16:00:00,135.79000000000002,115.54249999999999,111.94750000000002,148.9,162.4175,135.95000000000002,131.625
17:00:00,75.3675,72.995,63.845000000000006,88.46000000000001,91.62,113.58500000000001,107.5275
18:00:00,80.11,80.9775,40.51,53.2675,81.30666666666667,99.85,91.645
19:00:00,66.6625,53.94,63.68249999999999,59.34749999999999,106.66666666666667,81.885,83.94000000000001
20:00:00,61.4825,74.785,68.4725,71.87,94.66000000000001,105.915,74.0075
21:00:00,58.260000000000005,72.18,97.19,99.72500000000001,124.27333333333335,116.1,83.4075
22:00:00,36.225,55.00500000000001,52.15249999999999,81.19500000000001,90.99,77.4,55.0
23:00:00,0.0,0.0,0.0,0.0,46.07999999999999,39.88,0.0
