Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
11:00:00,118.04500000000003,122.8475,104.86500000000004,93.375,67.4725,88.83000000000001,64.31
12:00:00,181.58250000000004,187.18500000000006,107.15,141.42249999999999,112.69749999999999,116.785,119.0275
13:00:00,134.33749999999998,140.825,126.11750000000002,112.9425,121.51750000000001,148.31,200.805
14:00:00,238.15500000000011,167.78750000000002,134.7025,134.9025,111.73250000000003,199.4125,180.57250000000002
15:00:00,154.45250000000001,184.6925,120.53249999999998,144.1125,165.6975,202.63250000000002,189.01000000000005
16:00:00,134.52999999999997,203.79000000000002,160.3,144.09750000000003,206.57749999999996,203.35000000000002,164.91750000000002
17:00:00,153.5275,113.73499999999999,138.60500000000002,91.2825,130.385,116.21000000000001,180.32000000000005
18:00:00,131.88000000000002,115.06500000000003,88.91,81.6275,158.48000000000002,114.10749999999999,110.7
19:00:00,86.94749999999999,85.85500000000002,110.05499999999999,77.515,99.84750000000001,108.37750000000001,99.79249999999999
20:00:00,88.1575,100.72249999999998,90.41999999999999,80.7025,127.9025,121.77499999999998,114.04750000000001
21:00:00,108.75749999999998,87.97749999999999,97.11250000000001,106.61749999999999,89.04249999999999,119.7625,97.62499999999999
22:00:00,66.995,67.29500000000002,48.17,73.9775,100.1575,72.8025,41.515
23:00:00,0.0,0.0,3.99,0.0,51.515,34.9375,0.0
