Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
11:00:00,46.0475,69.42999999999999,61.7375,75.4325,76.5775,78.5925,58.397500000000015
12:00:00,110.39250000000001,136.8125,101.44,69.89500000000001,95.27250000000001,110.18750000000003,79.73000000000002
13:00:00,117.03,110.75750000000001,126.6025,103.0875,143.19500000000002,126.52250000000001,135.995
14:00:00,117.28750000000002,103.56750000000002,143.63750000000002,90.60499999999999,135.23749999999998,160.27,151.17249999999999
15:00:00,177.1175,185.8975,156.44500000000002,150.15000000000003,185.34500000000003,201.27500000000003,152.45000000000002
16:00:00,204.13250000000002,192.0075,187.19750000000005,185.61500000000004,196.88750000000005,186.38250000000002,148.405
17:00:00,84.5425,116.94000000000001,97.9475,105.26000000000002,114.56750000000002,146.3925,98.17
18:00:00,95.47000000000001,107.04749999999999,109.69250000000002,104.70500000000001,89.61999999999999,94.465,142.915
19:00:00,62.80749999999999,62.1475,68.39999999999999,67.9325,95.0775,108.43499999999999,97.8125
20:00:00,69.815,73.505,78.3,67.17750000000001,87.4275,110.75750000000001,128.54500000000002
21:00:00,78.9025,86.265,91.51,113.96000000000001,89.415,90.52749999999999,88.52250000000001
22:00:00,41.114999999999995,59.1275,64.0625,39.2325,60.5825,58.6725,50.29
23:00:00,0.0,0.0,0.0,0.0,22.5775,38.16499999999999,0.0
