forecast_season,model,MSE,MAE,AIC,ForeMSE,ForeMAE
-1.2363150254359638,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
-0.9512395786819283,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
-0.3822209473840559,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
0.3675015721702195,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
0.3814929628746455,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
0.561246889220655,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
0.7719641192170812,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
0.8174572585249891,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
0.6765418467182016,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
0.26636563582150785,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
-0.4607630880671323,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
58.35711528654327,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
88.45851516848438,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
103.08481076152287,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
118.08411033432102,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
132.4095858225313,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
129.73547267028295,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
97.57295847879928,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
84.56084866174396,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
76.05358775732155,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
83.43697650986292,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
86.90845449271127,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
62.3791507051244,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
8.17283757624611,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
-2.814012358224943,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
-0.8487616656984258,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
0.9601549334643522,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
2.4614278675518833,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
3.5345509773482036,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
4.093833361079021,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
4.092575479088566,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
3.5361306774743966,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
2.475050655109321,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
0.9977086917247604,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
-0.7731095598524789,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
57.15844618264553,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
86.63689306619199,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
100.96661607791799,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
116.01128040172492,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
130.69646248309243,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
128.63212456104822,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
97.23901480744638,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
85.05232092994063,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
77.323071025908,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
85.34632366475769,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
89.25164010136277,TBATS-hourly-season,886.7694173915046,17.8737560439932,208504.41059279186,417.53672304174944,12.899406741477073
