Date,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,Daily
2016-02-24,72.42,147.0,167.54,173.35,209.02,162.1,144.41,134.0,66.99,65.58,92.88,72.66,0.0,1507.95
2016-02-25,70.94,112.99,110.51,191.45,231.39,182.79,114.39,87.95,112.37,49.43,61.73,81.99,0.0,1407.9299999999998
2016-02-26,68.26,93.77,130.44,103.35,188.54,207.42,67.75,81.37,93.5,130.96,83.48,134.3,84.27,1467.4099999999999
2016-02-27,75.44,177.74,139.55,124.56,119.77,190.43,159.58,85.79,63.84,109.66,96.7,111.11,30.89,1485.06
2016-02-28,47.57,65.97,160.05,182.14,218.52,197.85,119.49,62.05,104.68,104.67,57.94,85.49,0.0,1406.42
2016-02-29,69.98,144.21,134.7,89.82,128.78,191.25,163.45,129.28,50.6,74.19,55.61,20.15,0.0,1252.02
2016-03-01,94.23,93.79,107.31,106.62,187.97,171.41,93.85,79.21,93.74,104.25,38.52,51.49,0.0,1222.39
2016-03-02,82.22,61.44,78.7,122.88,113.66,146.87,65.28,125.98,120.39,62.37,119.52,60.48,0.0,1159.79
2016-03-03,38.9,116.24,86.6,105.23,114.0,87.14,69.36,97.9,48.46,76.53,78.76,53.97,0.0,973.0899999999999
2016-03-04,47.21,70.45,121.97,97.62,166.02,162.11,102.03,76.02,85.85,53.76,162.11,103.53,30.57,1279.25
2016-03-05,30.95,92.9,71.46,106.95,65.48,58.75,36.25,27.89,49.05,21.75,89.1,73.99,29.79,754.31
2016-03-06,53.75,63.55,102.09,148.84,172.32,117.22,96.44,75.56,65.34,49.14,39.47,36.16,0.0,1019.88
2016-03-07,27.18,74.49,106.26,57.76,80.41,164.24,100.5,75.76,57.26,80.77,37.6,68.17,0.0,930.3999999999999
2016-03-08,31.42,31.54,52.02,39.45,34.28,31.86,56.8,49.3,71.72,49.42,84.44,116.86,0.0,649.11
2016-03-09,54.51,57.85,83.86,64.12,65.22,153.01,123.18,76.01,74.61,120.8,123.01,60.0,0.0,1056.1799999999998
2016-03-10,15.69,44.99,47.87,43.16,31.6,86.72,73.71,16.32,33.9,79.68,81.19,62.43,0.0,617.2599999999999
2016-03-11,55.08,31.98,78.75,56.25,89.06,105.59,83.02,39.9,103.37,111.14,151.39,94.1,65.53,1065.16
2016-03-12,65.24,65.81,71.92,84.46,86.86,70.08,56.46,76.89,43.58,69.15,56.16,53.43,23.75,823.79
2016-03-13,11.55,86.26,93.38,92.6,143.49,90.47,98.16,161.11,74.52,109.98,114.42,99.98,0.0,1175.92
2016-03-14,55.49,75.85,90.45,56.78,62.78,149.94,78.7,48.05,66.75,42.75,15.5,71.41258064516127,0.0,814.4525806451613
2016-03-15,53.05781249999999,80.93656250000002,97.68484848484849,110.84454545454547,133.90727272727273,128.19,99.47000000000001,86.780625,82.2415625,86.0525,85.5471875,71.41258064516127,0.0,1116.1254973118282
2016-03-16,73.39,85.26,172.36,186.26,164.34,69.23,112.66,122.52,110.38,108.8,74.59,83.75,0.0,1363.54
2016-03-17,53.05781249999999,80.93656250000002,97.68484848484849,110.84454545454547,133.90727272727273,128.19,99.47000000000001,86.780625,82.2415625,86.0525,85.5471875,71.41258064516127,0.0,1116.1254973118282
2016-03-18,53.05781249999999,80.93656250000002,68.28,38.35,196.99,206.58,99.47000000000001,86.780625,82.2415625,86.0525,85.5471875,71.41258064516127,0.0,1155.6988306451615
2016-03-19,19.74,68.72,157.17,191.96,122.68,151.34,157.38,74.33,57.4,53.78,107.58,110.17,47.9,1320.15
2016-03-20,62.19,68.18,123.67,105.38,205.19,152.93,141.78,103.18,100.39,109.76,77.05,70.43,0.0,1320.13
2016-03-21,39.06,91.18,69.79,47.97,123.8,154.58,73.22,61.45,45.15,68.48,42.42,11.7,0.0,828.8
2016-03-22,77.18,127.13,70.52,174.16,169.85,200.46,86.63,101.99,132.29,62.73,122.04,45.39,0.0,1370.3700000000001
2016-03-23,78.97,99.13,108.83,153.56,158.41,184.2,108.62,137.22,87.04,87.48,47.87,55.84,0.0,1307.1699999999998
2016-03-24,69.58,89.01,133.58,129.45,170.32,91.95,142.79,96.85,146.51,114.46,93.0,106.08,0.0,1383.58
2016-03-25,82.96,104.68,155.58,208.11,257.61,92.31,136.4,90.02,57.44,110.66,63.89,110.49,48.1,1518.2500000000002
2016-03-26,33.24,78.89,113.09,147.73,141.55,189.52,135.27,88.57,133.35,139.64,127.19,68.09,69.0,1465.1299999999999
2016-03-27,45.05,153.89,192.5,159.32,197.38,150.19,151.56,116.65,123.89,125.44,35.6,73.02,0.0,1524.49
2016-03-28,38.85,67.45,71.9,137.23,67.24,75.25,50.19,113.61,50.08,132.44,81.03,49.84,0.0,935.11
2016-03-29,91.84,98.82,87.12,103.99,94.37,90.61,60.28,137.27,56.94,68.6,45.64,57.1,0.0,992.58
2016-03-30,41.94,48.34,47.08,50.75,116.13,94.87,55.1,31.67,84.45,113.12,124.85,118.48,0.0,926.7800000000001
2016-03-31,39.99,64.17,43.99,159.84,148.37,102.03,91.8,54.67,120.98,90.04,99.43,60.84,0.0,1076.1499999999999
2016-04-01,53.56,55.3,83.99,87.36,92.77,80.8,101.15,122.59,151.64,62.4,83.11,76.73,76.43,1127.83
2016-04-02,37.85,63.68,116.32,192.41,181.1,174.03,130.12,97.43,73.35,67.3,114.76,94.43,17.7,1360.48
2016-04-03,79.06,114.79,80.49,111.5,268.91,182.73,150.9,71.78,61.31,132.87,150.66,66.67,0.0,1471.6699999999998
2016-04-04,71.98,99.48,105.71,111.74,161.84,212.72,104.06,158.55,126.66,23.43,42.49,25.23,0.0,1243.89
2016-04-05,134.51,124.26,61.13,71.77,118.78,172.2,163.74,117.47,108.23,90.46,91.42,71.65,0.0,1325.6200000000001
2016-04-06,69.77,115.67,130.2,219.98,161.83,198.04,203.37,164.24,175.7,141.78,145.9,118.21,0.0,1844.69
2016-04-07,112.13,118.98,114.2,90.37,117.21,79.9,110.23,87.63,108.15,97.62,125.51,62.46,0.0,1224.39
2016-04-08,91.55,112.1,83.49,57.22,158.38,168.0,139.19,78.35,75.57,74.8,105.23,82.78,49.3,1275.9599999999998
2016-04-09,19.45,65.19,85.14,146.96,146.63,146.45,138.16,123.97,123.58,82.2,123.11,85.3,33.69,1319.83
2016-04-10,46.2,103.18,64.21,153.02,199.63,176.12,85.15,162.91,207.97,131.05,67.73,35.17,0.0,1432.34
2016-04-11,56.81,66.17,47.0,65.2,114.42,106.99,87.82,67.85,62.95,139.28,67.0,44.61,0.0,926.1
2016-04-12,68.11,67.23,48.18,74.95,52.76,167.09,139.65,151.14,62.4,157.71,88.68,66.89,0.0,1144.7900000000002
2016-04-13,48.63,178.75,85.7,111.41,109.85,177.63,94.93,154.29,109.53,98.34,93.66,147.11,0.0,1409.83
2016-04-14,31.06,134.12,83.01,91.04,80.06,160.93,95.57,124.13,145.86,104.65,48.43,69.9,0.0,1168.7600000000002
2016-04-15,73.22,140.06,128.07,107.44,167.1,150.19,65.96,105.85,83.86,52.27,151.98,154.93,59.69,1440.6200000000001
2016-04-16,76.76,137.34,211.53,161.64,152.93,207.85,215.12,237.85,122.45,117.32,138.24,130.68,28.34,1938.05
2016-04-17,54.56,78.76,84.82,129.43,299.29,253.16,159.49,174.11,159.29,63.91,97.34,49.44,0.0,1603.6000000000001
2016-04-18,58.89,167.03,108.63,153.01,111.5,174.1,100.22,118.71,123.28,101.06,46.69,68.79,0.0,1331.91
2016-04-19,104.47,136.41,136.59,146.35,111.33,124.29,127.21,115.34,83.82,137.91,116.71,50.9,0.0,1391.3300000000002
2016-04-20,97.59,80.37,143.69,169.5,100.86,117.17,100.86,130.88,129.02,75.4,87.86,44.12,0.0,1277.32
2016-04-21,84.19,125.84,83.8,96.92,124.8,142.21,106.3,132.05,59.04,156.09,90.03,54.8,0.0,1256.07
2016-04-22,43.48,43.06,111.05,86.43,243.7,213.72,60.31,140.16,118.13,102.87,89.86,81.73,71.5,1405.9999999999998
2016-04-23,67.92,50.23,139.77,182.39,172.42,139.8,130.53,180.89,99.43,109.23,215.14,108.8,48.1,1644.6499999999999
2016-04-24,45.69,96.79,126.25,193.01,185.37,190.72,73.42,98.46,129.32,115.2,64.1,51.73,0.0,1370.06
2016-04-25,35.24,85.85,66.05,69.88,132.16,111.69,101.96,78.72,80.39,100.02,72.86,29.26,0.0,964.0799999999999
2016-04-26,110.91,117.72,47.88,107.35,122.38,132.89,107.64,76.69,44.14,60.82,26.3,11.3,0.0,966.02
2016-04-27,20.25,32.23,60.44,41.65,169.61,110.12,64.11,145.0,40.35,143.23,98.44,43.89,0.0,969.32
2016-04-28,69.56,82.96,89.45,114.78,90.17,131.98,121.61,85.59,93.59,115.45,97.65,66.53,0.0,1159.32
2016-04-29,76.93,113.77,120.94,84.25,155.2,206.32,97.85,92.63,104.68,75.64,116.19,69.3,59.17,1372.8700000000001
2016-04-30,101.9,94.96,110.26,119.23,177.09,129.88,107.89,64.98,101.17,120.58,70.25,58.45,45.8,1302.44
2016-05-01,77.55,123.77,185.81,221.38,220.77,259.26,187.89,147.74,157.63,180.57,134.91,84.68,0.0,1981.9600000000003
2016-05-02,64.15,42.74,68.82,70.65,99.5,105.25,101.25,80.87,85.17,76.0,63.55,61.89,0.0,919.8399999999999
2016-05-03,42.16,67.93,70.49,87.99,155.62,117.85,109.04,92.89,54.1,85.85,52.19,31.38,0.0,967.4900000000001
2016-05-04,56.15,72.15,93.38,100.29,121.11,194.44,146.72,96.88,140.07,92.24,124.48,127.46,0.0,1365.3700000000001
2016-05-05,64.97,97.09,111.86,74.81,191.42,150.71,154.37,189.28,135.93,133.4,104.43,35.35,0.0,1443.6200000000001
2016-05-06,14.5,31.04,61.95,78.89,98.15,153.3,143.5,82.48,131.64,61.15,105.11,148.9,83.12,1193.73
2016-05-07,49.76,53.91,91.65,139.32,131.26,89.56,96.25,108.23,122.01,124.02,113.61,84.59,77.8,1281.9699999999998
2016-05-08,16.24,66.66,217.06,110.68,153.65,152.8,140.57,106.12,215.64,166.67,87.37,39.08,0.0,1472.54
2016-05-09,63.49,71.16,65.87,94.94,92.62,137.44,118.44,58.81,99.48,124.12,83.73,20.65,0.0,1030.75
2016-05-10,97.91,106.82,93.62,90.2,149.22,146.89,122.38,74.57,53.9,130.1,126.43,47.38,0.0,1239.42
2016-05-11,36.75,58.43,91.34,115.4,112.34,163.44,85.54,71.2,58.95,103.28,72.75,44.37,0.0,1013.7900000000001
2016-05-12,82.35,76.3,73.8,130.61,119.03,188.97,111.33,64.39,91.39,104.01,97.52,80.2,0.0,1219.9
2016-05-13,81.19,83.49,111.42,132.46,148.9,141.38,143.95,74.28,114.37,136.0,138.43,123.17,86.93,1515.9700000000003
2016-05-14,97.42,108.38,141.16,166.38,117.56,187.38,115.39,166.07,100.31,59.76,83.98,77.95,0.0,1421.7399999999998
2016-05-15,34.88,68.07,132.25,122.45,143.03,184.99,181.89,163.43,125.8,134.14,66.14,57.65,0.0,1414.72
2016-05-16,69.39,117.67,87.42,122.59,175.84,93.18,97.34,113.37,121.15,59.29,151.05,88.8,0.0,1297.09
2016-05-17,190.55,121.37,147.4,116.11,178.68,205.43,135.32,163.86,133.1,144.18,147.12,76.64,0.0,1759.76
2016-05-18,73.94,106.41,174.02,175.94,183.52,186.94,73.01,102.34,129.92,49.77,73.18,103.15,0.0,1432.1400000000003
2016-05-19,69.09,97.95,85.5,79.73,107.41,130.67,73.68,84.14,99.01,115.82,88.84,58.04,0.0,1089.8799999999999
2016-05-20,95.26,68.5,164.23,93.67,163.31,166.41,88.43,82.78,120.65,150.61,140.43,81.94,47.4,1463.6200000000001
2016-05-21,95.1,65.68,47.23,188.31,232.23,106.89,133.28,105.43,148.1,115.24,141.41,40.78,49.15,1468.8300000000002
2016-05-22,44.72,88.31,129.72,217.26,178.58,140.73,168.18,91.5,169.89,156.31,141.53,85.76,0.0,1612.4899999999998
2016-05-23,70.44,104.54,158.75,86.12,184.96,91.91,107.24,56.25,80.12,77.92,96.48,97.66,0.0,1212.39
2016-05-24,63.07,75.3,115.41,120.77,189.22,78.73,105.69,67.9,55.54,131.18,147.87,24.65,0.0,1175.33
2016-05-25,46.24,107.09,129.99,95.72,134.77,55.79,130.38,49.44,128.36,136.17,55.98,65.89,0.0,1135.8200000000002
2016-05-26,46.2,99.3,60.45,142.77,112.59,152.91,97.16,109.1,70.77,110.95,112.22,69.72,0.0,1184.14
2016-05-27,29.9,129.97,77.27,159.01,162.49,66.72,139.09,152.6,91.43,125.86,171.72,106.17,69.65,1481.88
2016-05-28,88.78,139.97,116.39,191.1,137.72,195.07,144.05,63.9,61.42,56.39,94.67,77.45,60.64,1427.5500000000004
2016-05-29,50.1,61.74,106.22,103.23,117.5,99.67,86.36,32.09,114.51,131.17,144.66,60.06,0.0,1107.31
2016-05-30,55.18,87.95,105.46,149.05,179.66,103.39,134.91,108.49,76.51,81.03,113.63,85.2,0.0,1280.4600000000003
2016-05-31,83.42,54.83,86.1,110.42,81.38,71.61,107.82,142.57,53.19,100.33,64.48,13.95,0.0,970.1
2016-06-01,50.46,26.9,57.27,63.86,42.58,65.74,60.63,61.71,78.08,87.13,62.9,59.65,0.0,716.9099999999999
2016-06-02,19.44,76.09,68.24,62.0,98.3,78.17,86.98,73.77,53.85,71.43,102.69,76.2,0.0,867.1600000000001
2016-06-03,114.12,93.48,74.21,135.4,131.21,133.72,114.35,108.0,88.65,42.02,98.91,149.31,81.11,1364.49
2016-06-04,43.04,77.75,113.5,209.99,152.44,55.13,142.17,89.22,62.9,70.38,135.07,73.6,24.65,1249.84
2016-06-05,46.03,106.32,125.84,127.3,252.07,160.99,132.4,70.1,116.73,91.15,84.58,28.53,0.0,1342.04
2016-06-06,35.69,70.07,58.43,48.38,142.63,79.39,107.65,107.07,98.16,118.63,104.96,54.04,0.0,1025.1
2016-06-07,24.1,86.49,66.62,93.3,56.45,82.78,76.33,86.45,132.44,59.6,112.76,73.16,0.0,950.48
2016-06-08,36.98,20.4,91.77,81.04,107.27,50.48,76.01,92.04,52.0,104.97,128.26,82.11,0.0,923.33
2016-06-09,20.1,44.65,85.7,94.67,71.91,134.45,155.72,27.59,55.56,60.79,138.02,82.56,0.0,971.7199999999998
2016-06-10,35.8,48.34,67.4,123.25,109.68,121.73,79.86,112.27,95.35,20.73,135.24,81.64,15.45,1046.7400000000002
2016-06-11,86.21,111.83,115.51,185.94,199.25,178.52,73.25,128.55,77.68,60.98,98.65,116.84,12.4,1445.6100000000001
2016-06-12,62.95,101.18,115.99,149.84,142.88,181.97,117.37,142.89,121.82,160.79,60.7,108.03,0.0,1466.4099999999999
2016-06-13,77.98,69.14,104.19,73.98,68.09,137.02,92.77,86.39,118.66,60.98,144.88,62.56,0.0,1096.6399999999999
2016-06-14,50.25,96.0,78.47,74.73,110.35,122.29,102.59,66.18,102.26,82.58,90.95,96.13,0.0,1072.78
2016-06-15,129.79,113.43,71.57,134.76,167.63,100.69,145.23,109.87,58.24,145.97,159.3,73.55,0.0,1410.0299999999997
2016-06-16,73.47,82.32,163.16,87.75,201.58,125.82,142.02,133.21,108.81,78.39,116.26,104.11,0.0,1416.8999999999999
2016-06-17,38.85,78.31,87.92,84.95,93.58,82.32,81.13,81.9,104.37,102.43,143.44,52.42,57.4,1089.0200000000002
2016-06-18,59.23,126.77,97.74,100.69,173.87,137.08,166.06,146.89,83.76,110.59,106.94,66.43,53.75,1429.8000000000002
2016-06-19,101.22,90.89,200.71,216.3,215.91,255.71,102.99,62.9,69.05,176.79,110.86,39.18,0.0,1642.51
2016-06-20,82.78,67.2,42.49,156.56,195.62,172.89,129.03,123.9,96.83,86.81,124.93,46.89,0.0,1325.93
2016-06-21,45.05,95.21,158.0,104.51,113.25,103.8,105.44,108.03,96.96,64.82,60.12,106.34,0.0,1161.5299999999997
2016-06-22,56.93,61.37,67.52,40.65,93.34,85.75,111.44,101.14,55.72,110.52,124.07,87.34,0.0,995.7899999999998
2016-06-23,36.29,68.37,90.8,86.04,95.94,127.07,125.26,132.04,72.89,109.4,118.36,105.66,0.0,1168.12
2016-06-24,35.59,30.95,86.6,207.19,111.78,182.37,123.92,83.9,62.79,82.45,180.85,69.19,66.09,1323.6699999999998
2016-06-25,64.11,83.71,111.43,162.78,150.26,160.94,153.92,91.34,53.95,107.57,125.85,121.99,78.13,1465.98
2016-06-26,51.84,80.49,37.51,191.13,190.16,244.75,70.56,120.78,72.38,118.51,129.76,62.83,0.0,1370.6999999999998
2016-06-27,91.9,66.67,75.12,109.03,156.45,107.33,93.35,104.4,47.51,55.32,78.94,89.17,0.0,1075.19
2016-06-28,65.57,69.84,76.9,81.37,93.14,54.44,118.82,28.83,81.62,47.16,96.85,77.32,0.0,891.8599999999999
2016-06-29,27.6,62.68,50.1,95.1,72.84,35.49,95.65,110.51,62.2,136.83,76.33,98.16,0.0,923.4900000000001
2016-06-30,20.35,68.68,58.88,73.55,83.79,91.48,88.14,75.55,148.69,116.87,100.17,88.59,0.0,1014.7400000000001
2016-07-01,57.38,73.23,107.5,58.65,117.35,101.36,80.7,125.92,106.75,39.33,64.38,68.41,67.87,1068.83
2016-07-02,46.22,50.03,124.02,78.57,99.69,137.65,169.87,41.35,92.43,111.13,111.74,84.77,47.03,1194.4999999999998
2016-07-03,52.04,57.05,135.52,85.24,120.3,134.68,116.55,129.27,103.15,96.33,105.76,118.13,0.0,1254.02
2016-07-04,33.9,123.15,119.35,135.04,182.4,91.64,102.55,80.57,39.05,115.3,103.56,59.18,0.0,1185.69
2016-07-05,33.41,43.15,63.16,141.99,91.79,114.88,96.84,115.91,82.4,101.43,64.63,79.97,0.0,1029.56
2016-07-06,71.23,22.8,46.95,65.48,76.44,87.62,48.98,55.55,62.45,89.09,104.87,79.08,0.0,810.5400000000002
2016-07-07,31.43,76.06,74.57,90.26,116.11,78.05,43.3,63.0,82.96,96.83,108.2,103.9,0.0,964.6700000000001
2016-07-08,51.18,45.45,73.4,84.82,94.28,96.21,77.4,70.69,118.07,76.49,160.13,86.4,15.0,1049.52
2016-07-09,68.29,67.95,57.25,113.21,143.01,180.36,138.55,99.7,107.82,144.49,143.19,130.6,100.92,1495.34
2016-07-10,31.8,61.35,154.82,200.3,184.84,163.63,116.99,102.62,108.82,138.11,187.51,93.82,0.0,1544.6100000000001
2016-07-11,51.2,66.21,51.0,46.88,114.76,135.53,136.56,100.75,60.42,77.42,136.66,69.88,0.0,1047.27
2016-07-12,64.37,88.6,93.71,66.8,141.43,116.97,110.39,142.5,59.74,81.0,122.05,62.39,0.0,1149.95
2016-07-13,51.77,108.33,54.5,156.85,149.43,105.93,118.22,109.49,114.92,128.27,186.81,94.22,0.0,1378.74
2016-07-14,35.09,71.7,51.05,87.3,85.76,114.82,91.65,104.63,52.7,96.56,61.43,82.31,0.0,935.0
2016-07-15,56.75,86.9,63.65,133.69,131.72,93.7,104.96,100.92,71.74,139.78,91.2,133.28,45.6,1253.8899999999999
2016-07-16,59.1,88.25,138.46,136.01,126.05,99.24,115.09,122.03,139.6,146.82,139.99,137.39,49.33,1497.3600000000001
2016-07-17,55.02,68.66,85.3,113.74,104.19,152.87,155.59,125.1,100.51,124.65,100.53,58.13,0.0,1244.2900000000002
2016-07-18,73.86,22.7,180.37,115.39,103.35,85.6,52.89,73.73,36.45,100.0,48.6,33.12,0.0,926.0600000000001
2016-07-19,29.91,48.68,216.68,145.32,141.75,126.57,126.9,111.02,59.1,64.25,115.24,50.55,0.0,1235.97
2016-07-20,56.43,38.82,121.92,75.14,126.81,74.72,112.46,117.0,95.61,85.53,157.91,51.59,0.0,1113.9399999999998
2016-07-21,46.38,93.77,115.02,120.18,109.78,90.23,87.28,102.29,129.57,90.6,103.07,50.24,0.0,1138.41
