pred,MSE,MAE
-10.831132476606697,817.1015081082774,17.88008629408675
-10.666575380325625,817.1015081082774,17.88008629408675
-10.453132684701984,817.1015081082774,17.88008629408675
-10.312143298807626,817.1015081082774,17.88008629408675
-10.218114021310214,817.1015081082774,17.88008629408675
-10.155415268703976,817.1015081082774,17.88008629408675
-10.11360756995819,817.1015081082774,17.88008629408675
-10.085730084673088,817.1015081082774,17.88008629408675
-10.067141302937273,817.1015081082774,17.88008629408675
-10.054746253567544,817.1015081082774,17.88008629408675
-10.04648120150219,817.1015081082774,17.88008629408675
44.85958661470909,817.1015081082774,17.88008629408675
75.63895485171054,817.1015081082774,17.88008629408675
97.43444133441088,817.1015081082774,17.88008629408675
108.3278754327788,817.1015081082774,17.88008629408675
133.276779736517,817.1015081082774,17.88008629408675
122.85567310413325,817.1015081082774,17.88008629408675
96.71693742797973,817.1015081082774,17.88008629408675
86.78540418125519,817.1015081082774,17.88008629408675
78.8136818993444,817.1015081082774,17.88008629408675
80.1866175397468,817.1015081082774,17.88008629408675
88.78681290903866,817.1015081082774,17.88008629408675
63.003893917851826,817.1015081082774,17.88008629408675
2.893297092936166,817.1015081082774,17.88008629408675
-9.794066514719447,817.1015081082774,17.88008629408675
-9.778436272633286,817.1015081082774,17.88008629408675
-9.758174627921875,817.1015081082774,17.88008629408675
-9.744790737284887,817.1015081082774,17.88008629408675
-9.735864693568075,817.1015081082774,17.88008629408675
-9.729912804721437,817.1015081082774,17.88008629408675
-9.725944069052645,817.1015081082774,17.88008629408675
-9.723297705499363,817.1015081082774,17.88008629408675
-9.721533103205331,817.1015081082774,17.88008629408675
-9.720356461676943,817.1015081082774,17.88008629408675
-9.719571873959353,817.1015081082774,17.88008629408675
47.0030388516993,817.1015081082774,17.88008629408675
76.63171053097591,817.1015081082774,17.88008629408675
93.68942420800062,817.1015081082774,17.88008629408675
106.85270575475778,817.1015081082774,17.88008629408675
125.25163370479862,817.1015081082774,17.88008629408675
123.70465791560281,817.1015081082774,17.88008629408675
96.90527197866382,817.1015081082774,17.88008629408675
84.08262249070023,817.1015081082774,17.88008629408675
79.42523209905158,817.1015081082774,17.88008629408675
83.17001889484226,817.1015081082774,17.88008629408675
87.33123287020035,817.1015081082774,17.88008629408675
61.777555239055886,817.1015081082774,17.88008629408675
4.431331698048311,817.1015081082774,17.88008629408675
-7.580698139678574,817.1015081082774,17.88008629408675
-7.579215318571343,817.1015081082774,17.88008629408675
-7.577293122922697,817.1015081082774,17.88008629408675
-7.576023410774141,817.1015081082774,17.88008629408675
-7.575176608715424,817.1015081082774,17.88008629408675
-7.574611960827909,817.1015081082774,17.88008629408675
-7.57423545208097,817.1015081082774,17.88008629408675
-7.573984395042018,817.1015081082774,17.88008629408675
-7.573816989537093,817.1015081082774,17.88008629408675
-7.573705363098753,817.1015081082774,17.88008629408675
-7.5736309302911735,817.1015081082774,17.88008629408675
49.321312441186535,817.1015081082774,17.88008629408675
78.84081887129214,817.1015081082774,17.88008629408675
95.44906628857721,817.1015081082774,17.88008629408675
108.82768510256209,817.1015081082774,17.88008629408675
126.60522556867335,817.1015081082774,17.88008629408675
125.90012655548071,817.1015081082774,17.88008629408675
99.03806559079007,817.1015081082774,17.88008629408675
85.94113978667656,817.1015081082774,17.88008629408675
81.59817557662447,817.1015081082774,17.88008629408675
85.5679766826525,817.1015081082774,17.88008629408675
89.30807047689939,817.1015081082774,17.88008629408675
63.77614066045862,817.1015081082774,17.88008629408675
6.692169480428376,817.1015081082774,17.88008629408675
-9.497886344164215,817.1015081082774,17.88008629408675
-9.497745670926463,817.1015081082774,17.88008629408675
-9.49756331481882,817.1015081082774,17.88008629408675
-9.49744285894046,817.1015081082774,17.88008629408675
