model,MSE,MAE,ForeMSE,ForeMAE,AIC,forecast
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-149.19944806993968
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-148.89698452139592
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-148.71905841888486
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-148.14469407648318
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-90.65394626457726
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-59.7658461381975
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-43.03630481300024
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-26.32517747898629
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-8.59241440446391
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-8.191107862375588
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-37.80050237739749
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-50.16644393307075
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-57.68204268219898
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-52.928569366115426
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-49.58124546421004
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-77.302217105539
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-135.0837826444257
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-149.66799356323463
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-151.3423823555981
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-152.89170109726075
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-154.7902046914818
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-156.47148910356435
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-158.41520282825672
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-160.03993725201366
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-161.83347892532555
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-163.21407250250763
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-164.68626562105135
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-165.67347596731582
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-109.60180041645555
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-79.94011380667251
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-64.19998718615187
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-48.20454112120842
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-30.886082792782872
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-30.580271497849765
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-59.95983167640662
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-71.77525914845461
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-78.4352848123645
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-72.54712581454612
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-67.82121361954836
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-93.96273662983725
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-150.0131308571115
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-162.7677149370212
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-162.5693092585198
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-162.25781456524106
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-162.36037701113128
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-162.35924010521057
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-162.7766849795725
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-163.06643720225327
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-163.74278190360747
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-164.24107841568286
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-165.07327010493395
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-165.6605351536216
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-109.41758481035998
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-79.79362532961761
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-64.27346585615629
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-48.647826485767666
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-31.812623175874535
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-32.0648949084312
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-62.03830967041813
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-74.4456129565541
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-81.66070546721903
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-76.26031038706338
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-71.92986111546026
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-98.35590213537239
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-154.56810698668806
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-167.35709658303534
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-167.0679013145117
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-166.54906211599388
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-166.34203211021503
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-165.94802665055585
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-165.91178072541572
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-165.71165654068318
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-165.8874113541342
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-165.89938530457596
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-166.28277028442284
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-166.47916461944402
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-109.9199699231674
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-80.06668474772061
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-64.41160258439925
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-48.74797967600705
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-31.96944625166202
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-32.36630973793444
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-62.56165708248051
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-75.25457971507484
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-82.80315924016105
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-77.76712001255191
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-73.81472256830108
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-100.61613410995096
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-157.18632694027468
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-170.30364120209333
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-170.30381708046508
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-170.02946386950367
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-170.01961157207626
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.77648943190252
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.8489994516395
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.7223486535189
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.94518164720728
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.98801343759908
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-170.39667010691676
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-170.62299248746126
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-114.10741049951139
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-84.31849219230287
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-68.75301984035406
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-53.20569627632494
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-36.56828364158184
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-37.12584096397171
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-67.49297385823036
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-80.35741399077142
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-88.06354878402368
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-83.1557790991601
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-79.28624118908618
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-106.10908420265946
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-162.62430440189382
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-175.59722059287162
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-175.35334475756406
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-174.7285675927797
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-174.25926301148138
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-173.4494227713825
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-172.85426628596286
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-171.96977793219355
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-171.35951424368187
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-170.51249407235326
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.9959042336891
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.28491113876322
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-111.84423019038104
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-81.16660753470376
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-64.77182090137893
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-48.47535807611263
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-31.186628612826894
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-31.204423844930147
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-61.15257975547314
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-73.72319198494972
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-81.26002370833402
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-76.30199182667042
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-72.49126240194153
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-99.46812834566356
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-156.21564018632267
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.4800334954706
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.5666575051361
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.29126915187982
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-169.171237972492
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-168.6937142776532
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-168.40014989981591
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-167.77657401543303
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-167.38092524745883
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-166.70122284604133
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-166.30829179868778
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-165.6853284174873
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-108.3089683193611
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-77.68703528197403
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-61.35661429182926
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-45.151654871771825
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-28.000016474785753
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-28.21773301799226
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-58.44351582333309
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-71.38090831672821
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-79.38079331478548
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-74.98419127908198
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-71.82992337044698
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-99.54934278738318
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-157.11112145549578
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-171.24213655205585
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-172.2241466212842
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-172.84609150246933
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-173.59651746916722
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-173.93312391455868
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-174.36875531103897
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-174.36316900429648
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-174.4518052111717
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-174.1052679622968
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-173.88316226169593
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-173.2645124463005
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-115.72937330940493
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-84.7967760290021
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-68.0226317437673
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-51.26679566677353
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-33.489218089456244
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-33.042991307939815
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-62.60735987013902
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-74.92816978288477
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-82.39853122232728
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-77.59971495320076
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-74.20694247835047
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-101.88235995034233
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-159.61826574706527
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-174.15671137450335
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-175.78522934996124
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-177.28857177291354
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-179.14099357040175
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-180.77609073156736
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-182.67351177505043
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-184.25184811125303
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-185.9988863146666
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-187.3328710636618
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-188.75835001984018
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-189.69874089372655
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-133.58014058469445
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-103.87142395521869
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-88.08416207781363
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-72.04147554317603
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-54.67567155668394
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-54.322409439802755
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-83.65441365707738
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-95.42218005310815
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-102.03443955092041
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-96.09840932163343
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-91.32452085455907
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-117.41796257698081
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-173.42017052546998
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-186.12646336060305
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-185.87966149631262
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-185.51966570126905
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-185.5736221545065
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-185.52377439018954
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-185.89240356560862
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-186.13323527405282
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-186.76055467118215
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-187.20972111440472
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-187.9926779955893
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-188.5306035224662
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-132.2382089691721
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-102.56470061575192
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-86.99488763259967
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-71.31949014119141
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-54.4344241246896
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-54.63672859084136
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-84.56007155247687
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-96.9171985302147
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-104.08201025039102
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-98.6312299236663
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-94.25029097547701
TBATS-hourlyY,47523.05137685061,168.8850729509333,58441585.55794763,7089.239032481243,233391.76038689038,-120.62573791490377
