model,p,d,q,MSE,MAE,AIC,ForeMSE,ForeMAE
ARIMA,8,0,0,77798.0904,232.1784838,8113.956166,50971.78158,175.8432283
ARIMA,8,0,8,86396.39589,236.9831538,8025.733352,72686.51722,227.6073499
ARIMA,10,0,0,71982.01451,220.9209967,8091.192979,65517.67384,204.8375729
ARIMA,10,0,8,80994.27751,225.0608796,8010.731141,41186.08202,164.2344822
